"","date","NDVI_hectareID_1","NDVI_sd_hectareID_1","NDVI_hectareID_2","NDVI_sd_hectareID_2","NDVI_hectareID_3","NDVI_sd_hectareID_3","NDVI_hectareID_4","NDVI_sd_hectareID_4","NDVI_hectareID_5","NDVI_sd_hectareID_5","NDVI_hectareID_6","NDVI_sd_hectareID_6","NDVI_hectareID_7","NDVI_sd_hectareID_7","NDVI_hectareID_8","NDVI_sd_hectareID_8","NDVI_hectareID_9","NDVI_sd_hectareID_9","NDVI_hectareID_10","NDVI_sd_hectareID_10","NDVI_hectareID_11","NDVI_sd_hectareID_11","NDVI_hectareID_12","NDVI_sd_hectareID_12","NDVI_hectareID_13","NDVI_sd_hectareID_13","NDVI_hectareID_14","NDVI_sd_hectareID_14","NDVI_hectareID_15","NDVI_sd_hectareID_15","NDVI_hectareID_16","NDVI_sd_hectareID_16","NDVI_hectareID_17","NDVI_sd_hectareID_17","NDVI_hectareID_18","NDVI_sd_hectareID_18","NDVI_hectareID_19","NDVI_sd_hectareID_19","NDVI_hectareID_20","NDVI_sd_hectareID_20","NDVI_hectareID_21","NDVI_sd_hectareID_21","NDVI_hectareID_22","NDVI_sd_hectareID_22","NDVI_hectareID_23","NDVI_sd_hectareID_23","NDVI_hectareID_24","NDVI_sd_hectareID_24","NDVI_hectareID_25","NDVI_sd_hectareID_25","NDVI_hectareID_26","NDVI_sd_hectareID_26","NDVI_hectareID_27","NDVI_sd_hectareID_27","NDVI_hectareID_28","NDVI_sd_hectareID_28","NDVI_hectareID_29","NDVI_sd_hectareID_29","NDVI_hectareID_30","NDVI_sd_hectareID_30","NDVI_hectareID_31","NDVI_sd_hectareID_31","NDVI_hectareID_32","NDVI_sd_hectareID_32","NDVI_hectareID_33","NDVI_sd_hectareID_33","NDVI_hectareID_34","NDVI_sd_hectareID_34","NDVI_hectareID_35","NDVI_sd_hectareID_35","NDVI_hectareID_36","NDVI_sd_hectareID_36","NDVI_hectareID_37","NDVI_sd_hectareID_37","NDVI_hectareID_38","NDVI_sd_hectareID_38","NDVI_hectareID_39","NDVI_sd_hectareID_39","NDVI_hectareID_40","NDVI_sd_hectareID_40","NDVI_hectareID_41","NDVI_sd_hectareID_41","NDVI_hectareID_42","NDVI_sd_hectareID_42","NDVI_hectareID_43","NDVI_sd_hectareID_43","NDVI_hectareID_44","NDVI_sd_hectareID_44","NDVI_hectareID_45","NDVI_sd_hectareID_45","NDVI_hectareID_46","NDVI_sd_hectareID_46","NDVI_hectareID_47","NDVI_sd_hectareID_47","NDVI_hectareID_48","NDVI_sd_hectareID_48","NDVI_hectareID_49","NDVI_sd_hectareID_49","NDVI_hectareID_50","NDVI_sd_hectareID_50","NDVI_hectareID_51","NDVI_sd_hectareID_51","NDVI_hectareID_52","NDVI_sd_hectareID_52","NDVI_hectareID_53","NDVI_sd_hectareID_53","NDVI_hectareID_54","NDVI_sd_hectareID_54","NDVI_hectareID_55","NDVI_sd_hectareID_55","NDVI_hectareID_56","NDVI_sd_hectareID_56","NDVI_hectareID_57","NDVI_sd_hectareID_57","NDVI_hectareID_58","NDVI_sd_hectareID_58","NDVI_hectareID_59","NDVI_sd_hectareID_59","NDVI_hectareID_60","NDVI_sd_hectareID_60","NDVI_hectareID_61","NDVI_sd_hectareID_61","NDVI_hectareID_62","NDVI_sd_hectareID_62","NDVI_hectareID_63","NDVI_sd_hectareID_63","NDVI_hectareID_64","NDVI_sd_hectareID_64","NDVI_hectareID_65","NDVI_sd_hectareID_65","NDVI_hectareID_66","NDVI_sd_hectareID_66","NDVI_hectareID_67","NDVI_sd_hectareID_67","NDVI_hectareID_68","NDVI_sd_hectareID_68","NDVI_hectareID_69","NDVI_sd_hectareID_69","NDVI_hectareID_70","NDVI_sd_hectareID_70","NDVI_hectareID_71","NDVI_sd_hectareID_71","NDVI_hectareID_72","NDVI_sd_hectareID_72","NDVI_hectareID_73","NDVI_sd_hectareID_73","NDVI_hectareID_74","NDVI_sd_hectareID_74","NDVI_hectareID_75","NDVI_sd_hectareID_75","NDVI_hectareID_76","NDVI_sd_hectareID_76","NDVI_hectareID_77","NDVI_sd_hectareID_77","NDVI_hectareID_78","NDVI_sd_hectareID_78","NDVI_hectareID_79","NDVI_sd_hectareID_79","NDVI_hectareID_80","NDVI_sd_hectareID_80","NDVI_hectareID_81","NDVI_sd_hectareID_81","NDVI_hectareID_82","NDVI_sd_hectareID_82","NDVI_hectareID_83","NDVI_sd_hectareID_83","NDVI_hectareID_84","NDVI_sd_hectareID_84","NDVI_hectareID_85","NDVI_sd_hectareID_85","NDVI_hectareID_86","NDVI_sd_hectareID_86","NDVI_hectareID_87","NDVI_sd_hectareID_87","NDVI_hectareID_88","NDVI_sd_hectareID_88","NDVI_hectareID_89","NDVI_sd_hectareID_89","NDVI_hectareID_90","NDVI_sd_hectareID_90","NDVI_hectareID_91","NDVI_sd_hectareID_91","NDVI_hectareID_92","NDVI_sd_hectareID_92","NDVI_hectareID_93","NDVI_sd_hectareID_93","NDVI_hectareID_94","NDVI_sd_hectareID_94","NDVI_hectareID_95","NDVI_sd_hectareID_95","NDVI_hectareID_96","NDVI_sd_hectareID_96","NDVI_hectareID_97","NDVI_sd_hectareID_97","NDVI_hectareID_98","NDVI_sd_hectareID_98","NDVI_hectareID_99","NDVI_sd_hectareID_99","NDVI_hectareID_100","NDVI_sd_hectareID_100","NDVI_hectareID_101","NDVI_sd_hectareID_101","NDVI_hectareID_102","NDVI_sd_hectareID_102","NDVI_hectareID_103","NDVI_sd_hectareID_103","NDVI_hectareID_104","NDVI_sd_hectareID_104","NDVI_hectareID_105","NDVI_sd_hectareID_105","NDVI_hectareID_106","NDVI_sd_hectareID_106","NDVI_hectareID_107","NDVI_sd_hectareID_107","NDVI_hectareID_108","NDVI_sd_hectareID_108","NDVI_hectareID_109","NDVI_sd_hectareID_109","NDVI_hectareID_110","NDVI_sd_hectareID_110","NDVI_hectareID_111","NDVI_sd_hectareID_111","NDVI_hectareID_112","NDVI_sd_hectareID_112","NDVI_hectareID_113","NDVI_sd_hectareID_113","NDVI_hectareID_114","NDVI_sd_hectareID_114","NDVI_hectareID_115","NDVI_sd_hectareID_115","NDVI_hectareID_116","NDVI_sd_hectareID_116","NDVI_hectareID_117","NDVI_sd_hectareID_117","NDVI_hectareID_118","NDVI_sd_hectareID_118","NDVI_hectareID_119","NDVI_sd_hectareID_119","NDVI_hectareID_120","NDVI_sd_hectareID_120","NDVI_hectareID_121","NDVI_sd_hectareID_121","NDVI_hectareID_122","NDVI_sd_hectareID_122","NDVI_hectareID_123","NDVI_sd_hectareID_123","NDVI_hectareID_124","NDVI_sd_hectareID_124","NDVI_hectareID_125","NDVI_sd_hectareID_125","NDVI_hectareID_126","NDVI_sd_hectareID_126","NDVI_hectareID_127","NDVI_sd_hectareID_127","NDVI_hectareID_128","NDVI_sd_hectareID_128","NDVI_hectareID_129","NDVI_sd_hectareID_129"
"11",2019-02-15,0.850712,0,NA,NA,NA,NA,0.877775,0,0.848411,0,NA,NA,NA,NA,NA,NA,0.855528,0,NA,NA,NA,NA,NA,NA,NA,NA,0.853264,0,NA,NA,NA,NA,0.795023,0,0.445548,0,NA,NA,0.870381,0,NA,NA,NA,NA,NA,NA,0.870212,0,NA,NA,NA,NA,NA,NA,0.849274,0,0.840864,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85159,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863535,0,NA,NA,NA,NA,NA,NA,NA,NA,0.845689,0,NA,NA,NA,NA,NA,NA,NA,NA,0.86185,0,0.852857,0,NA,NA,0.776129,0,NA,NA,NA,NA,NA,NA,NA,NA,0.66192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859148,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845646,0,NA,NA,NA,NA,NA,NA,NA,NA,0.867017,0,0.866159,0,0.850894,0,NA,NA,NA,NA,0.857763,0,0.866667,0,NA,NA,NA,NA,NA,NA,NA,NA,0.840244,0,0.868324,0,0.866274,0,0.862323,0,NA,NA,NA,NA,NA,NA,0.859187,0,NA,NA,NA,NA,NA,NA,NA,NA,0.865427,0,NA,NA,0.845622,0,NA,NA,NA,NA,NA,NA,0.860105,0,NA,NA,0.867626,0,NA,NA,0.857678,0,0.862575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859563,0,0.858597,0,0.858392,0,NA,NA
"12",2019-02-25,0.847447,0,0.626086,0,0.852336,0,0.888771,0,0.842075,0,0.884921,0,0.888918,0,0.873425,0,0.853068,0,0.866859,0,0.888053,0,0.856689,0,0.825909,0,0.84675,0,0.857913,0,0.71603,0,0.881316,0,0.894103,0,0.85574,0,0.871802,0,0.864784,0,0.843172,0,0.857775,0,0.881984,0,0.852802,0,0.886692,0,0.863884,0,0.873907,0,0.866883,0,0.838978,0,0.845419,0,0.871383,0,0.865424,0,0.869116,0,0.884014,0,0.892187,0,0.832672,0,0.831866,0,0.901052,0,0.866307,0,0.872462,0,0.880634,0,0.895143,0,0.733456,0,0.854703,0,0.842404,0,0.856475,0,0.85295,0,0.872674,0,0.861497,0,0.84476,0,0.807039,0,0.862605,0,0.872019,0,0.874419,0,0.867448,0,0.83659,0,0.863961,0,0.861607,0,0.851933,0,0.820853,0,0.864262,0,0.894891,0,0.85351,0,0.878443,0,0.885401,0,0.873498,0,0.859114,0,0.851579,0,0.903207,0,0.870083,0,0.892183,0,0.863166,0,0.865496,0,0.82733,0,0.852801,0,0.876126,0,0.873978,0,0.854476,0,0.892202,0,0.865814,0,0.863942,0,0.888282,0,0.846713,0,0.862447,0,0.877049,0,0.890468,0,0.89414,0,0.892627,0,0.83858,0,0.858065,0,0.89584,0,0.890808,0,0.845506,0,0.850731,0,0.866744,0,0.891482,0,0.862434,0,0.866077,0,0.876918,0,0.895335,0,0.848101,0,0.851665,0,0.855786,0,0.827845,0,0.859913,0,0.846247,0,0.885888,0,0.880202,0,0.877761,0,0.85123,0,0.847635,0,0.879175,0,0.865471,0,0.858471,0,0.847176,0,0.879464,0,0.861302,0,0.856642,0,0.873439,0,0.862069,0,0.851285,0,0.834989,0,0.890916,0,0.852651,0,0.855877,0,0.859507,0,0.853892,0,0.877596,0
"13",2019-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871508,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.853881,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871115,0,NA,NA,NA,NA,NA,NA,0.87375,0,NA,NA,NA,NA,NA,NA,NA,NA,0.868324,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.819435,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2019-03-12,NA,NA,NA,NA,NA,NA,0.896071,0,NA,NA,NA,NA,0.892534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71857,0,0.882077,0,0.875042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894737,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888062,0,NA,NA,NA,NA,0.88,0,NA,NA,0.864256,0,0.8625,0,0.89977,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493985,0,NA,NA,NA,NA,NA,NA,0.874632,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67211,0,NA,NA,0.884679,0,NA,NA,0.840841,0,NA,NA,NA,NA,NA,NA,NA,NA,0.886854,0,NA,NA,NA,NA,0.886994,0,NA,NA,NA,NA,NA,NA,NA,NA,0.884796,0,0.866506,0,0.900709,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.889301,0,0.884845,0,0.882716,0,NA,NA,NA,NA,0.890129,0,0.876745,0,0.872797,0,NA,NA,NA,NA,0.880012,0,NA,NA,0.887804,0,0.860404,0,0.894537,0,0.873378,0,NA,NA,NA,NA,0.828501,0,NA,NA,NA,NA,NA,NA,NA,NA,0.88615,0,0.795617,0,NA,NA,NA,NA,0.874531,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886484,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2019-03-17,0.868362,0,0.6356,0,0.889223,0,0.912371,0,0.861961,0,0.914509,0,0.906302,0,0.889292,0,0.888786,0,0.894605,0,0.901693,0,0.881511,0,0.874431,0,0.869315,0,0.888965,0,0.738877,0,0.901701,0,0.902786,0,0.858111,0,0.897262,0,0.884473,0,0.893846,0,0.892013,0,0.909511,0,0.869527,0,0.897484,0,0.872935,0,0.890192,0,0.88238,0,0.887126,0,0.892091,0,0.898198,0,0.884414,0,0.894866,0,0.893811,0,0.897979,0,0.881195,0,0.88495,0,0.91616,0,0.885642,0,0.887934,0,0.898977,0,0.908093,0,0.762843,0,0.900599,0,0.900898,0,0.89745,0,0.88155,0,0.899034,0,0.912386,0,0.887808,0,0.831237,0,0.893065,0,0.888279,0,0.898597,0,0.881919,0,0.857474,0,0.898782,0,0.858934,0,0.879826,0,0.832215,0,0.878788,0,0.903652,0,0.903424,0,0.89071,0,0.897622,0,0.893805,0,0.899549,0,0.884577,0,0.810956,0,0.908023,0,0.901863,0,0.903335,0,0.880348,0,0.874921,0,0.886561,0,0.903571,0,0.876839,0,0.904,0,0.902347,0,0.884846,0,0.911338,0,0.895459,0,0.884029,0,0.889255,0,0.905571,0,0.899841,0,0.907328,0,0.901495,0,0.880597,0,0.894001,0,0.907721,0,0.898076,0,0.894737,0,0.891689,0,0.903196,0,0.905905,0,0.848079,0,NA,NA,0.88992,0,0.907536,0,0.899179,0,0.882671,0,0.886578,0,0.854281,0,0.886555,0,0.879753,0,0.893052,0,0.900713,0,0.903046,0,0.88009,0,0.901426,0,0.914224,0,0.895641,0,0.804795,0,0.854568,0,0.901808,0,0.856507,0,0.896242,0,0.900185,0,0.902581,0,0.847706,0,0.881306,0,0.913452,0,0.862577,0,0.901219,0,0.8948,0,0.865462,0,0.903102,0
"16",2019-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859528,0,NA,NA,NA,NA,0.875993,0,NA,NA,NA,NA,0.852231,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.873817,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886338,0,NA,NA,0.865636,0,NA,NA,0.877256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845286,0,0.853258,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.861213,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.866061,0,NA,NA,NA,NA,NA,NA,0.872738,0,0.871253,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85466,0,NA,NA,NA,NA,NA,NA,0.85367,0,NA,NA,NA,NA,0.872736,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.866034,0,NA,NA,NA,NA,NA,NA,NA,NA
"17",2019-04-06,0.888889,0,NA,NA,NA,NA,NA,NA,0.384208,0,NA,NA,NA,NA,NA,NA,0.887764,0,NA,NA,NA,NA,NA,NA,NA,NA,0.888517,0,0.843875,0,0.763278,0,NA,NA,NA,NA,0.890418,0,0.807325,0,0.874801,0,NA,NA,NA,NA,NA,NA,0.887995,0,NA,NA,0.672104,0,NA,NA,NA,NA,0.278917,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852858,0,NA,NA,NA,NA,0.79516,0,NA,NA,0.900354,0,0.890215,0,0.889503,0,NA,NA,0.88008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.855984,0,0.896632,0,NA,NA,NA,NA,NA,NA,0.852654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893431,0,0.879975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903392,0,0.878014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897706,0,0.789448,0,NA,NA,NA,NA,0.288933,0,NA,NA,0.812919,0,NA,NA,0.885731,0,0.890346,0,NA,NA,0.891028,0,NA,NA,0.886421,0,0.872536,0,NA,NA,0.874192,0,NA,NA,0.870863,0,0.887324,0,NA,NA,0.88281,0,NA,NA,0.737528,0,0.909703,0,NA,NA,NA,NA,0.886335,0,0.875969,0,0.803495,0,0.873957,0,NA,NA,0.893007,0,0.89216,0,0.902548,0
"18",2019-04-11,NA,NA,0.643787,0,NA,NA,0.683907,0,NA,NA,0.847123,0,0.923745,0,0.908304,0,NA,NA,0.734301,0,0.725293,0,NA,NA,NA,NA,NA,NA,NA,NA,0.777168,0,0.922832,0,0.777108,0,NA,NA,NA,NA,0.900477,0,NA,NA,NA,NA,NA,NA,NA,NA,0.926058,0,NA,NA,0.715174,0,0.768211,0,NA,NA,NA,NA,0.880734,0,NA,NA,NA,NA,0.74552,0,0.913669,0,NA,NA,NA,NA,0.899259,0,0.90721,0,0.722258,0,0.619428,0,0.9186,0,0.782444,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.898546,0,NA,NA,0.898182,0,0.873291,0,0.953221,0,NA,NA,NA,NA,0.854174,0,0.886344,0,0.878883,0,NA,NA,0.866526,0,0.920046,0,0.908307,0,NA,NA,NA,NA,0.774894,0,0.856022,0,0.900597,0,NA,NA,NA,NA,NA,NA,NA,NA,0.857634,0,0.871593,0,NA,NA,0.927974,0,0.793981,0,NA,NA,0.914993,0,NA,NA,NA,NA,0.935323,0,0.83553,0,0.835294,0,0.928049,0,NA,NA,NA,NA,0.83871,0,0.892427,0,NA,NA,NA,NA,0.647938,0,0.788332,0,NA,NA,NA,NA,0.854263,0,0.790874,0,NA,NA,NA,NA,NA,NA,0.656225,0,NA,NA,NA,NA,0.692418,0,0.901481,0,0.931479,0,NA,NA,NA,NA,0.67569,0,0.777017,0,NA,NA,NA,NA,0.656485,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2019-04-21,NA,NA,NA,NA,0.815345,0,NA,NA,0.846606,0,NA,NA,NA,NA,NA,NA,NA,NA,0.851899,0,NA,NA,NA,NA,NA,NA,0.846801,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870968,0,NA,NA,NA,NA,NA,NA,0.853359,0,0.825076,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87362,0,NA,NA,NA,NA,NA,NA,0.822002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848595,0,NA,NA,NA,NA,NA,NA,NA,NA,0.836257,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895743,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904174,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862225,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847091,0,NA,NA,NA,NA,NA,NA,0.856005,0,NA,NA,NA,NA,NA,NA,NA,NA,0.863205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.880784,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.889012,0,NA,NA,0.861316,0,NA,NA,NA,NA,NA,NA
"20",2019-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871424,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872249,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869883,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883079,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872197,0,0.878563,0,NA,NA,NA,NA,NA,NA,NA,NA,0.780409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881342,0,0.857445,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886175,0
"21",2019-05-11,NA,NA,0.639296,0,NA,NA,0.904188,0,NA,NA,NA,NA,0.89245,0,NA,NA,NA,NA,NA,NA,NA,NA,0.88255,0,NA,NA,NA,NA,NA,NA,0.78611,0,NA,NA,NA,NA,NA,NA,0.893058,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862644,0,0.873896,0,NA,NA,NA,NA,0.8957,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902459,0,0.795911,0,0.883017,0,NA,NA,0.89313,0,0.880145,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891967,0,0.880966,0,NA,NA,0.883219,0,0.888141,0,0.854603,0,0.891647,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896993,0,0.897269,0,0.89122,0,NA,NA,NA,NA,NA,NA,0.895105,0,0.757603,0,0.897941,0,NA,NA,NA,NA,NA,NA,NA,NA,0.875915,0,0.882276,0,0.892269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88592,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869933,0,NA,NA,NA,NA,0.8977,0,NA,NA,NA,NA,NA,NA,0.906323,0,NA,NA,0.896543,0,NA,NA,0.885647,0,0.892736,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2019-05-31,0.900913,0,NA,NA,NA,NA,NA,NA,0.890745,0,0.896307,0,NA,NA,NA,NA,0.89837,0,NA,NA,NA,NA,0.888857,0,NA,NA,0.896623,0,0.725825,0,NA,NA,NA,NA,NA,NA,0.895672,0,NA,NA,NA,NA,NA,NA,0.880376,0,NA,NA,0.900238,0,0.887783,0,0.902153,0,NA,NA,0.156144,0,NA,NA,NA,NA,NA,NA,0.895596,0,0.901907,0,NA,NA,NA,NA,0.889542,0,NA,NA,NA,NA,NA,NA,0.878049,0,0.896242,0,NA,NA,NA,NA,NA,NA,NA,NA,0.98303,0,NA,NA,0.899452,0,0.462346,0,0.88671,0,0.841366,0,NA,NA,0.780154,0,0.909957,0,0.39976,0,NA,NA,0.899549,0,NA,NA,NA,NA,NA,NA,0.889313,0,NA,NA,NA,NA,0.890808,0,0.899015,0,NA,NA,0.889996,0,0.888345,0,NA,NA,NA,NA,0.839405,0,NA,NA,0.515636,0,NA,NA,NA,NA,0.903695,0,NA,NA,0.899559,0,NA,NA,0.888878,0,0.904295,0,NA,NA,NA,NA,NA,NA,NA,NA,0.909573,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.905204,0,NA,NA,0.889688,0,NA,NA,0.749657,0,NA,NA,NA,NA,0.895652,0,NA,NA,NA,NA,NA,NA,NA,NA,0.883143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891183,0,0.915688,0,0.960606,0,0.902481,0,0.88767,0,NA,NA,0.882965,0,NA,NA,0.911571,0,0.906503,0,0.902535,0,NA,NA,0.898556,0,0.894585,0
