"","date","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA","NDVI_hectareID_NA","NDVI_sd_hectareID_NA"
"11",2019-02-23,-0.20438,0,NA,NA,0.877844,0,NA,NA,0.875519,0,0.820406,0,0.882101,0,0.855607,0,0.891534,0,0.891603,0,0.318212,0,0.653775,0,0.87715,0,0.451343,0,0.910423,0,NA,NA,0.814866,0,0.883094,0,0.894949,0,NA,NA,NA,NA,NA,NA,0.356588,0,0.832662,0,NA,NA,0.879739,0,0.875212,0,0.900193,0,0.900495,0,-0.289855,0,0.878176,0,0.890365,0,0.876016,0,0.908793,0,0.886883,0,0.497002,0,0.77804,0,0.910474,0,0.897393,0,NA,NA,0.888626,0,0.567521,0,0.92147,0,NA,NA,0.893617,0,0.879694,0,0.896202,0,0.776,0,NA,NA,0.881789,0,0.901161,0,0.901357,0,NA,NA,0.684505,0,0.90059,0,0.881694,0,0.879584,0,0.893979,0,0.892344,0,0.560107,0,NA,NA,0.695667,0,0.870463,0,NA,NA,0.898749,0,0.894155,0,0.867733,0,NA,NA,0.895833,0,0.899102,0,0.69359,0,NA,NA,0.080851,0,0.894437,0,0.861048,0,0.892505,0,0.896134,0,0.884848,0,0.90804,0,0.892274,0,0.353444,0,NA,NA,NA,NA,0.902687,0,0.902411,0,0.059908,0,0.722477,0,0.891374,0,0.871462,0,0.898936,0,NA,NA,NA,NA,0.893438,0,0.892266,0,0.886476,0,0.900161,0,0.883495,0,0.847586,0,0.903961,0,0.886058,0,NA,NA,NA,NA
"12",2019-02-28,-0.202312,0,0.893605,0,0.851512,0,0.884935,0,NA,NA,NA,NA,0.813857,0,0.827374,0,NA,NA,0.883212,0,0.865356,0,0.51712,0,0.760748,0,0.841101,0,NA,NA,NA,NA,0.85858,0,0.839849,0,0.869638,0,0.821492,0,0.732948,0,NA,NA,NA,NA,0.864621,0,0.792687,0,0.851289,0,0.802157,0,0.826691,0,0.880971,0,-0.327684,0,NA,NA,0.849277,0,0.804516,0,0.859602,0,0.79341,0,NA,NA,0.741439,0,NA,NA,0.842381,0,0.513514,0,0.82208,0,0.448574,0,0.886309,0,0.869516,0,0.858321,0,0.840352,0,0.868939,0,0.704184,0,0.880536,0,0.846677,0,0.269681,0,0.861903,0,-0.537459,0,0.853454,0,0.854203,0,0.605311,0,0.841561,0,0.862673,0,0.867662,0,0.808848,0,0.85496,0,0.886621,0,0.836834,0,0.849223,0,0.876788,0,0.869038,0,0.825522,0,0.741014,0,0.430545,0,0.879861,0,0.703842,0,0.820957,0,-0.256198,0,0.871896,0,0.819549,0,0.849015,0,0.856793,0,0.83216,0,0.876849,0,0.847093,0,0.871855,0,0.866251,0,NA,NA,NA,NA,NA,NA,-0.036145,0,NA,NA,0.881264,0,0.831541,0,0.86976,0,0.735048,0,NA,NA,0.873025,0,0.731976,0,0.849298,0,0.875448,0,0.751529,0,0.847134,0,0.357731,0,0.861486,0,0.849036,0,0.59263,0
"13",2019-03-05,NA,NA,0.892617,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660788,0,NA,NA,0.857753,0,NA,NA,NA,NA,0.843592,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.706445,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893186,0,NA,NA,NA,NA,NA,NA,NA,NA,0.739535,0,0.866412,0,NA,NA,NA,NA,NA,NA,-0.452632,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858493,0,NA,NA,NA,NA,NA,NA,NA,NA,0.700551,0,NA,NA,0.847172,0,0.766809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593268,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870464,0,NA,NA,NA,NA,NA,NA,NA,NA,0.895662,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.855028,0,NA,NA
"14",2019-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8667,0,NA,NA,NA,NA,NA,NA,NA,NA,0.764862,0,NA,NA,NA,NA,NA,NA,NA,NA,0.862997,0,NA,NA,NA,NA,NA,NA,NA,NA,0.851404,0,NA,NA,0.852632,0,0.877184,0,NA,NA,NA,NA,NA,NA,0.876792,0,0.851579,0,NA,NA,NA,NA,0.58927,0,0.764457,0,0.878483,0,0.873494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832627,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2019-03-15,-0.072072,0,0.906126,0,0.831083,0,0.885733,0,NA,NA,0.813632,0,0.820972,0,0.824159,0,0.877756,0,NA,NA,0.856284,0,0.657086,0,NA,NA,0.852411,0,0.914673,0,0.670439,0,0.853881,0,0.874166,0,0.871897,0,NA,NA,0.832822,0,0.852367,0,0.860683,0,0.881926,0,NA,NA,0.822289,0,NA,NA,0.905079,0,0.885884,0,0.013774,0,NA,NA,0.901049,0,0.849984,0,0.90173,0,0.875342,0,NA,NA,0.791297,0,NA,NA,NA,NA,0.544767,0,NA,NA,0.542962,0,0.889739,0,0.868479,0,0.882097,0,0.875905,0,0.875776,0,0.753785,0,0.892154,0,0.840229,0,NA,NA,0.894992,0,-0.27881,0,0.858382,0,0.871338,0,NA,NA,0.862759,0,0.864183,0,0.869722,0,0.836854,0,0.888717,0,0.887504,0,0.799807,0,0.867337,0,0.880998,0,0.890704,0,NA,NA,0.768668,0,0.864217,0,0.867643,0,0.687281,0,NA,NA,0.166102,0,0.881025,0,0.839706,0,0.9,0,0.873026,0,0.872784,0,0.883249,0,NA,NA,0.866667,0,0.877135,0,NA,NA,NA,NA,NA,NA,0.171598,0,0.698597,0,NA,NA,0.84587,0,0.894948,0,NA,NA,0.809825,0,0.883333,0,0.856594,0,0.883438,0,0.879006,0,NA,NA,0.853107,0,0.869565,0,0.879889,0,0.859833,0,NA,NA
"16",2019-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403358,0,NA,NA,0.896096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736914,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2019-03-30,-0.186603,0,0.906991,0,0.87603,0,0.897254,0,0.886892,0,0.817539,0,0.884651,0,NA,NA,0.893767,0,NA,NA,NA,NA,0.502521,0,0.874913,0,NA,NA,0.903851,0,0.678802,0,0.880486,0,0.883121,0,0.514582,0,0.877072,0,0.865799,0,0.88187,0,0.892549,0,0.898294,0,0.737559,0,NA,NA,NA,NA,NA,NA,0.898246,0,-0.272727,0,0.871263,0,0.89758,0,0.870526,0,0.903602,0,0.88253,0,0.542029,0,NA,NA,NA,NA,0.883612,0,0.569604,0,NA,NA,0.599369,0,0.909778,0,0.893189,0,0.892725,0,0.886744,0,NA,NA,0.728155,0,0.894582,0,NA,NA,0.893484,0,0.900381,0,NA,NA,0.8955,0,NA,NA,0.873856,0,0.885794,0,0.771868,0,NA,NA,0.878946,0,0.902235,0,0.90009,0,0.879199,0,0.896383,0,0.884918,0,0.898935,0,0.878494,0,0.784722,0,0.895297,0,NA,NA,NA,NA,0.896104,0,0.019868,0,0.896017,0,0.856094,0,0.885827,0,0.895445,0,0.861157,0,NA,NA,0.880425,0,0.889404,0,0.894799,0,NA,NA,0.896292,0,NA,NA,0.163763,0,NA,NA,0.891161,0,NA,NA,0.896658,0,0.889233,0,NA,NA,0.898225,0,0.880688,0,0.891754,0,NA,NA,0.888281,0,0.886592,0,NA,NA,0.889078,0,0.864032,0,0.898568,0
"18",2019-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468771,0,NA,NA,NA,NA,0.563243,0,NA,NA,NA,NA,0.605055,0,NA,NA,NA,NA,0.47181,0,0.695048,0,NA,NA,NA,NA,NA,NA,NA,NA,0.374733,0,0.492043,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449774,0,NA,NA,0.833654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427748,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2019-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865728,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893157,0,0.258475,0,NA,NA,NA,NA,0.750418,0,NA,NA,NA,NA,NA,NA,NA,NA,0.88867,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2019-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.323868,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2019-04-19,0.095116,0,NA,NA,NA,NA,NA,NA,NA,NA,0.813026,0,NA,NA,NA,NA,0.886634,0,0.619578,0,NA,NA,0.593395,0,NA,NA,0.84733,0,0.890783,0,NA,NA,NA,NA,0.867257,0,0.870703,0,NA,NA,NA,NA,NA,NA,NA,NA,0.875922,0,0.590288,0,NA,NA,NA,NA,0.8814,0,0.882074,0,0.009119,0,NA,NA,0.883849,0,NA,NA,NA,NA,NA,NA,NA,NA,0.789902,0,NA,NA,NA,NA,0.567047,0,0.871234,0,0.587862,0,NA,NA,NA,NA,0.868599,0,0.854097,0,0.850197,0,NA,NA,NA,NA,NA,NA,0.855883,0,NA,NA,NA,NA,NA,NA,NA,NA,0.873329,0,NA,NA,NA,NA,NA,NA,NA,NA,0.811145,0,NA,NA,NA,NA,NA,NA,0.81155,0,0.871788,0,NA,NA,NA,NA,NA,NA,0.8811,0,0.757307,0,0.8597,0,NA,NA,NA,NA,0.831195,0,0.870416,0,NA,NA,0.855422,0,0.873732,0,0.876157,0,NA,NA,0.873604,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876308,0,NA,NA,0.885632,0,NA,NA,NA,NA,0.882899,0,NA,NA,0.831901,0,NA,NA,0.888337,0,0.87442,0,0.892808,0,0.863187,0,NA,NA,NA,NA
"22",2019-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788769,0,NA,NA,0.688073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852718,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2019-04-29,-0.138614,0,0.900039,0,NA,NA,0.44319,0,0.874378,0,0.807654,0,0.878146,0,0.862679,0,0.896778,0,0.893388,0,0.880514,0,0.647668,0,0.864979,0,0.848904,0,0.899459,0,0.527331,0,0.871918,0,0.876614,0,0.794856,0,0.866438,0,0.8774,0,0.872192,0,0.91327,0,0.887593,0,0.857732,0,0.847761,0,0.861306,0,0.896287,0,0.890525,0,-0.268817,0,0.83021,0,0.893958,0,0.870668,0,0.894095,0,0.872175,0,0.588543,0,0.791519,0,0.881345,0,NA,NA,0.418478,0,0.891798,0,0.597884,0,0.819487,0,0.885934,0,0.882646,0,0.721116,0,0.876809,0,0.761578,0,0.777726,0,0.872761,0,NA,NA,0.886162,0,0.346535,0,0.892052,0,0.885035,0,NA,NA,0.887458,0,0.752914,0,0.881798,0,0.852343,0,0.883546,0,0.606843,0,0.859744,0,0.89249,0,0.815199,0,NA,NA,0.862509,0,0.438606,0,0.894702,0,0.880431,0,0.683329,0,NA,NA,0.035294,0,0.805686,0,0.837304,0,0.889312,0,0.88531,0,0.855392,0,0.881041,0,NA,NA,0.862655,0,0.886281,0,NA,NA,NA,NA,0.897978,0,0.265823,0,NA,NA,NA,NA,0.862293,0,0.892564,0,NA,NA,NA,NA,0.882425,0,0.874459,0,0.883996,0,0.863403,0,NA,NA,0.887856,0,0.896714,0,0.870023,0,0.313618,0,0.886253,0
"24",2019-05-04,-0.324415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459527,0,NA,NA,0.836796,0,0.871054,0,NA,NA,NA,NA,NA,NA,0.875422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.636086,0,NA,NA,NA,NA,NA,NA,NA,NA,0.553521,0,NA,NA,NA,NA,0.861615,0,NA,NA,NA,NA,0.295924,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883489,0,NA,NA,NA,NA,0.852003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.781398,0,NA,NA,0.879345,0,NA,NA,NA,NA,-0.040248,0,NA,NA,0.833624,0,NA,NA,NA,NA,0.822394,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.851409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885419,0,0.817978,0,0.483416,0,NA,NA
"25",2019-05-14,NA,NA,0.839416,0,NA,NA,0.831193,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.820875,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.786657,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767923,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756504,0,0.833266,0,NA,NA,0.568273,0,NA,NA,0.819392,0,0.823869,0,NA,NA,NA,NA,NA,NA,NA,NA,0.817529,0,NA,NA,NA,NA,NA,NA,NA,NA,0.840897,0,NA,NA,0.845937,0,NA,NA,0.027397,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.828491,0,0.448967,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177305,0,0.849277,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824537,0,NA,NA,NA,NA,NA,NA,NA,NA,0.201775,0,0.117547,0,NA,NA,0.831127,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.842711,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2019-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.906269,0,NA,NA,NA,NA,NA,NA,NA,NA,0.77826,0,NA,NA,0.872131,0,NA,NA,NA,NA,NA,NA,0.902402,0,NA,NA,NA,NA,NA,NA,NA,NA,0.656119,0,NA,NA,0.926493,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.455453,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.587433,0,NA,NA,0.893037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847777,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
