system:time_start,NDVI_median,fitted
"Sep 3, 2019",0.723,0.8
"Sep 3, 2019",0.787,0.8
"Sep 3, 2019",0.689,0.8
"Sep 3, 2019",0.796,0.8
"Sep 8, 2019",0.828,0.797
"Sep 8, 2019",0.824,0.797
"Sep 8, 2019",0.831,0.797
"Sep 8, 2019",0.828,0.797
"Sep 13, 2019",0.799,0.794
"Sep 13, 2019",0.814,0.794
"Sep 13, 2019",0.815,0.794
"Sep 13, 2019",0.836,0.794
"Sep 18, 2019",,0.791
"Sep 18, 2019",,0.791
"Sep 18, 2019",,0.791
"Sep 18, 2019",,0.791
"Sep 28, 2019",,0.786
"Sep 28, 2019",,0.786
"Sep 28, 2019",,0.786
"Sep 28, 2019",,0.786
"Oct 3, 2019",0.813,0.784
"Oct 3, 2019",0.833,0.784
"Oct 3, 2019",0.807,0.784
"Oct 3, 2019",0.83,0.784
"Oct 8, 2019",,0.783
"Oct 8, 2019",,0.783
"Oct 8, 2019",,0.783
"Oct 8, 2019",,0.783
"Oct 13, 2019",,0.782
"Oct 13, 2019",0.775,0.782
"Oct 13, 2019",,0.782
"Oct 13, 2019",0.787,0.782
"Oct 18, 2019",0.791,0.781
"Oct 18, 2019",0.813,0.781
"Oct 18, 2019",0.804,0.781
"Oct 18, 2019",0.813,0.781
"Oct 23, 2019",,0.78
"Oct 23, 2019",,0.78
"Oct 23, 2019",,0.78
"Oct 23, 2019",,0.78
"Oct 28, 2019",0.834,0.78
"Oct 28, 2019",0.808,0.78
"Oct 28, 2019",0.849,0.78
"Oct 28, 2019",0.81,0.78
"Nov 2, 2019",,0.781
"Nov 2, 2019",0.76,0.781
"Nov 2, 2019",,0.781
"Nov 2, 2019",0.772,0.781
"Nov 7, 2019",0.755,0.781
"Nov 7, 2019",0.767,0.781
"Nov 7, 2019",0.772,0.781
"Nov 7, 2019",0.785,0.781
"Nov 12, 2019",,0.782
"Nov 12, 2019",,0.782
"Nov 12, 2019",,0.782
"Nov 12, 2019",,0.782
"Nov 17, 2019",,0.784
"Nov 17, 2019",,0.784
"Nov 17, 2019",,0.784
"Nov 17, 2019",,0.784
"Nov 22, 2019",,0.785
"Nov 22, 2019",0.819,0.785
"Nov 22, 2019",,0.785
"Nov 22, 2019",0.767,0.785
"Nov 27, 2019",,0.787
"Nov 27, 2019",,0.787
"Nov 27, 2019",,0.787
"Nov 27, 2019",,0.787
"Dec 2, 2019",,0.79
"Dec 2, 2019",,0.79
"Dec 2, 2019",,0.79
"Dec 2, 2019",,0.79
"Dec 7, 2019",,0.792
"Dec 7, 2019",,0.792
"Dec 7, 2019",,0.792
"Dec 7, 2019",,0.792
"Dec 12, 2019",,0.795
"Dec 12, 2019",0.85,0.795
"Dec 12, 2019",,0.795
"Dec 12, 2019",0.855,0.795
"Dec 17, 2019",0.873,0.798
"Dec 17, 2019",0.87,0.798
"Dec 17, 2019",0.884,0.798
"Dec 17, 2019",0.865,0.798
"Dec 22, 2019",0.779,0.802
"Dec 22, 2019",0.854,0.802
"Dec 22, 2019",0.783,0.802
"Dec 22, 2019",0.842,0.802
"Dec 27, 2019",0.822,0.805
"Dec 27, 2019",0.847,0.805
"Dec 27, 2019",0.835,0.805
"Dec 27, 2019",0.849,0.805
"Jan 1, 2020",0.833,0.809
"Jan 1, 2020",0.845,0.809
"Jan 1, 2020",0.836,0.809
"Jan 1, 2020",0.851,0.809
"Jan 6, 2020",,0.813
"Jan 6, 2020",,0.813
"Jan 6, 2020",,0.813
"Jan 6, 2020",,0.813
"Jan 11, 2020",0.855,0.816
"Jan 11, 2020",0.897,0.816
"Jan 11, 2020",0.872,0.816
"Jan 11, 2020",0.897,0.816
"Jan 16, 2020",0.729,0.82
"Jan 16, 2020",0.758,0.82
"Jan 16, 2020",0.733,0.82
"Jan 16, 2020",0.745,0.82
"Jan 21, 2020",,0.824
"Jan 21, 2020",,0.824
"Jan 21, 2020",,0.824
"Jan 21, 2020",,0.824
"Jan 26, 2020",,0.829
"Jan 26, 2020",,0.829
"Jan 26, 2020",,0.829
"Jan 26, 2020",,0.829
"Jan 31, 2020",,0.833
"Jan 31, 2020",0.853,0.833
"Jan 31, 2020",,0.833
"Jan 31, 2020",0.861,0.833
"Feb 5, 2020",,0.837
"Feb 5, 2020",,0.837
"Feb 5, 2020",,0.837
"Feb 5, 2020",,0.837
"Feb 10, 2020",0.833,0.84
"Feb 10, 2020",0.803,0.84
"Feb 10, 2020",0.841,0.84
"Feb 10, 2020",0.815,0.84
"Feb 15, 2020",0.876,0.844
"Feb 15, 2020",0.884,0.844
"Feb 15, 2020",0.89,0.844
"Feb 15, 2020",0.88,0.844
"Feb 20, 2020",0.831,0.848
"Feb 20, 2020",0.87,0.848
"Feb 20, 2020",0.842,0.848
"Feb 20, 2020",0.868,0.848
"Feb 25, 2020",,0.851
"Feb 25, 2020",0.845,0.851
"Feb 25, 2020",,0.851
"Feb 25, 2020",0.834,0.851
"Mar 1, 2020",,0.855
"Mar 1, 2020",0.862,0.855
"Mar 1, 2020",,0.855
"Mar 1, 2020",0.874,0.855
"Mar 6, 2020",,0.858
"Mar 6, 2020",,0.858
"Mar 6, 2020",,0.858
"Mar 6, 2020",,0.858
"Mar 11, 2020",,0.86
"Mar 11, 2020",,0.86
"Mar 11, 2020",,0.86
"Mar 11, 2020",,0.86
"Mar 16, 2020",,0.863
"Mar 16, 2020",0.878,0.863
"Mar 16, 2020",,0.863
"Mar 16, 2020",0.879,0.863
"Mar 21, 2020",,0.865
"Mar 21, 2020",,0.865
"Mar 21, 2020",,0.865
"Mar 21, 2020",,0.865
"Mar 26, 2020",,0.867
"Mar 26, 2020",0.893,0.867
"Mar 26, 2020",0.705,0.867
"Mar 26, 2020",0.893,0.867
"Mar 31, 2020",0.891,0.869
"Mar 31, 2020",0.893,0.869
"Mar 31, 2020",0.893,0.869
"Mar 31, 2020",0.886,0.869
"Apr 5, 2020",,0.87
"Apr 5, 2020",,0.87
"Apr 5, 2020",,0.87
"Apr 5, 2020",,0.87
"Apr 10, 2020",,0.871
"Apr 10, 2020",,0.871
"Apr 10, 2020",,0.871
"Apr 10, 2020",,0.871
"Apr 15, 2020",0.816,0.871
"Apr 15, 2020",0.847,0.871
"Apr 15, 2020",0.802,0.871
"Apr 15, 2020",0.816,0.871
"Apr 20, 2020",0.843,0.872
"Apr 20, 2020",0.905,0.872
"Apr 20, 2020",0.879,0.872
"Apr 20, 2020",0.907,0.872
"Apr 25, 2020",,0.871
"Apr 25, 2020",,0.871
"Apr 25, 2020",,0.871
"Apr 25, 2020",,0.871
"Apr 30, 2020",,0.871
"Apr 30, 2020",0.901,0.871
"Apr 30, 2020",,0.871
"Apr 30, 2020",0.887,0.871
"May 5, 2020",,0.87
"May 5, 2020",0.882,0.87
"May 5, 2020",,0.87
"May 5, 2020",0.881,0.87
"May 10, 2020",0.877,0.869
"May 10, 2020",0.909,0.869
"May 10, 2020",0.897,0.869
"May 10, 2020",0.913,0.869
"May 15, 2020",,0.867
"May 15, 2020",,0.867
"May 15, 2020",,0.867
"May 15, 2020",,0.867
"May 20, 2020",,0.865
"May 20, 2020",0.767,0.865
"May 20, 2020",,0.865
"May 20, 2020",0.785,0.865
"May 25, 2020",,0.863
"May 25, 2020",,0.863
"May 25, 2020",,0.863
"May 25, 2020",,0.863
"May 30, 2020",,0.86
"May 30, 2020",0.758,0.86
"May 30, 2020",,0.86
"May 30, 2020",0.788,0.86
"Jun 4, 2020",0.856,0.857
"Jun 4, 2020",0.853,0.857
"Jun 4, 2020",0.861,0.857
"Jun 4, 2020",0.861,0.857
"Jun 9, 2020",0.87,0.854
"Jun 9, 2020",0.903,0.854
"Jun 9, 2020",0.888,0.854
"Jun 9, 2020",0.908,0.854
"Jun 14, 2020",,0.851
"Jun 14, 2020",0.893,0.851
"Jun 14, 2020",0.71,0.851
"Jun 14, 2020",0.885,0.851
"Jun 19, 2020",,0.847
"Jun 19, 2020",,0.847
"Jun 19, 2020",,0.847
"Jun 19, 2020",,0.847
"Jun 24, 2020",0.866,0.843
"Jun 24, 2020",0.905,0.843
"Jun 24, 2020",0.859,0.843
"Jun 24, 2020",0.909,0.843
"Jun 29, 2020",,0.839
"Jun 29, 2020",,0.839
"Jun 29, 2020",,0.839
"Jun 29, 2020",,0.839
"Jul 4, 2020",,0.835
"Jul 4, 2020",0.86,0.835
"Jul 4, 2020",,0.835
"Jul 4, 2020",0.856,0.835
"Jul 9, 2020",0.859,0.831
"Jul 9, 2020",0.896,0.831
"Jul 9, 2020",0.884,0.831
"Jul 9, 2020",0.902,0.831
"Jul 14, 2020",0.864,0.826
"Jul 14, 2020",0.907,0.826
"Jul 14, 2020",0.89,0.826
"Jul 14, 2020",0.911,0.826
"Jul 19, 2020",,0.822
"Jul 19, 2020",,0.822
"Jul 19, 2020",,0.822
"Jul 19, 2020",,0.822
"Jul 24, 2020",,0.817
"Jul 24, 2020",,0.817
"Jul 24, 2020",,0.817
"Jul 24, 2020",,0.817
"Jul 29, 2020",0.811,0.813
"Jul 29, 2020",0.884,0.813
"Jul 29, 2020",0.815,0.813
"Jul 29, 2020",0.877,0.813
"Aug 3, 2020",0.872,0.809
"Aug 3, 2020",0.868,0.809
"Aug 3, 2020",0.919,0.809
"Aug 3, 2020",0.87,0.809
"Aug 8, 2020",,0.804
"Aug 8, 2020",0.811,0.804
"Aug 8, 2020",,0.804
"Aug 8, 2020",0.793,0.804
"Aug 13, 2020",0.855,0.8
"Aug 13, 2020",0.863,0.8
"Aug 13, 2020",0.865,0.8
"Aug 13, 2020",0.861,0.8
"Aug 18, 2020",,0.796
"Aug 18, 2020",0.618,0.796
"Aug 18, 2020",,0.796
"Aug 18, 2020",0.588,0.796
"Aug 23, 2020",,0.792
"Aug 23, 2020",,0.792
"Aug 23, 2020",,0.792
"Aug 23, 2020",,0.792
"Aug 28, 2020",0.388,0.788
"Aug 28, 2020",0.805,0.788
"Aug 28, 2020",0.866,0.788
"Aug 28, 2020",0.832,0.788
"Sep 2, 2020",0.856,0.784
"Sep 2, 2020",0.844,0.784
"Sep 2, 2020",0.857,0.784
"Sep 2, 2020",0.843,0.784
"Sep 7, 2020",,0.781
"Sep 7, 2020",0.814,0.781
"Sep 7, 2020",,0.781
"Sep 7, 2020",0.825,0.781
"Sep 12, 2020",,0.778
"Sep 12, 2020",0.787,0.778
"Sep 12, 2020",,0.778
"Sep 12, 2020",0.808,0.778
"Sep 17, 2020",,0.775
"Sep 17, 2020",0.803,0.775
"Sep 17, 2020",,0.775
"Sep 17, 2020",0.798,0.775
"Sep 22, 2020",,0.772
"Sep 22, 2020",0.617,0.772
"Sep 22, 2020",,0.772
"Sep 22, 2020",0.612,0.772
"Sep 27, 2020",0.815,0.77
"Sep 27, 2020",0.818,0.77
"Sep 27, 2020",0.819,0.77
"Sep 27, 2020",0.823,0.77
"Oct 2, 2020",0.771,0.768
"Oct 2, 2020",0.778,0.768
"Oct 2, 2020",0.771,0.768
"Oct 2, 2020",0.784,0.768
"Oct 7, 2020",0.758,0.767
"Oct 7, 2020",0.739,0.767
"Oct 7, 2020",0.753,0.767
"Oct 7, 2020",0.763,0.767
"Oct 12, 2020",,0.766
"Oct 12, 2020",,0.766
"Oct 12, 2020",,0.766
"Oct 12, 2020",,0.766
"Oct 17, 2020",,0.765
"Oct 17, 2020",,0.765
"Oct 17, 2020",,0.765
"Oct 17, 2020",,0.765
"Oct 22, 2020",,0.764
"Oct 22, 2020",,0.764
"Oct 22, 2020",,0.764
"Oct 22, 2020",,0.764
"Oct 27, 2020",,0.764
"Oct 27, 2020",0.767,0.764
"Oct 27, 2020",,0.764
"Oct 27, 2020",0.769,0.764
"Nov 1, 2020",,0.764
"Nov 1, 2020",,0.764
"Nov 1, 2020",,0.764
"Nov 1, 2020",,0.764
"Nov 6, 2020",,0.765
"Nov 6, 2020",,0.765
"Nov 6, 2020",,0.765
"Nov 6, 2020",,0.765
"Nov 11, 2020",,0.766
"Nov 11, 2020",0.769,0.766
"Nov 11, 2020",,0.766
"Nov 11, 2020",0.767,0.766
"Nov 16, 2020",,0.767
"Nov 16, 2020",0.814,0.767
"Nov 16, 2020",0.733,0.767
"Nov 16, 2020",0.806,0.767
"Nov 21, 2020",,0.769
"Nov 21, 2020",,0.769
"Nov 21, 2020",,0.769
"Nov 21, 2020",,0.769
"Nov 26, 2020",,0.771
"Nov 26, 2020",,0.771
"Nov 26, 2020",,0.771
"Nov 26, 2020",,0.771
"Dec 1, 2020",0.806,0.773
"Dec 1, 2020",0.849,0.773
"Dec 1, 2020",0.798,0.773
"Dec 1, 2020",0.853,0.773
"Dec 6, 2020",,0.776
"Dec 6, 2020",0.724,0.776
"Dec 6, 2020",,0.776
"Dec 6, 2020",0.712,0.776
"Dec 11, 2020",,0.779
"Dec 11, 2020",,0.779
"Dec 11, 2020",,0.779
"Dec 11, 2020",,0.779
"Dec 16, 2020",0.852,0.782
"Dec 16, 2020",0.856,0.782
"Dec 16, 2020",0.851,0.782
"Dec 16, 2020",0.866,0.782
"Dec 21, 2020",0.878,0.785
"Dec 21, 2020",0.87,0.785
"Dec 21, 2020",0.894,0.785
"Dec 21, 2020",0.87,0.785
"Dec 26, 2020",,0.789
"Dec 26, 2020",0.727,0.789
"Dec 26, 2020",,0.789
"Dec 26, 2020",0.729,0.789
"Dec 31, 2020",0.682,0.792
"Dec 31, 2020",0.862,0.792
"Dec 31, 2020",0.685,0.792
"Dec 31, 2020",0.866,0.792
"Jan 5, 2021",,0.796
"Jan 5, 2021",,0.796
"Jan 5, 2021",,0.796
"Jan 5, 2021",,0.796
"Jan 10, 2021",,0.8
"Jan 10, 2021",,0.8
"Jan 10, 2021",,0.8
"Jan 10, 2021",,0.8
"Jan 15, 2021",,0.804
"Jan 15, 2021",0.808,0.804
"Jan 15, 2021",,0.804
"Jan 15, 2021",,0.804
"Jan 20, 2021",0.828,0.808
"Jan 20, 2021",0.862,0.808
"Jan 20, 2021",0.842,0.808
"Jan 20, 2021",0.856,0.808
"Jan 25, 2021",,0.812
"Jan 25, 2021",,0.812
"Jan 25, 2021",,0.812
"Jan 25, 2021",,0.812
"Jan 30, 2021",,0.816
"Jan 30, 2021",0.852,0.816
"Jan 30, 2021",,0.816
"Jan 30, 2021",0.85,0.816
"Feb 4, 2021",0.827,0.82
"Feb 4, 2021",0.83,0.82
"Feb 4, 2021",0.879,0.82
"Feb 4, 2021",0.852,0.82
"Feb 9, 2021",,0.824
"Feb 9, 2021",,0.824
"Feb 9, 2021",,0.824
"Feb 9, 2021",,0.824
"Feb 14, 2021",,0.828
"Feb 14, 2021",,0.828
"Feb 14, 2021",,0.828
"Feb 14, 2021",,0.828
"Feb 19, 2021",,0.832
"Feb 19, 2021",,0.832
"Feb 19, 2021",,0.832
"Feb 19, 2021",,0.832
"Feb 24, 2021",0.796,0.835
"Feb 24, 2021",0.882,0.835
"Feb 24, 2021",0.818,0.835
"Feb 24, 2021",0.88,0.835
"Mar 1, 2021",,0.838
"Mar 1, 2021",0.818,0.838
"Mar 1, 2021",,0.838
"Mar 1, 2021",0.862,0.838
"Mar 6, 2021",,0.841
"Mar 6, 2021",0.871,0.841
"Mar 6, 2021",,0.841
"Mar 6, 2021",0.856,0.841
"Mar 11, 2021",,0.844
"Mar 11, 2021",0.794,0.844
"Mar 11, 2021",,0.844
"Mar 11, 2021",,0.844
"Mar 16, 2021",0.882,0.847
"Mar 16, 2021",0.848,0.847
"Mar 16, 2021",0.88,0.847
"Mar 16, 2021",0.856,0.847
"Mar 21, 2021",0.833,0.849
"Mar 21, 2021",0.884,0.849
"Mar 21, 2021",0.827,0.849
"Mar 21, 2021",0.878,0.849
"Mar 26, 2021",0.873,0.851
"Mar 26, 2021",0.891,0.851
"Mar 26, 2021",0.841,0.851
"Mar 26, 2021",0.888,0.851
"Mar 31, 2021",0.857,0.852
"Mar 31, 2021",0.877,0.852
"Mar 31, 2021",0.833,0.852
"Mar 31, 2021",0.884,0.852
"Apr 5, 2021",,0.854
"Apr 5, 2021",0.833,0.854
"Apr 5, 2021",,0.854
"Apr 5, 2021",0.824,0.854
"Apr 10, 2021",,0.855
"Apr 10, 2021",,0.855
"Apr 10, 2021",,0.855
"Apr 10, 2021",,0.855
"Apr 15, 2021",,0.855
"Apr 15, 2021",,0.855
"Apr 15, 2021",,0.855
"Apr 15, 2021",,0.855
"Apr 20, 2021",,0.855
"Apr 20, 2021",,0.855
"Apr 20, 2021",,0.855
"Apr 20, 2021",,0.855
"Apr 25, 2021",0.808,0.855
"Apr 25, 2021",0.877,0.855
"Apr 25, 2021",0.827,0.855
"Apr 25, 2021",0.877,0.855
"Apr 30, 2021",,0.855
"Apr 30, 2021",,0.855
"Apr 30, 2021",,0.855
"Apr 30, 2021",,0.855
"May 5, 2021",0.914,0.854
"May 5, 2021",0.901,0.854
"May 5, 2021",0.911,0.854
"May 5, 2021",0.901,0.854
"May 10, 2021",0.865,0.853
"May 10, 2021",0.893,0.853
"May 10, 2021",0.884,0.853
"May 10, 2021",0.885,0.853
"May 15, 2021",,0.851
"May 15, 2021",0.844,0.851
"May 15, 2021",,0.851
"May 15, 2021",0.831,0.851
"May 20, 2021",0.845,0.849
"May 20, 2021",0.831,0.849
"May 20, 2021",0.88,0.849
"May 20, 2021",0.83,0.849
"May 25, 2021",,0.847
"May 25, 2021",,0.847
"May 25, 2021",,0.847
"May 25, 2021",,0.847
"May 30, 2021",,0.844
"May 30, 2021",0.844,0.844
"May 30, 2021",,0.844
"May 30, 2021",0.864,0.844
"Jun 4, 2021",,0.841
"Jun 4, 2021",0.847,0.841
"Jun 4, 2021",,0.841
"Jun 4, 2021",0.844,0.841
"Jun 9, 2021",0.834,0.838
"Jun 9, 2021",0.845,0.838
"Jun 9, 2021",0.836,0.838
"Jun 9, 2021",0.843,0.838
"Jun 14, 2021",0.862,0.835
"Jun 14, 2021",0.872,0.835
"Jun 14, 2021",0.87,0.835
"Jun 14, 2021",0.871,0.835
"Jun 19, 2021",,0.831
"Jun 19, 2021",0.796,0.831
"Jun 19, 2021",,0.831
"Jun 19, 2021",0.508,0.831
"Jun 24, 2021",,0.827
"Jun 24, 2021",0.705,0.827
"Jun 24, 2021",,0.827
"Jun 24, 2021",0.695,0.827
"Jun 29, 2021",0.746,0.823
"Jun 29, 2021",0.665,0.823
"Jun 29, 2021",0.669,0.823
"Jun 29, 2021",0.682,0.823
"Jul 4, 2021",,0.819
"Jul 4, 2021",0.837,0.819
"Jul 4, 2021",,0.819
"Jul 4, 2021",0.842,0.819
"Jul 9, 2021",,0.815
"Jul 9, 2021",0.826,0.815
"Jul 9, 2021",,0.815
"Jul 9, 2021",0.823,0.815
"Jul 14, 2021",0.764,0.81
"Jul 14, 2021",0.745,0.81
"Jul 14, 2021",0.725,0.81
"Jul 14, 2021",0.778,0.81
"Jul 19, 2021",0.83,0.806
"Jul 19, 2021",0.813,0.806
"Jul 19, 2021",0.819,0.806
"Jul 19, 2021",0.839,0.806
"Jul 24, 2021",,0.802
"Jul 24, 2021",0.82,0.802
"Jul 24, 2021",,0.802
"Jul 24, 2021",0.772,0.802
"Jul 29, 2021",,0.797
"Jul 29, 2021",,0.797
"Jul 29, 2021",,0.797
"Jul 29, 2021",,0.797
"Aug 3, 2021",0.846,0.793
"Aug 3, 2021",0.79,0.793
"Aug 3, 2021",0.749,0.793
"Aug 3, 2021",0.808,0.793
"Aug 8, 2021",,0.788
"Aug 8, 2021",0.822,0.788
"Aug 8, 2021",,0.788
"Aug 8, 2021",0.835,0.788
"Aug 13, 2021",,0.784
"Aug 13, 2021",,0.784
"Aug 13, 2021",,0.784
"Aug 13, 2021",0.467,0.784
"Aug 18, 2021",,0.78
"Aug 18, 2021",0.774,0.78
"Aug 18, 2021",,0.78
"Aug 18, 2021",0.776,0.78
"Aug 23, 2021",,0.776
"Aug 23, 2021",0.738,0.776
"Aug 23, 2021",,0.776
"Aug 23, 2021",0.734,0.776
"Aug 28, 2021",,0.772
"Aug 28, 2021",0.762,0.772
"Aug 28, 2021",,0.772
"Aug 28, 2021",0.73,0.772
"Sep 2, 2021",,0.768
"Sep 2, 2021",,0.768
"Sep 2, 2021",,0.768
"Sep 2, 2021",,0.768
"Sep 7, 2021",,0.765
"Sep 7, 2021",,0.765
"Sep 7, 2021",,0.765
"Sep 7, 2021",,0.765
"Sep 12, 2021",0.718,0.762
"Sep 12, 2021",0.722,0.762
"Sep 12, 2021",0.731,0.762
"Sep 12, 2021",0.75,0.762
"Sep 17, 2021",0.77,0.759
"Sep 17, 2021",0.746,0.759
"Sep 17, 2021",0.785,0.759
