system:time_start,EVI2_median,fitted
"Apr 11, 2019",0.486,0.524
"Apr 16, 2019",,0.519
"Apr 16, 2019",,0.519
"Apr 16, 2019",,0.519
"Apr 16, 2019",,0.519
"Apr 21, 2019",,0.513
"Apr 21, 2019",0.492,0.513
"Apr 21, 2019",,0.513
"Apr 21, 2019",0.489,0.513
"Apr 26, 2019",,0.508
"Apr 26, 2019",0.558,0.508
"Apr 26, 2019",,0.508
"Apr 26, 2019",0.533,0.508
"May 1, 2019",,0.503
"May 1, 2019",,0.503
"May 1, 2019",,0.503
"May 1, 2019",,0.503
"May 6, 2019",,0.498
"May 6, 2019",,0.498
"May 6, 2019",,0.498
"May 6, 2019",,0.498
"May 11, 2019",0.495,0.493
"May 11, 2019",0.519,0.493
"May 11, 2019",0.483,0.493
"May 11, 2019",0.511,0.493
"May 16, 2019",,0.488
"May 16, 2019",,0.488
"May 16, 2019",,0.488
"May 16, 2019",,0.488
"May 21, 2019",,0.483
"May 21, 2019",0.484,0.483
"May 21, 2019",,0.483
"May 21, 2019",0.556,0.483
"May 26, 2019",,0.478
"May 26, 2019",,0.478
"May 26, 2019",,0.478
"May 26, 2019",,0.478
"May 31, 2019",0.286,0.474
"May 31, 2019",0.488,0.474
"May 31, 2019",0.269,0.474
"May 31, 2019",0.491,0.474
"Jun 5, 2019",0.493,0.469
"Jun 5, 2019",0.476,0.469
"Jun 5, 2019",0.481,0.469
"Jun 5, 2019",0.475,0.469
"Jun 10, 2019",,0.466
"Jun 10, 2019",,0.466
"Jun 10, 2019",,0.466
"Jun 10, 2019",,0.466
"Jun 15, 2019",,0.462
"Jun 15, 2019",0.419,0.462
"Jun 15, 2019",,0.462
"Jun 15, 2019",0.408,0.462
"Jun 20, 2019",0.479,0.459
"Jun 20, 2019",0.468,0.459
"Jun 20, 2019",0.467,0.459
"Jun 20, 2019",0.466,0.459
"Jun 25, 2019",0.492,0.456
"Jun 25, 2019",0.458,0.456
"Jun 25, 2019",0.481,0.456
"Jun 25, 2019",0.44,0.456
"Jun 30, 2019",,0.454
"Jun 30, 2019",,0.454
"Jun 30, 2019",,0.454
"Jun 30, 2019",,0.454
"Jul 5, 2019",0.468,0.451
"Jul 5, 2019",0.45,0.451
"Jul 5, 2019",0.457,0.451
"Jul 5, 2019",0.458,0.451
"Jul 15, 2019",0.485,0.449
"Jul 15, 2019",0.46,0.449
"Jul 15, 2019",0.472,0.449
"Jul 15, 2019",0.466,0.449
"Jul 20, 2019",,0.448
"Jul 20, 2019",0.469,0.448
"Jul 20, 2019",,0.448
"Jul 20, 2019",0.483,0.448
"Jul 25, 2019",,0.448
"Jul 25, 2019",0.456,0.448
"Jul 25, 2019",,0.448
"Jul 25, 2019",0.449,0.448
"Jul 30, 2019",0.537,0.448
"Jul 30, 2019",0.474,0.448
"Jul 30, 2019",0.54,0.448
"Jul 30, 2019",0.463,0.448
"Aug 4, 2019",,0.448
"Aug 4, 2019",0.453,0.448
"Aug 4, 2019",,0.448
"Aug 4, 2019",0.434,0.448
"Aug 9, 2019",0.526,0.449
"Aug 9, 2019",0.484,0.449
"Aug 9, 2019",0.508,0.449
"Aug 9, 2019",0.482,0.449
"Aug 14, 2019",,0.451
"Aug 14, 2019",,0.451
"Aug 14, 2019",,0.451
"Aug 14, 2019",,0.451
"Aug 19, 2019",0.476,0.453
"Aug 19, 2019",0.45,0.453
"Aug 19, 2019",0.462,0.453
"Aug 19, 2019",0.464,0.453
"Aug 24, 2019",,0.455
"Aug 24, 2019",,0.455
"Aug 24, 2019",,0.455
"Aug 24, 2019",,0.455
"Aug 29, 2019",0.414,0.457
"Aug 29, 2019",0.451,0.457
"Aug 29, 2019",0.425,0.457
"Aug 29, 2019",0.449,0.457
"Sep 3, 2019",0.481,0.46
"Sep 3, 2019",0.467,0.46
"Sep 3, 2019",0.466,0.46
"Sep 3, 2019",0.459,0.46
"Sep 8, 2019",0.528,0.464
"Sep 8, 2019",0.503,0.464
"Sep 8, 2019",0.533,0.464
"Sep 8, 2019",0.508,0.464
"Sep 13, 2019",0.383,0.468
"Sep 13, 2019",0.475,0.468
"Sep 13, 2019",0.354,0.468
"Sep 13, 2019",0.495,0.468
"Sep 18, 2019",,0.472
"Sep 18, 2019",,0.472
"Sep 18, 2019",,0.472
"Sep 18, 2019",,0.472
"Sep 28, 2019",,0.48
"Sep 28, 2019",,0.48
"Sep 28, 2019",,0.48
"Sep 28, 2019",,0.48
"Oct 3, 2019",0.508,0.485
"Oct 3, 2019",0.517,0.485
"Oct 3, 2019",0.519,0.485
"Oct 3, 2019",0.513,0.485
"Oct 8, 2019",,0.49
"Oct 8, 2019",,0.49
"Oct 8, 2019",,0.49
"Oct 8, 2019",,0.49
"Oct 13, 2019",,0.495
"Oct 13, 2019",0.493,0.495
"Oct 13, 2019",,0.495
"Oct 13, 2019",0.496,0.495
"Oct 18, 2019",0.528,0.5
"Oct 18, 2019",0.515,0.5
"Oct 18, 2019",0.543,0.5
"Oct 18, 2019",0.515,0.5
"Oct 23, 2019",,0.505
"Oct 23, 2019",,0.505
"Oct 23, 2019",,0.505
"Oct 23, 2019",,0.505
"Oct 28, 2019",0.545,0.51
"Oct 28, 2019",0.541,0.51
"Oct 28, 2019",0.553,0.51
"Oct 28, 2019",0.546,0.51
"Nov 2, 2019",,0.515
"Nov 2, 2019",0.505,0.515
"Nov 2, 2019",,0.515
"Nov 2, 2019",0.498,0.515
"Nov 7, 2019",0.545,0.52
"Nov 7, 2019",0.498,0.52
"Nov 7, 2019",0.577,0.52
"Nov 7, 2019",0.512,0.52
"Nov 12, 2019",,0.525
"Nov 12, 2019",,0.525
"Nov 12, 2019",,0.525
"Nov 12, 2019",,0.525
"Nov 17, 2019",,0.53
"Nov 17, 2019",,0.53
"Nov 17, 2019",,0.53
"Nov 17, 2019",,0.53
"Nov 22, 2019",,0.535
"Nov 22, 2019",0.557,0.535
"Nov 22, 2019",,0.535
"Nov 22, 2019",0.54,0.535
"Nov 27, 2019",,0.539
"Nov 27, 2019",,0.539
"Nov 27, 2019",,0.539
"Nov 27, 2019",,0.539
"Dec 2, 2019",,0.543
"Dec 2, 2019",,0.543
"Dec 2, 2019",,0.543
"Dec 2, 2019",,0.543
"Dec 7, 2019",,0.547
"Dec 7, 2019",,0.547
"Dec 7, 2019",,0.547
"Dec 7, 2019",,0.547
"Dec 12, 2019",,0.551
"Dec 12, 2019",0.585,0.551
"Dec 12, 2019",,0.551
"Dec 12, 2019",0.591,0.551
"Dec 17, 2019",0.604,0.554
"Dec 17, 2019",0.592,0.554
"Dec 17, 2019",0.61,0.554
"Dec 17, 2019",0.584,0.554
"Dec 22, 2019",0.563,0.557
"Dec 22, 2019",0.576,0.557
"Dec 22, 2019",0.578,0.557
"Dec 22, 2019",0.564,0.557
"Dec 27, 2019",0.581,0.559
"Dec 27, 2019",0.573,0.559
"Dec 27, 2019",0.571,0.559
"Dec 27, 2019",0.58,0.559
"Jan 1, 2020",0.596,0.562
"Jan 1, 2020",0.589,0.562
"Jan 1, 2020",0.61,0.562
"Jan 1, 2020",0.6,0.562
"Jan 6, 2020",,0.563
"Jan 6, 2020",,0.563
"Jan 6, 2020",,0.563
"Jan 6, 2020",,0.563
"Jan 11, 2020",0.555,0.565
"Jan 11, 2020",0.584,0.565
"Jan 11, 2020",0.582,0.565
"Jan 11, 2020",0.58,0.565
"Jan 16, 2020",0.473,0.566
"Jan 16, 2020",0.576,0.566
"Jan 16, 2020",0.469,0.566
"Jan 16, 2020",0.557,0.566
"Jan 21, 2020",,0.566
"Jan 21, 2020",,0.566
"Jan 21, 2020",,0.566
"Jan 21, 2020",,0.566
"Jan 26, 2020",,0.566
"Jan 26, 2020",,0.566
"Jan 26, 2020",,0.566
"Jan 26, 2020",,0.566
"Jan 31, 2020",,0.565
"Jan 31, 2020",0.572,0.565
"Jan 31, 2020",,0.565
"Jan 31, 2020",0.587,0.565
"Feb 5, 2020",,0.565
"Feb 5, 2020",,0.565
"Feb 5, 2020",,0.565
"Feb 5, 2020",,0.565
"Feb 10, 2020",0.581,0.563
"Feb 10, 2020",0.462,0.563
"Feb 10, 2020",0.613,0.563
"Feb 10, 2020",0.482,0.563
"Feb 15, 2020",0.607,0.561
"Feb 15, 2020",0.577,0.561
"Feb 15, 2020",0.617,0.561
"Feb 15, 2020",0.572,0.561
"Feb 20, 2020",0.555,0.559
"Feb 20, 2020",0.564,0.559
"Feb 20, 2020",0.563,0.559
"Feb 20, 2020",0.558,0.559
"Feb 25, 2020",,0.557
"Feb 25, 2020",0.566,0.557
"Feb 25, 2020",,0.557
"Feb 25, 2020",0.55,0.557
"Mar 1, 2020",,0.554
"Mar 1, 2020",0.593,0.554
"Mar 1, 2020",,0.554
"Mar 1, 2020",0.616,0.554
"Mar 6, 2020",,0.55
"Mar 6, 2020",,0.55
"Mar 6, 2020",,0.55
"Mar 6, 2020",,0.55
"Mar 11, 2020",,0.547
"Mar 11, 2020",,0.547
"Mar 11, 2020",,0.547
"Mar 11, 2020",,0.547
"Mar 16, 2020",,0.543
"Mar 16, 2020",0.595,0.543
"Mar 16, 2020",,0.543
"Mar 16, 2020",0.606,0.543
"Mar 21, 2020",,0.538
"Mar 21, 2020",,0.538
"Mar 21, 2020",,0.538
"Mar 21, 2020",,0.538
"Mar 26, 2020",,0.534
"Mar 26, 2020",0.556,0.534
"Mar 26, 2020",0.506,0.534
"Mar 26, 2020",0.554,0.534
"Mar 31, 2020",0.58,0.529
"Mar 31, 2020",0.575,0.529
"Mar 31, 2020",0.581,0.529
"Mar 31, 2020",0.573,0.529
"Apr 5, 2020",,0.524
"Apr 5, 2020",,0.524
"Apr 5, 2020",,0.524
"Apr 5, 2020",,0.524
"Apr 10, 2020",,0.519
"Apr 10, 2020",,0.519
"Apr 10, 2020",,0.519
"Apr 10, 2020",,0.519
"Apr 15, 2020",0.508,0.514
"Apr 15, 2020",0.527,0.514
"Apr 15, 2020",0.517,0.514
"Apr 15, 2020",0.531,0.514
"Apr 20, 2020",0.481,0.509
"Apr 20, 2020",0.509,0.509
"Apr 20, 2020",0.569,0.509
"Apr 20, 2020",0.512,0.509
"Apr 25, 2020",,0.504
"Apr 25, 2020",,0.504
"Apr 25, 2020",,0.504
"Apr 25, 2020",,0.504
"Apr 30, 2020",,0.498
"Apr 30, 2020",0.529,0.498
"Apr 30, 2020",,0.498
"Apr 30, 2020",0.535,0.498
"May 5, 2020",,0.493
"May 5, 2020",0.512,0.493
"May 5, 2020",,0.493
"May 5, 2020",0.512,0.493
"May 10, 2020",0.525,0.488
"May 10, 2020",0.505,0.488
"May 10, 2020",0.518,0.488
"May 10, 2020",0.507,0.488
"May 15, 2020",,0.483
"May 15, 2020",,0.483
"May 15, 2020",,0.483
"May 15, 2020",,0.483
"May 20, 2020",,0.478
"May 20, 2020",0.465,0.478
"May 20, 2020",,0.478
"May 20, 2020",0.457,0.478
"May 25, 2020",,0.474
"May 25, 2020",,0.474
"May 25, 2020",,0.474
"May 25, 2020",,0.474
"May 30, 2020",,0.469
"May 30, 2020",0.34,0.469
"May 30, 2020",,0.469
"May 30, 2020",0.34,0.469
"Jun 4, 2020",0.481,0.465
"Jun 4, 2020",0.476,0.465
"Jun 4, 2020",0.476,0.465
"Jun 4, 2020",0.477,0.465
"Jun 9, 2020",0.48,0.461
"Jun 9, 2020",0.465,0.461
"Jun 9, 2020",0.471,0.461
"Jun 9, 2020",0.468,0.461
"Jun 14, 2020",,0.458
"Jun 14, 2020",0.495,0.458
"Jun 14, 2020",0.388,0.458
"Jun 14, 2020",0.49,0.458
"Jun 19, 2020",,0.454
"Jun 19, 2020",,0.454
"Jun 19, 2020",,0.454
"Jun 19, 2020",,0.454
"Jun 24, 2020",0.488,0.451
"Jun 24, 2020",0.472,0.451
"Jun 24, 2020",0.484,0.451
"Jun 24, 2020",0.476,0.451
"Jun 29, 2020",,0.449
"Jun 29, 2020",,0.449
"Jun 29, 2020",,0.449
"Jun 29, 2020",,0.449
"Jul 4, 2020",,0.447
"Jul 4, 2020",0.511,0.447
"Jul 4, 2020",,0.447
"Jul 4, 2020",0.502,0.447
"Jul 9, 2020",0.468,0.445
"Jul 9, 2020",0.458,0.445
"Jul 9, 2020",0.466,0.445
"Jul 9, 2020",0.462,0.445
"Jul 14, 2020",0.472,0.444
"Jul 14, 2020",0.462,0.444
"Jul 14, 2020",0.468,0.444
"Jul 14, 2020",0.463,0.444
"Jul 19, 2020",,0.443
"Jul 19, 2020",,0.443
"Jul 19, 2020",,0.443
"Jul 19, 2020",,0.443
"Jul 24, 2020",,0.443
"Jul 24, 2020",,0.443
"Jul 24, 2020",,0.443
"Jul 24, 2020",,0.443
"Jul 29, 2020",0.484,0.443
"Jul 29, 2020",0.494,0.443
"Jul 29, 2020",0.49,0.443
"Jul 29, 2020",0.491,0.443
"Aug 3, 2020",0.54,0.443
"Aug 3, 2020",0.481,0.443
"Aug 3, 2020",0.4,0.443
"Aug 3, 2020",0.481,0.443
"Aug 8, 2020",,0.444
"Aug 8, 2020",0.183,0.444
"Aug 8, 2020",,0.444
"Aug 8, 2020",0.218,0.444
"Aug 13, 2020",0.513,0.446
"Aug 13, 2020",0.501,0.446
"Aug 13, 2020",0.52,0.446
"Aug 13, 2020",0.499,0.446
"Aug 18, 2020",,0.448
"Aug 18, 2020",0.425,0.448
"Aug 18, 2020",,0.448
"Aug 18, 2020",0.428,0.448
"Aug 23, 2020",,0.45
"Aug 23, 2020",,0.45
"Aug 23, 2020",,0.45
"Aug 23, 2020",,0.45
"Aug 28, 2020",0.347,0.453
"Aug 28, 2020",0.485,0.453
"Aug 28, 2020",0.518,0.453
"Aug 28, 2020",0.498,0.453
"Sep 2, 2020",0.535,0.456
"Sep 2, 2020",0.498,0.456
"Sep 2, 2020",0.529,0.456
"Sep 2, 2020",0.503,0.456
"Sep 7, 2020",,0.459
"Sep 7, 2020",0.478,0.459
"Sep 7, 2020",,0.459
"Sep 7, 2020",0.492,0.459
"Sep 12, 2020",,0.463
"Sep 12, 2020",0.458,0.463
"Sep 12, 2020",,0.463
"Sep 12, 2020",0.471,0.463
"Sep 17, 2020",,0.467
"Sep 17, 2020",0.473,0.467
"Sep 17, 2020",,0.467
"Sep 17, 2020",0.478,0.467
"Sep 22, 2020",,0.471
"Sep 22, 2020",0.402,0.471
"Sep 22, 2020",,0.471
"Sep 22, 2020",0.388,0.471
"Sep 27, 2020",0.469,0.475
"Sep 27, 2020",0.465,0.475
"Sep 27, 2020",0.468,0.475
"Sep 27, 2020",0.47,0.475
"Oct 2, 2020",0.514,0.48
"Oct 2, 2020",0.464,0.48
"Oct 2, 2020",0.516,0.48
"Oct 2, 2020",0.468,0.48
"Oct 7, 2020",0.439,0.485
"Oct 7, 2020",0.398,0.485
"Oct 7, 2020",0.426,0.485
"Oct 7, 2020",0.411,0.485
"Oct 12, 2020",,0.49
"Oct 12, 2020",,0.49
"Oct 12, 2020",,0.49
"Oct 12, 2020",,0.49
"Oct 17, 2020",,0.495
"Oct 17, 2020",,0.495
"Oct 17, 2020",,0.495
"Oct 17, 2020",,0.495
"Oct 22, 2020",,0.5
"Oct 22, 2020",,0.5
"Oct 22, 2020",,0.5
"Oct 22, 2020",,0.5
"Oct 27, 2020",,0.505
"Oct 27, 2020",0.473,0.505
"Oct 27, 2020",,0.505
"Oct 27, 2020",0.476,0.505
"Nov 1, 2020",,0.51
"Nov 1, 2020",,0.51
"Nov 1, 2020",,0.51
"Nov 1, 2020",,0.51
"Nov 6, 2020",,0.515
"Nov 6, 2020",,0.515
"Nov 6, 2020",,0.515
"Nov 6, 2020",,0.515
"Nov 11, 2020",,0.52
"Nov 11, 2020",0.542,0.52
"Nov 11, 2020",,0.52
"Nov 11, 2020",0.537,0.52
"Nov 16, 2020",,0.525
"Nov 16, 2020",0.537,0.525
"Nov 16, 2020",0.557,0.525
"Nov 16, 2020",0.536,0.525
"Nov 21, 2020",,0.53
"Nov 21, 2020",,0.53
"Nov 21, 2020",,0.53
"Nov 21, 2020",,0.53
"Nov 26, 2020",,0.534
"Nov 26, 2020",,0.534
"Nov 26, 2020",,0.534
"Nov 26, 2020",,0.534
"Dec 1, 2020",0.594,0.538
"Dec 1, 2020",0.605,0.538
"Dec 1, 2020",0.592,0.538
"Dec 1, 2020",0.59,0.538
"Dec 6, 2020",,0.542
"Dec 6, 2020",0.536,0.542
"Dec 6, 2020",,0.542
"Dec 6, 2020",0.511,0.542
"Dec 11, 2020",,0.546
"Dec 11, 2020",,0.546
"Dec 11, 2020",,0.546
"Dec 11, 2020",,0.546
"Dec 16, 2020",0.688,0.549
"Dec 16, 2020",0.609,0.549
"Dec 16, 2020",0.671,0.549
"Dec 16, 2020",0.613,0.549
"Dec 21, 2020",0.658,0.552
"Dec 21, 2020",0.591,0.552
"Dec 21, 2020",0.671,0.552
"Dec 21, 2020",0.592,0.552
"Dec 26, 2020",,0.555
"Dec 26, 2020",0.565,0.555
"Dec 26, 2020",,0.555
"Dec 26, 2020",0.566,0.555
"Dec 31, 2020",0.508,0.557
"Dec 31, 2020",0.592,0.557
"Dec 31, 2020",0.503,0.557
"Dec 31, 2020",0.6,0.557
"Jan 5, 2021",,0.559
"Jan 5, 2021",,0.559
"Jan 5, 2021",,0.559
"Jan 5, 2021",,0.559
"Jan 10, 2021",,0.56
"Jan 10, 2021",,0.56
"Jan 10, 2021",,0.56
"Jan 10, 2021",,0.56
"Jan 15, 2021",,0.561
"Jan 15, 2021",0.592,0.561
"Jan 15, 2021",,0.561
"Jan 15, 2021",,0.561
"Jan 20, 2021",0.602,0.561
"Jan 20, 2021",0.573,0.561
"Jan 20, 2021",0.594,0.561
"Jan 20, 2021",0.573,0.561
"Jan 25, 2021",,0.561
"Jan 25, 2021",,0.561
"Jan 25, 2021",,0.561
"Jan 25, 2021",,0.561
"Jan 30, 2021",,0.561
"Jan 30, 2021",0.523,0.561
"Jan 30, 2021",,0.561
"Jan 30, 2021",0.527,0.561
"Feb 4, 2021",0.537,0.56
"Feb 4, 2021",0.526,0.56
"Feb 4, 2021",0.541,0.56
"Feb 4, 2021",0.547,0.56
"Feb 9, 2021",,0.559
"Feb 9, 2021",,0.559
"Feb 9, 2021",,0.559
"Feb 9, 2021",,0.559
"Feb 14, 2021",,0.557
"Feb 14, 2021",,0.557
"Feb 14, 2021",,0.557
"Feb 14, 2021",,0.557
"Feb 19, 2021",,0.555
"Feb 19, 2021",,0.555
"Feb 19, 2021",,0.555
"Feb 19, 2021",,0.555
"Feb 24, 2021",0.321,0.552
"Feb 24, 2021",0.546,0.552
"Feb 24, 2021",0.2,0.552
"Feb 24, 2021",0.544,0.552
"Mar 1, 2021",,0.549
"Mar 1, 2021",0.593,0.549
"Mar 1, 2021",,0.549
"Mar 1, 2021",0.637,0.549
"Mar 6, 2021",,0.546
"Mar 6, 2021",0.536,0.546
"Mar 6, 2021",,0.546
"Mar 6, 2021",0.528,0.546
"Mar 11, 2021",,0.542
"Mar 11, 2021",0.509,0.542
"Mar 11, 2021",,0.542
"Mar 11, 2021",,0.542
"Mar 16, 2021",0.617,0.538
"Mar 16, 2021",0.563,0.538
"Mar 16, 2021",0.601,0.538
"Mar 16, 2021",0.559,0.538
"Mar 21, 2021",0.576,0.534
"Mar 21, 2021",0.552,0.534
"Mar 21, 2021",0.568,0.534
"Mar 21, 2021",0.547,0.534
"Mar 26, 2021",0.562,0.53
"Mar 26, 2021",0.551,0.53
"Mar 26, 2021",0.544,0.53
"Mar 26, 2021",0.556,0.53
"Mar 31, 2021",0.517,0.525
"Mar 31, 2021",0.502,0.525
"Mar 31, 2021",0.514,0.525
"Mar 31, 2021",0.506,0.525
"Apr 5, 2021",,0.52
"Apr 5, 2021",0.532,0.52
"Apr 5, 2021",,0.52
"Apr 5, 2021",0.521,0.52
"Apr 10, 2021",,0.515
"Apr 10, 2021",,0.515
"Apr 10, 2021",,0.515
"Apr 10, 2021",,0.515
"Apr 15, 2021",,0.51
"Apr 15, 2021",,0.51
"Apr 15, 2021",,0.51
"Apr 15, 2021",,0.51
"Apr 20, 2021",,0.505
"Apr 20, 2021",,0.505
"Apr 20, 2021",,0.505
"Apr 20, 2021",,0.505
"Apr 25, 2021",0.5,0.499
"Apr 25, 2021",0.501,0.499
"Apr 25, 2021",0.531,0.499
"Apr 25, 2021",0.501,0.499
"Apr 30, 2021",,0.494
"Apr 30, 2021",,0.494
"Apr 30, 2021",,0.494
"Apr 30, 2021",,0.494
"May 5, 2021",0.594,0.489
"May 5, 2021",0.491,0.489
"May 5, 2021",0.572,0.489
"May 5, 2021",0.49,0.489
"May 10, 2021",0.517,0.484
"May 10, 2021",0.501,0.484
"May 10, 2021",0.507,0.484
"May 10, 2021",0.494,0.484
"May 15, 2021",,0.479
"May 15, 2021",0.487,0.479
"May 15, 2021",,0.479
"May 15, 2021",0.476,0.479
"May 20, 2021",0.467,0.474
"May 20, 2021",0.474,0.474
"May 20, 2021",0.476,0.474
"May 20, 2021",0.466,0.474
"May 25, 2021",,0.469
"May 25, 2021",,0.469
"May 25, 2021",,0.469
"May 25, 2021",,0.469
"May 30, 2021",,0.465
"May 30, 2021",0.425,0.465
"May 30, 2021",,0.465
"May 30, 2021",0.43,0.465
"Jun 4, 2021",,0.46
"Jun 4, 2021",0.458,0.46
"Jun 4, 2021",,0.46
"Jun 4, 2021",0.456,0.46
"Jun 9, 2021",0.551,0.457
"Jun 9, 2021",0.463,0.457
"Jun 9, 2021",0.545,0.457
"Jun 9, 2021",0.475,0.457
"Jun 14, 2021",0.466,0.453
"Jun 14, 2021",0.44,0.453
"Jun 14, 2021",0.466,0.453
"Jun 14, 2021",0.439,0.453
"Jun 19, 2021",,0.45
"Jun 19, 2021",0.423,0.45
"Jun 19, 2021",,0.45
"Jun 19, 2021",0.379,0.45
"Jun 24, 2021",,0.447
"Jun 24, 2021",0.311,0.447
"Jun 24, 2021",,0.447
"Jun 24, 2021",0.31,0.447
"Jun 29, 2021",0.4,0.444
"Jun 29, 2021",0.364,0.444
"Jun 29, 2021",0.39,0.444
"Jun 29, 2021",0.366,0.444
"Jul 4, 2021",,0.442
"Jul 4, 2021",0.44,0.442
"Jul 4, 2021",,0.442
"Jul 4, 2021",0.438,0.442
"Jul 9, 2021",,0.441
"Jul 9, 2021",0.401,0.441
"Jul 9, 2021",,0.441
"Jul 9, 2021",0.405,0.441
"Jul 14, 2021",0.522,0.439
"Jul 14, 2021",0.399,0.439
"Jul 14, 2021",0.503,0.439
"Jul 14, 2021",0.438,0.439
"Jul 19, 2021",0.413,0.439
"Jul 19, 2021",0.386,0.439
"Jul 19, 2021",0.414,0.439
"Jul 19, 2021",0.395,0.439
"Jul 24, 2021",,0.438
"Jul 24, 2021",0.419,0.438
"Jul 24, 2021",,0.438
"Jul 24, 2021",0.386,0.438
"Jul 29, 2021",,0.438
"Jul 29, 2021",,0.438
"Jul 29, 2021",,0.438
"Jul 29, 2021",,0.438
"Aug 3, 2021",0.466,0.439
"Aug 3, 2021",0.382,0.439
"Aug 3, 2021",0.451,0.439
"Aug 3, 2021",0.391,0.439
"Aug 8, 2021",,0.44
"Aug 8, 2021",0.347,0.44
"Aug 8, 2021",,0.44
"Aug 8, 2021",0.299,0.44
"Aug 13, 2021",,0.441
"Aug 13, 2021",,0.441
"Aug 13, 2021",,0.441
"Aug 13, 2021",0.211,0.441
"Aug 18, 2021",,0.443
"Aug 18, 2021",0.403,0.443
"Aug 18, 2021",,0.443
"Aug 18, 2021",0.4,0.443
"Aug 23, 2021",,0.445
"Aug 23, 2021",0.402,0.445
"Aug 23, 2021",,0.445
"Aug 23, 2021",0.409,0.445
"Aug 28, 2021",,0.448
"Aug 28, 2021",0.413,0.448
"Aug 28, 2021",,0.448
"Aug 28, 2021",0.416,0.448
"Sep 2, 2021",,0.451
"Sep 2, 2021",,0.451
"Sep 2, 2021",,0.451
"Sep 2, 2021",,0.451
"Sep 7, 2021",,0.454
"Sep 7, 2021",,0.454
"Sep 7, 2021",,0.454
"Sep 7, 2021",,0.454
"Sep 12, 2021",0.444,0.458
"Sep 12, 2021",0.443,0.458
"Sep 12, 2021",0.454,0.458
"Sep 12, 2021",0.471,0.458
"Sep 17, 2021",0.504,0.462
"Sep 17, 2021",0.421,0.462
"Sep 17, 2021",0.514,0.462
