system:time_start,EVI_median,fitted
"Jun 8, 2019",,0.502
"Jun 8, 2019",,0.502
"Jun 13, 2019",0.47,0.498
"Jun 13, 2019",0.464,0.498
"Jun 18, 2019",0.502,0.493
"Jun 18, 2019",0.609,0.493
"Jun 23, 2019",,0.489
"Jun 23, 2019",,0.489
"Jun 28, 2019",,0.486
"Jun 28, 2019",,0.486
"Jul 3, 2019",0.45,0.482
"Jul 3, 2019",0.486,0.482
"Jul 8, 2019",0.435,0.479
"Jul 8, 2019",0.5,0.479
"Jul 13, 2019",0.47,0.476
"Jul 13, 2019",0.467,0.476
"Jul 18, 2019",,0.474
"Jul 18, 2019",,0.474
"Jul 23, 2019",0.345,0.472
"Jul 23, 2019",0.382,0.472
"Jul 28, 2019",0.478,0.471
"Jul 28, 2019",0.48,0.471
"Aug 2, 2019",0.448,0.47
"Aug 2, 2019",0.489,0.47
"Aug 7, 2019",,0.469
"Aug 7, 2019",,0.469
"Aug 12, 2019",,0.469
"Aug 12, 2019",0.697,0.469
"Aug 17, 2019",,0.469
"Aug 17, 2019",,0.469
"Aug 22, 2019",,0.47
"Aug 22, 2019",,0.47
"Aug 27, 2019",,0.471
"Aug 27, 2019",,0.471
"Sep 1, 2019",0.506,0.473
"Sep 1, 2019",0.547,0.473
"Sep 6, 2019",,0.475
"Sep 6, 2019",,0.475
"Sep 11, 2019",0.673,0.477
"Sep 11, 2019",,0.477
"Sep 16, 2019",0.585,0.48
"Sep 16, 2019",0.533,0.48
"Sep 21, 2019",0.486,0.483
"Sep 21, 2019",0.543,0.483
"Sep 26, 2019",0.498,0.487
"Sep 26, 2019",0.507,0.487
"Oct 1, 2019",0.503,0.49
"Oct 1, 2019",0.556,0.49
"Oct 6, 2019",0.441,0.495
"Oct 6, 2019",0.484,0.495
"Oct 11, 2019",0.585,0.499
"Oct 11, 2019",0.634,0.499
"Oct 16, 2019",0.475,0.504
"Oct 16, 2019",0.48,0.504
"Oct 21, 2019",0.405,0.508
"Oct 21, 2019",0.445,0.508
"Oct 26, 2019",,0.513
"Oct 26, 2019",,0.513
"Oct 31, 2019",0.502,0.518
"Oct 31, 2019",0.51,0.518
"Nov 5, 2019",0.438,0.523
"Nov 5, 2019",0.454,0.523
"Nov 10, 2019",0.428,0.529
"Nov 10, 2019",0.45,0.529
"Nov 15, 2019",0.428,0.534
"Nov 15, 2019",0.433,0.534
"Nov 20, 2019",0.406,0.539
"Nov 20, 2019",0.519,0.539
"Nov 25, 2019",,0.544
"Nov 25, 2019",,0.544
"Nov 30, 2019",,0.549
"Nov 30, 2019",,0.549
"Dec 5, 2019",0.446,0.554
"Dec 5, 2019",0.476,0.554
"Dec 10, 2019",0.474,0.559
"Dec 10, 2019",0.513,0.559
"Dec 15, 2019",0.126,0.563
"Dec 15, 2019",0.563,0.563
"Dec 20, 2019",0.523,0.567
"Dec 20, 2019",0.561,0.567
"Dec 25, 2019",,0.571
"Dec 25, 2019",0.697,0.571
"Dec 30, 2019",0.614,0.575
"Dec 30, 2019",0.596,0.575
"Jan 4, 2020",,0.578
"Jan 4, 2020",,0.578
"Jan 9, 2020",,0.581
"Jan 9, 2020",,0.581
"Jan 14, 2020",0.515,0.583
"Jan 14, 2020",0.54,0.583
"Jan 19, 2020",0.572,0.585
"Jan 19, 2020",0.558,0.585
"Jan 24, 2020",,0.587
"Jan 24, 2020",,0.587
"Jan 29, 2020",0.456,0.588
"Jan 29, 2020",0.535,0.588
"Feb 3, 2020",0.606,0.589
"Feb 3, 2020",0.655,0.589
"Feb 8, 2020",,0.589
"Feb 8, 2020",,0.589
"Feb 13, 2020",0.524,0.589
"Feb 13, 2020",0.535,0.589
"Feb 18, 2020",0.641,0.589
"Feb 18, 2020",0.638,0.589
"Feb 23, 2020",,0.588
"Feb 23, 2020",,0.588
"Feb 28, 2020",,0.586
"Feb 28, 2020",,0.586
"Mar 4, 2020",0.564,0.585
"Mar 4, 2020",0.551,0.585
"Mar 9, 2020",,0.582
"Mar 9, 2020",,0.582
"Mar 14, 2020",0.679,0.58
"Mar 14, 2020",0.741,0.58
"Mar 19, 2020",0.564,0.577
"Mar 19, 2020",0.722,0.577
"Mar 24, 2020",,0.573
"Mar 24, 2020",,0.573
"Mar 29, 2020",,0.57
"Mar 29, 2020",,0.57
"Apr 3, 2020",0.502,0.566
"Apr 3, 2020",0.528,0.566
"Apr 8, 2020",0.54,0.561
"Apr 8, 2020",0.443,0.561
"Apr 13, 2020",,0.557
"Apr 13, 2020",,0.557
"Apr 18, 2020",,0.552
"Apr 18, 2020",,0.552
"Apr 23, 2020",,0.547
"Apr 23, 2020",0.531,0.547
"Apr 28, 2020",,0.542
"Apr 28, 2020",,0.542
"May 3, 2020",0.563,0.537
"May 3, 2020",0.646,0.537
"May 8, 2020",,0.532
"May 8, 2020",,0.532
"May 13, 2020",,0.527
"May 13, 2020",,0.527
"May 18, 2020",0.739,0.521
"May 18, 2020",0.816,0.521
"May 23, 2020",0.574,0.516
"May 23, 2020",,0.516
"May 28, 2020",,0.511
"May 28, 2020",,0.511
"Jun 2, 2020",0.454,0.506
"Jun 2, 2020",0.513,0.506
"Jun 7, 2020",,0.502
"Jun 7, 2020",,0.502
"Jun 12, 2020",0.575,0.497
"Jun 12, 2020",0.593,0.497
"Jun 17, 2020",,0.493
"Jun 17, 2020",,0.493
"Jun 22, 2020",0.478,0.489
"Jun 22, 2020",0.523,0.489
"Jun 27, 2020",0.42,0.485
"Jun 27, 2020",0.423,0.485
"Jul 2, 2020",0.464,0.481
"Jul 2, 2020",0.53,0.481
"Jul 7, 2020",0.417,0.478
"Jul 7, 2020",0.567,0.478
"Jul 12, 2020",0.376,0.475
"Jul 12, 2020",,0.475
"Jul 17, 2020",,0.473
"Jul 17, 2020",,0.473
"Jul 22, 2020",0.491,0.471
"Jul 22, 2020",0.532,0.471
"Jul 27, 2020",0.496,0.47
"Jul 27, 2020",0.62,0.47
"Aug 1, 2020",,0.469
"Aug 1, 2020",,0.469
"Aug 6, 2020",0.557,0.468
"Aug 6, 2020",,0.468
"Aug 11, 2020",,0.468
"Aug 11, 2020",,0.468
"Aug 16, 2020",0.504,0.468
"Aug 16, 2020",0.529,0.468
"Aug 21, 2020",0.555,0.469
"Aug 21, 2020",0.603,0.469
"Aug 26, 2020",0.483,0.47
"Aug 26, 2020",0.505,0.47
"Aug 31, 2020",0.462,0.472
"Aug 31, 2020",0.49,0.472
"Sep 5, 2020",0.713,0.474
"Sep 5, 2020",0.598,0.474
"Sep 10, 2020",0.473,0.476
"Sep 10, 2020",0.492,0.476
"Sep 15, 2020",0.465,0.479
"Sep 15, 2020",0.475,0.479
"Sep 20, 2020",0.453,0.482
"Sep 20, 2020",0.495,0.482
"Sep 25, 2020",0.482,0.485
"Sep 25, 2020",0.599,0.485
"Sep 30, 2020",0.418,0.489
"Sep 30, 2020",0.463,0.489
"Oct 5, 2020",0.445,0.493
"Oct 5, 2020",0.452,0.493
"Oct 10, 2020",0.355,0.498
"Oct 10, 2020",0.359,0.498
"Oct 15, 2020",0.432,0.502
"Oct 15, 2020",0.448,0.502
"Oct 20, 2020",0.468,0.507
"Oct 20, 2020",0.487,0.507
"Oct 25, 2020",,0.512
"Oct 25, 2020",,0.512
"Oct 30, 2020",,0.517
"Oct 30, 2020",,0.517
"Nov 4, 2020",,0.522
"Nov 4, 2020",,0.522
"Nov 9, 2020",0.453,0.527
"Nov 9, 2020",0.499,0.527
"Nov 14, 2020",0.487,0.533
"Nov 14, 2020",0.574,0.533
"Nov 19, 2020",,0.538
"Nov 19, 2020",,0.538
"Nov 24, 2020",,0.543
"Nov 24, 2020",,0.543
"Nov 29, 2020",,0.548
"Nov 29, 2020",,0.548
"Dec 4, 2020",0.608,0.553
"Dec 4, 2020",0.684,0.553
"Dec 9, 2020",0.651,0.557
"Dec 9, 2020",0.742,0.557
"Dec 14, 2020",0.603,0.562
"Dec 14, 2020",0.743,0.562
"Dec 19, 2020",,0.566
"Dec 19, 2020",0.758,0.566
"Dec 24, 2020",0.531,0.57
"Dec 24, 2020",0.824,0.57
"Dec 29, 2020",0.67,0.574
"Dec 29, 2020",0.75,0.574
"Jan 3, 2021",0.643,0.577
"Jan 3, 2021",0.723,0.577
"Jan 8, 2021",0.534,0.58
"Jan 8, 2021",0.661,0.58
"Jan 13, 2021",0.632,0.582
"Jan 13, 2021",0.708,0.582
"Jan 18, 2021",0.554,0.584
"Jan 18, 2021",0.591,0.584
"Jan 23, 2021",0.675,0.586
"Jan 23, 2021",0.632,0.586
"Jan 28, 2021",0.57,0.587
"Jan 28, 2021",0.598,0.587
"Feb 2, 2021",0.568,0.588
"Feb 2, 2021",,0.588
"Feb 7, 2021",,0.589
"Feb 7, 2021",,0.589
"Feb 12, 2021",,0.588
"Feb 12, 2021",,0.588
"Feb 17, 2021",,0.588
"Feb 17, 2021",,0.588
"Feb 22, 2021",0.366,0.587
"Feb 22, 2021",0.492,0.587
"Feb 27, 2021",,0.586
"Feb 27, 2021",,0.586
"Mar 4, 2021",0.557,0.584
"Mar 4, 2021",0.608,0.584
"Mar 9, 2021",,0.582
"Mar 9, 2021",,0.582
"Mar 14, 2021",0.602,0.579
"Mar 14, 2021",0.668,0.579
"Mar 19, 2021",,0.576
"Mar 19, 2021",,0.576
"Mar 24, 2021",0.518,0.573
"Mar 24, 2021",0.559,0.573
"Mar 29, 2021",0.493,0.569
"Mar 29, 2021",0.523,0.569
"Apr 3, 2021",0.715,0.565
"Apr 3, 2021",0.614,0.565
"Apr 8, 2021",,0.561
"Apr 8, 2021",,0.561
"Apr 13, 2021",0.509,0.556
"Apr 13, 2021",0.54,0.556
"Apr 18, 2021",0.482,0.551
"Apr 18, 2021",0.518,0.551
"Apr 23, 2021",0.532,0.547
"Apr 23, 2021",0.558,0.547
"Apr 28, 2021",0.478,0.542
"Apr 28, 2021",0.514,0.542
"May 3, 2021",,0.536
"May 3, 2021",,0.536
"May 8, 2021",0.537,0.531
"May 8, 2021",0.607,0.531
"May 13, 2021",0.501,0.526
"May 13, 2021",0.525,0.526
"May 18, 2021",,0.521
"May 18, 2021",,0.521
"May 23, 2021",0.469,0.516
"May 23, 2021",0.46,0.516
"May 28, 2021",0.459,0.511
"May 28, 2021",0.47,0.511
"Jun 2, 2021",0.508,0.506
"Jun 2, 2021",0.495,0.506
"Jun 7, 2021",,0.501
"Jun 7, 2021",,0.501
"Jun 12, 2021",0.443,0.496
"Jun 12, 2021",0.431,0.496
"Jun 17, 2021",,0.492
"Jun 17, 2021",,0.492
"Jun 22, 2021",0.454,0.488
"Jun 22, 2021",0.461,0.488
"Jul 2, 2021",,0.481
"Jul 2, 2021",0.69,0.481
"Jul 7, 2021",,0.477
"Jul 7, 2021",,0.477
"Jul 12, 2021",0.455,0.475
"Jul 12, 2021",0.445,0.475
"Jul 17, 2021",0.447,0.472
"Jul 17, 2021",0.439,0.472
"Jul 22, 2021",0.437,0.47
"Jul 22, 2021",0.407,0.47
"Jul 27, 2021",0.478,0.469
"Jul 27, 2021",0.349,0.469
"Aug 1, 2021",,0.468
"Aug 1, 2021",,0.468
"Aug 6, 2021",,0.467
"Aug 6, 2021",,0.467
"Aug 11, 2021",0.423,0.467
"Aug 11, 2021",0.432,0.467
"Aug 16, 2021",0.526,0.467
"Aug 16, 2021",0.519,0.467
"Aug 21, 2021",0.468,0.468
"Aug 21, 2021",,0.468
"Aug 26, 2021",,0.469
"Aug 26, 2021",,0.469
"Aug 31, 2021",,0.471
"Aug 31, 2021",,0.471
"Sep 5, 2021",0.411,0.472
"Sep 5, 2021",0.419,0.472
"Sep 10, 2021",0.417,0.475
"Sep 10, 2021",0.455,0.475
"Sep 15, 2021",0.402,0.478
"Sep 15, 2021",0.452,0.478
"Sep 20, 2021",0.37,0.481
"Sep 20, 2021",0.404,0.481
"Sep 25, 2021",,0.484
"Sep 25, 2021",,0.484
"Sep 30, 2021",0.376,0.488
"Sep 30, 2021",0.416,0.488
"Oct 5, 2021",0.364,0.492
"Oct 5, 2021",0.403,0.492
"Oct 10, 2021",0.326,0.497
"Oct 10, 2021",,0.497
"Oct 15, 2021",,0.501
"Oct 15, 2021",,0.501
"Oct 20, 2021",,0.506
"Oct 20, 2021",0.557,0.506
"Oct 25, 2021",,0.511
"Oct 25, 2021",,0.511
"Oct 30, 2021",,0.516
"Oct 30, 2021",,0.516
"Nov 4, 2021",0.505,0.521
"Nov 4, 2021",0.673,0.521
"Nov 9, 2021",,0.526
"Nov 9, 2021",,0.526
"Nov 14, 2021",,0.531
"Nov 14, 2021",,0.531
"Nov 19, 2021",0.576,0.537
"Nov 19, 2021",0.699,0.537
"Nov 24, 2021",0.501,0.542
"Nov 24, 2021",0.564,0.542
"Nov 29, 2021",,0.547
"Nov 29, 2021",,0.547
"Dec 4, 2021",,0.552
"Dec 4, 2021",,0.552
"Dec 9, 2021",,0.556
"Dec 9, 2021",,0.556
"Dec 14, 2021",0.528,0.561
"Dec 14, 2021",0.53,0.561
"Dec 19, 2021",,0.565
"Dec 19, 2021",,0.565
"Dec 24, 2021",,0.569
"Dec 24, 2021",,0.569
"Dec 29, 2021",,0.572
"Dec 29, 2021",,0.572
