system:time_start,EVI2_median,fitted
"May 24, 2019",0.484,0.46
"May 29, 2019",0.444,0.456
"May 29, 2019",0.493,0.456
"Jun 3, 2019",0.442,0.452
"Jun 3, 2019",0.48,0.452
"Jun 8, 2019",,0.448
"Jun 8, 2019",,0.448
"Jun 13, 2019",0.389,0.444
"Jun 13, 2019",0.387,0.444
"Jun 18, 2019",0.446,0.441
"Jun 18, 2019",0.516,0.441
"Jun 23, 2019",,0.437
"Jun 23, 2019",,0.437
"Jun 28, 2019",,0.434
"Jun 28, 2019",,0.434
"Jul 3, 2019",0.415,0.431
"Jul 3, 2019",0.464,0.431
"Jul 8, 2019",0.407,0.429
"Jul 8, 2019",0.443,0.429
"Jul 13, 2019",0.431,0.427
"Jul 13, 2019",0.439,0.427
"Jul 18, 2019",,0.425
"Jul 18, 2019",,0.425
"Jul 23, 2019",,0.423
"Jul 23, 2019",,0.423
"Jul 28, 2019",0.416,0.422
"Jul 28, 2019",0.43,0.422
"Aug 2, 2019",0.418,0.421
"Aug 2, 2019",0.456,0.421
"Aug 7, 2019",,0.42
"Aug 7, 2019",,0.42
"Aug 12, 2019",,0.42
"Aug 12, 2019",0.577,0.42
"Aug 17, 2019",,0.42
"Aug 17, 2019",,0.42
"Aug 22, 2019",,0.42
"Aug 22, 2019",,0.42
"Aug 27, 2019",,0.421
"Aug 27, 2019",,0.421
"Sep 1, 2019",0.46,0.422
"Sep 1, 2019",0.483,0.422
"Sep 6, 2019",,0.424
"Sep 6, 2019",,0.424
"Sep 11, 2019",0.563,0.425
"Sep 11, 2019",,0.425
"Sep 16, 2019",0.504,0.427
"Sep 16, 2019",0.451,0.427
"Sep 21, 2019",0.442,0.43
"Sep 21, 2019",0.49,0.43
"Sep 26, 2019",0.393,0.433
"Sep 26, 2019",0.306,0.433
"Oct 1, 2019",0.451,0.436
"Oct 1, 2019",0.488,0.436
"Oct 6, 2019",0.403,0.439
"Oct 6, 2019",0.44,0.439
"Oct 11, 2019",0.495,0.442
"Oct 11, 2019",0.534,0.442
"Oct 16, 2019",0.42,0.446
"Oct 16, 2019",0.424,0.446
"Oct 21, 2019",0.368,0.45
"Oct 21, 2019",0.414,0.45
"Oct 26, 2019",,0.453
"Oct 26, 2019",,0.453
"Oct 31, 2019",0.455,0.458
"Oct 31, 2019",0.466,0.458
"Nov 5, 2019",0.409,0.462
"Nov 5, 2019",0.424,0.462
"Nov 10, 2019",0.402,0.466
"Nov 10, 2019",0.42,0.466
"Nov 15, 2019",0.386,0.47
"Nov 15, 2019",0.417,0.47
"Nov 20, 2019",0.363,0.474
"Nov 20, 2019",0.478,0.474
"Nov 25, 2019",,0.478
"Nov 25, 2019",,0.478
"Nov 30, 2019",,0.482
"Nov 30, 2019",,0.482
"Dec 5, 2019",0.42,0.486
"Dec 5, 2019",0.446,0.486
"Dec 10, 2019",0.443,0.49
"Dec 10, 2019",0.474,0.49
"Dec 15, 2019",0.114,0.494
"Dec 15, 2019",0.427,0.494
"Dec 20, 2019",0.476,0.497
"Dec 20, 2019",0.508,0.497
"Dec 25, 2019",,0.5
"Dec 25, 2019",0.589,0.5
"Dec 30, 2019",0.53,0.503
"Dec 30, 2019",0.514,0.503
"Jan 4, 2020",,0.506
"Jan 4, 2020",,0.506
"Jan 9, 2020",,0.509
"Jan 9, 2020",,0.509
"Jan 14, 2020",0.471,0.511
"Jan 14, 2020",0.498,0.511
"Jan 19, 2020",0.453,0.513
"Jan 19, 2020",0.442,0.513
"Jan 24, 2020",,0.514
"Jan 24, 2020",,0.514
"Jan 29, 2020",0.309,0.515
"Jan 29, 2020",0.356,0.515
"Feb 3, 2020",0.537,0.516
"Feb 3, 2020",0.531,0.516
"Feb 8, 2020",,0.517
"Feb 8, 2020",,0.517
"Feb 13, 2020",0.489,0.517
"Feb 13, 2020",0.496,0.517
"Feb 18, 2020",0.55,0.517
"Feb 18, 2020",0.551,0.517
"Feb 23, 2020",,0.516
"Feb 23, 2020",,0.516
"Feb 28, 2020",,0.515
"Feb 28, 2020",,0.515
"Mar 4, 2020",0.492,0.514
"Mar 4, 2020",0.5,0.514
"Mar 9, 2020",,0.512
"Mar 9, 2020",,0.512
"Mar 14, 2020",0.507,0.511
"Mar 14, 2020",0.616,0.511
"Mar 19, 2020",0.499,0.508
"Mar 19, 2020",0.6,0.508
"Mar 24, 2020",,0.506
"Mar 24, 2020",,0.506
"Mar 29, 2020",,0.503
"Mar 29, 2020",,0.503
"Apr 3, 2020",0.475,0.5
"Apr 3, 2020",0.496,0.5
"Apr 8, 2020",0.47,0.497
"Apr 8, 2020",0.331,0.497
"Apr 13, 2020",,0.493
"Apr 13, 2020",,0.493
"Apr 18, 2020",,0.49
"Apr 18, 2020",,0.49
"Apr 23, 2020",,0.486
"Apr 23, 2020",0.494,0.486
"Apr 28, 2020",,0.482
"Apr 28, 2020",,0.482
"May 3, 2020",0.511,0.478
"May 3, 2020",0.58,0.478
"May 8, 2020",,0.474
"May 8, 2020",,0.474
"May 13, 2020",,0.47
"May 13, 2020",,0.47
"May 18, 2020",0.589,0.466
"May 18, 2020",0.597,0.466
"May 23, 2020",0.376,0.461
"May 23, 2020",,0.461
"May 28, 2020",,0.457
"May 28, 2020",,0.457
"Jun 2, 2020",0.395,0.453
"Jun 2, 2020",0.444,0.453
"Jun 7, 2020",,0.45
"Jun 7, 2020",,0.45
"Jun 12, 2020",0.506,0.446
"Jun 12, 2020",0.542,0.446
"Jun 17, 2020",,0.442
"Jun 17, 2020",,0.442
"Jun 22, 2020",0.454,0.439
"Jun 22, 2020",0.497,0.439
"Jun 27, 2020",,0.436
"Jun 27, 2020",,0.436
"Jul 2, 2020",0.438,0.433
"Jul 2, 2020",0.493,0.433
"Jul 7, 2020",0.255,0.431
"Jul 7, 2020",0.448,0.431
"Jul 12, 2020",0.317,0.428
"Jul 12, 2020",,0.428
"Jul 17, 2020",,0.426
"Jul 17, 2020",,0.426
"Jul 22, 2020",0.462,0.425
"Jul 22, 2020",0.503,0.425
"Jul 27, 2020",0.403,0.423
"Jul 27, 2020",0.521,0.423
"Aug 1, 2020",,0.422
"Aug 1, 2020",,0.422
"Aug 6, 2020",0.463,0.422
"Aug 6, 2020",,0.422
"Aug 11, 2020",,0.421
"Aug 11, 2020",,0.421
"Aug 16, 2020",0.449,0.421
"Aug 16, 2020",0.469,0.421
"Aug 21, 2020",0.444,0.422
"Aug 21, 2020",0.517,0.422
"Aug 26, 2020",0.449,0.423
"Aug 26, 2020",0.47,0.423
"Aug 31, 2020",0.427,0.424
"Aug 31, 2020",0.453,0.424
"Sep 5, 2020",0.581,0.425
"Sep 5, 2020",0.48,0.425
"Sep 10, 2020",0.435,0.427
"Sep 10, 2020",0.451,0.427
"Sep 15, 2020",0.416,0.429
"Sep 15, 2020",0.432,0.429
"Sep 20, 2020",0.426,0.431
"Sep 20, 2020",0.466,0.431
"Sep 25, 2020",0.426,0.434
"Sep 25, 2020",0.497,0.434
"Sep 30, 2020",0.385,0.437
"Sep 30, 2020",0.418,0.437
"Oct 5, 2020",0.365,0.44
"Oct 5, 2020",0.373,0.44
"Oct 10, 2020",0.35,0.444
"Oct 10, 2020",0.354,0.444
"Oct 15, 2020",0.394,0.447
"Oct 15, 2020",0.405,0.447
"Oct 20, 2020",0.433,0.451
"Oct 20, 2020",0.447,0.451
"Oct 25, 2020",,0.455
"Oct 25, 2020",,0.455
"Oct 30, 2020",,0.459
"Oct 30, 2020",,0.459
"Nov 4, 2020",,0.463
"Nov 4, 2020",,0.463
"Nov 9, 2020",0.423,0.467
"Nov 9, 2020",0.466,0.467
"Nov 14, 2020",0.44,0.471
"Nov 14, 2020",0.521,0.471
"Nov 19, 2020",,0.476
"Nov 19, 2020",,0.476
"Nov 24, 2020",,0.48
"Nov 24, 2020",,0.48
"Nov 29, 2020",,0.484
"Nov 29, 2020",,0.484
"Dec 4, 2020",0.478,0.488
"Dec 4, 2020",0.556,0.488
"Dec 9, 2020",0.555,0.491
"Dec 9, 2020",0.637,0.491
"Dec 14, 2020",0.545,0.495
"Dec 14, 2020",0.668,0.495
"Dec 19, 2020",,0.499
"Dec 19, 2020",0.684,0.499
"Dec 24, 2020",0.474,0.502
"Dec 24, 2020",0.72,0.502
"Dec 29, 2020",0.557,0.505
"Dec 29, 2020",0.671,0.505
"Jan 3, 2021",0.554,0.508
"Jan 3, 2021",0.641,0.508
"Jan 8, 2021",0.481,0.51
"Jan 8, 2021",0.598,0.51
"Jan 13, 2021",0.55,0.512
"Jan 13, 2021",0.628,0.512
"Jan 18, 2021",0.524,0.514
"Jan 18, 2021",0.56,0.514
"Jan 23, 2021",0.577,0.516
"Jan 23, 2021",0.541,0.516
"Jan 28, 2021",0.529,0.517
"Jan 28, 2021",0.552,0.517
"Feb 2, 2021",0.505,0.518
"Feb 2, 2021",,0.518
"Feb 7, 2021",,0.518
"Feb 7, 2021",,0.518
"Feb 12, 2021",,0.519
"Feb 12, 2021",,0.519
"Feb 17, 2021",,0.518
"Feb 17, 2021",,0.518
"Feb 22, 2021",0.31,0.518
"Feb 22, 2021",0.417,0.518
"Feb 27, 2021",,0.517
"Feb 27, 2021",,0.517
"Mar 4, 2021",0.516,0.516
"Mar 4, 2021",0.562,0.516
"Mar 9, 2021",,0.514
"Mar 9, 2021",,0.514
"Mar 14, 2021",0.527,0.512
"Mar 14, 2021",0.571,0.512
"Mar 19, 2021",,0.51
"Mar 19, 2021",,0.51
"Mar 24, 2021",0.48,0.508
"Mar 24, 2021",0.513,0.508
"Mar 29, 2021",0.466,0.505
"Mar 29, 2021",0.493,0.505
"Apr 3, 2021",0.572,0.502
"Apr 3, 2021",0.51,0.502
"Apr 8, 2021",,0.499
"Apr 8, 2021",,0.499
"Apr 13, 2021",0.475,0.495
"Apr 13, 2021",0.505,0.495
"Apr 18, 2021",0.448,0.491
"Apr 18, 2021",0.492,0.491
"Apr 23, 2021",0.484,0.488
"Apr 23, 2021",0.507,0.488
"Apr 28, 2021",0.434,0.484
"Apr 28, 2021",0.471,0.484
"May 3, 2021",,0.48
"May 3, 2021",,0.48
"May 8, 2021",0.465,0.476
"May 8, 2021",0.531,0.476
"May 13, 2021",0.466,0.472
"May 13, 2021",0.491,0.472
"May 18, 2021",,0.467
"May 18, 2021",,0.467
"May 23, 2021",0.423,0.463
"May 23, 2021",0.425,0.463
"May 28, 2021",0.436,0.459
"May 28, 2021",0.451,0.459
"Jun 2, 2021",0.46,0.455
"Jun 2, 2021",0.449,0.455
"Jun 7, 2021",,0.451
"Jun 7, 2021",,0.451
"Jun 12, 2021",0.405,0.448
"Jun 12, 2021",0.421,0.448
"Jun 17, 2021",,0.444
"Jun 17, 2021",,0.444
"Jun 22, 2021",0.423,0.441
"Jun 22, 2021",0.43,0.441
"Jul 2, 2021",,0.435
"Jul 2, 2021",0.52,0.435
"Jul 7, 2021",,0.432
"Jul 7, 2021",,0.432
"Jul 12, 2021",0.424,0.43
"Jul 12, 2021",0.419,0.43
"Jul 17, 2021",0.407,0.428
"Jul 17, 2021",0.371,0.428
"Jul 22, 2021",0.4,0.426
"Jul 22, 2021",0.378,0.426
"Jul 27, 2021",0.428,0.425
"Jul 27, 2021",0.335,0.425
"Aug 1, 2021",,0.424
"Aug 1, 2021",,0.424
"Aug 6, 2021",,0.423
"Aug 6, 2021",,0.423
"Aug 11, 2021",0.397,0.423
"Aug 11, 2021",0.407,0.423
"Aug 16, 2021",0.453,0.423
"Aug 16, 2021",0.433,0.423
"Aug 21, 2021",0.371,0.423
"Aug 21, 2021",,0.423
"Aug 26, 2021",,0.424
"Aug 26, 2021",,0.424
"Aug 31, 2021",,0.425
"Aug 31, 2021",,0.425
"Sep 5, 2021",0.385,0.427
"Sep 5, 2021",0.388,0.427
"Sep 10, 2021",0.39,0.428
"Sep 10, 2021",0.423,0.428
"Sep 15, 2021",0.371,0.431
"Sep 15, 2021",0.42,0.431
"Sep 20, 2021",0.339,0.433
"Sep 20, 2021",0.368,0.433
"Sep 25, 2021",,0.436
"Sep 25, 2021",,0.436
"Sep 30, 2021",0.346,0.439
"Sep 30, 2021",0.384,0.439
"Oct 5, 2021",0.343,0.442
"Oct 5, 2021",0.379,0.442
"Oct 10, 2021",,0.445
"Oct 10, 2021",,0.445
"Oct 15, 2021",,0.449
"Oct 15, 2021",,0.449
"Oct 20, 2021",,0.452
"Oct 20, 2021",0.455,0.452
"Oct 25, 2021",,0.456
"Oct 25, 2021",,0.456
"Oct 30, 2021",,0.46
"Oct 30, 2021",,0.46
"Nov 4, 2021",0.441,0.464
"Nov 4, 2021",0.581,0.464
"Nov 9, 2021",,0.469
"Nov 9, 2021",,0.469
"Nov 14, 2021",,0.473
"Nov 14, 2021",,0.473
"Nov 19, 2021",0.487,0.477
"Nov 19, 2021",0.612,0.477
"Nov 24, 2021",0.464,0.481
"Nov 24, 2021",0.519,0.481
"Nov 29, 2021",,0.485
"Nov 29, 2021",,0.485
"Dec 4, 2021",,0.489
"Dec 4, 2021",,0.489
"Dec 9, 2021",,0.493
"Dec 9, 2021",,0.493
"Dec 14, 2021",0.468,0.497
"Dec 14, 2021",0.464,0.497
"Dec 19, 2021",,0.5
"Dec 19, 2021",,0.5
"Dec 24, 2021",,0.503
"Dec 24, 2021",,0.503
"Dec 29, 2021",,0.506
"Dec 29, 2021",,0.506
