"","date","EVI_hectareID_12","EVI_sd_hectareID_12","EVI_hectareID_02","EVI_sd_hectareID_02","EVI_hectareID_06","EVI_sd_hectareID_06","EVI_hectareID_11","EVI_sd_hectareID_11","EVI_hectareID_63","EVI_sd_hectareID_63","EVI_hectareID_62","EVI_sd_hectareID_62","EVI_hectareID_61","EVI_sd_hectareID_61","EVI_hectareID_26","EVI_sd_hectareID_26","EVI_hectareID_25","EVI_sd_hectareID_25","EVI_hectareID_24","EVI_sd_hectareID_24","EVI_hectareID_23","EVI_sd_hectareID_23","EVI_hectareID_21","EVI_sd_hectareID_21","EVI_hectareID_22","EVI_sd_hectareID_22","EVI_hectareID_20","EVI_sd_hectareID_20","EVI_hectareID_64","EVI_sd_hectareID_64","EVI_hectareID_34","EVI_sd_hectareID_34","EVI_hectareID_33","EVI_sd_hectareID_33","EVI_hectareID_32","EVI_sd_hectareID_32","EVI_hectareID_31","EVI_sd_hectareID_31","EVI_hectareID_30","EVI_sd_hectareID_30","EVI_hectareID_29","EVI_sd_hectareID_29","EVI_hectareID_28","EVI_sd_hectareID_28","EVI_hectareID_42","EVI_sd_hectareID_42","EVI_hectareID_41","EVI_sd_hectareID_41","EVI_hectareID_39","EVI_sd_hectareID_39","EVI_hectareID_38","EVI_sd_hectareID_38","EVI_hectareID_37","EVI_sd_hectareID_37","EVI_hectareID_35","EVI_sd_hectareID_35","EVI_hectareID_50","EVI_sd_hectareID_50","EVI_hectareID_48","EVI_sd_hectareID_48","EVI_hectareID_47","EVI_sd_hectareID_47","EVI_hectareID_46","EVI_sd_hectareID_46","EVI_hectareID_45","EVI_sd_hectareID_45","EVI_hectareID_44","EVI_sd_hectareID_44","EVI_hectareID_43","EVI_sd_hectareID_43","EVI_hectareID_58","EVI_sd_hectareID_58","EVI_hectareID_57","EVI_sd_hectareID_57","EVI_hectareID_56","EVI_sd_hectareID_56","EVI_hectareID_55","EVI_sd_hectareID_55","EVI_hectareID_54","EVI_sd_hectareID_54","EVI_hectareID_52","EVI_sd_hectareID_52","EVI_hectareID_51","EVI_sd_hectareID_51","EVI_hectareID_59","EVI_sd_hectareID_59","EVI_hectareID_49","EVI_sd_hectareID_49","EVI_hectareID_53","EVI_sd_hectareID_53"
"11",2019-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579683,0.020296,0.626786,0.034262,0.542791,0.014964,0.609184,0.094019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2389245,0.026829,NA,NA,NA,NA,0.5675325,0.022677,NA,NA,0.64491,0.032737,0.538365,0.015244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585406,0.022168,0.6393755,0.0747755,NA,NA,0.546919,0.080724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500403,0.067292
"12",2019-03-05,0.547466,0.087193,0.550476,0.027295,NA,NA,NA,NA,NA,NA,0.615391,0.069855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551394,0.025422,NA,NA,NA,NA,NA,NA,NA,NA,0.5946315,0.030587,NA,NA,0.511227,0.028201,NA,NA,NA,NA,0.497526,0.049068,0.572625,0.026831,NA,NA,0.5850645,0.01997,NA,NA,0.575666,0.031237,NA,NA,0.552082,0.017709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619756,0.016858,NA,NA,0.657822,0.071564,0.580939,0.036335,NA,NA,NA,NA,NA,NA,0.640171,0.039683,0.6592705,0.039345,0.6148185,0.0368505,NA,NA
"13",2019-03-10,NA,NA,0.496875,0.026028,0.534181,0.055671,NA,NA,NA,NA,0.58683,0.064631,0.514888,0.019194,0.550061,0.075817,0.472388,0.01059,NA,NA,0.47384,0.017413,0.513201,0.0227355,NA,NA,NA,NA,NA,NA,0.494883,0.018505,NA,NA,0.523098,0.013848,0.467118,0.020139,NA,NA,NA,NA,0.432426,0.05323,0.563518,0.0278205,0.560633,0.025082,NA,NA,0.528085,0.0192465,0.514265,0.025561,NA,NA,0.516248,0.015683,NA,NA,NA,NA,0.510181,0.019182,0.467933,0.088693,0.514367,0.022802,NA,NA,0.595282,0.02696,0.5867375,0.076133,NA,NA,0.573995,0.050102,0.625444,0.048925,0.567758,0.049071,0.591231,0.037084,0.6069895,0.041305,0.5574705,0.0370115,NA,NA
"14",2019-03-15,NA,NA,0.480801,0.023154,0.513419,0.048871,0.5535375,0.0551835,0.461358,0.028329,0.555642,0.060572,0.492496,0.020602,0.551095,0.046536,0.445471,0.00983,NA,NA,0.45721,0.015716,0.4868455,0.022034,0.568894,0.031658,0.49643,0.022113,0.482726,0.024815,0.47789,0.0179,0.52298,0.022018,0.48991,0.011891,0.456991,0.019031,0.617088,0.032869,0.410887,0.017354,0.43195,0.046113,0.512423,0.0224775,0.532575,0.024648,0.5247735,0.0190755,0.52401,0.021415,0.45922,0.020758,0.584182,0.054958,0.500728,0.014525,0.446122,0.020468,0.535781,0.061267,0.459023,0.018025,0.456887,0.019923,0.491848,0.019579,0.499291,0.021013,0.531561,0.02841,NA,NA,0.500149,0.020769,0.561473,0.052216,0.574618,0.050859,0.5568485,0.0455115,0.585591,0.03722,0.606423,0.0385075,0.5427555,0.035013,0.5286,0.069343
"15",2019-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48381,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599335,0.032424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2019-04-04,NA,NA,0.483989,0.027204,0.510462,0.054152,0.5482535,0.0352635,0.474455,0.027115,0.5636075,0.0716065,0.490517,0.019422,0.625713,0.040472,0.456369,0.00974,0.596727,0.094941,0.463202,0.017893,0.504775,0.0235795,NA,NA,0.502847,0.021664,0.498627,0.021752,0.506473,0.019259,0.559003,0.025125,0.488514,0.012061,0.432503,0.065164,NA,NA,0.435868,0.016274,0.563658,0.056738,0.521456,0.024761,NA,NA,NA,NA,0.535811,0.029219,0.499482,0.027204,0.6094245,0.057185,0.512898,0.014301,0.478129,0.023504,0.55764,0.084708,0.496121,0.018075,NA,NA,0.495858,0.021504,0.524043,0.025384,0.579436,0.021469,0.5796975,0.08519,0.5193995,0.0225145,0.586357,0.048394,0.611842,0.060192,NA,NA,0.584537,0.036545,0.63737,0.047306,NA,NA,0.569365,0.075823
"17",2019-04-09,0.593619,0.041641,0.474056,0.029624,0.49357,0.052184,NA,NA,0.455037,0.0246425,0.554513,0.0752745,0.480189,0.019372,0.621961,0.039634,0.446407,0.008788,0.555618,0.092694,0.459703,0.017143,0.480991,0.0329705,0.602643,0.045691,0.487246,0.020854,0.485903,0.0236,0.470557,0.019543,0.535015,0.0231965,0.475892,0.013044,0.4639595,0.0202745,NA,NA,0.407167,0.016274,0.561338,0.056937,0.501437,0.0222955,0.532392,0.025012,NA,NA,0.516197,0.02432,0.436877,0.030467,0.5786045,0.061392,0.499239,0.014841,0.455898,0.024785,0.192292,0.057132,0.472479,0.018285,NA,NA,0.479179,0.021022,NA,NA,0.547239,0.040055,0.556695,0.0893565,0.488769,0.0227445,0.646985,0.143222,0.586345,0.048938,0.1305235,0.014948,0.563043,0.03839,0.6457745,0.042946,0.5454495,0.035475,0.479142,0.109559
"18",2019-04-19,0.449516,0.076248,0.462488,0.030976,0.495014,0.055393,0.542777,0.0355845,0.4628235,0.0259735,0.5585865,0.079524,0.492383,0.021073,0.628319,0.044594,0.453533,0.008985,0.587037,0.053477,0.481347,0.017274,0.4883085,0.027179,0.539981,0.064701,0.491747,0.03238,0.497389,0.023649,0.095096,0.021564,0.5221025,0.045801,0.488261,0.015217,0.4623955,0.0209185,0.626355,0.0416865,0.475849,0.022263,0.637419,0.064536,0.4824865,0.0211995,0.232171,0.024925,0.493056,0.018834,0.5170805,0.030344,0.507221,0.031507,0.5350145,0.060722,0.506958,0.015791,0.450977,0.026212,0.510787,0.109403,0.461126,0.016695,0.457283,0.023207,0.476287,0.021849,0.501163,0.028231,NA,NA,0.5487925,0.101344,0.4897735,0.024999,0.705737,0.071312,0.592762,0.052582,0.53375,0.0499745,0.606897,0.039793,0.6684055,0.065618,0.5606345,0.036323,0.495037,0.080512
"19",2019-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544587,0.020823,0.506951,0.0503305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.740833,0.070818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590153,0.124466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875914,0.0600435,NA,NA,NA,NA
"20",2019-04-29,0.591564,0.045593,0.463652,0.033172,0.485239,0.057141,0.527839,0.0380715,0.4509085,0.0233855,0.531485,0.082759,0.463148,0.022132,0.616191,0.047068,0.444395,0.009547,0.554888,0.104372,0.476453,0.020032,0.4591785,0.022054,0.554455,0.044716,0.481162,0.023079,0.482021,0.024352,0.467515,0.020026,0.521905,0.0252235,0.480401,0.012209,0.4598025,0.020085,0.5926185,0.041289,0.473778,0.02223,0.62023,0.06086,0.477249,0.0223455,0.53358,0.026349,0.4773245,0.0173445,0.5178215,0.032073,0.503363,0.029702,0.530077,0.0588645,0.509717,0.016621,0.461598,0.027375,0.476634,0.119374,0.459001,0.018096,0.451779,0.023384,0.473041,0.021918,0.496614,0.028059,0.567826,0.023906,0.5350715,0.1050165,0.484972,0.0250155,0.556401,0.045544,0.572708,0.056299,0.5218415,0.051029,0.561976,0.042824,0.6202565,0.069068,0.51851,0.034083,0.478048,0.083465
"21",2019-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257543,0.013512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2019-05-14,NA,NA,0.472052,0.035444,0.505164,0.061308,0.5401005,0.0408875,0.479525,0.0240615,NA,NA,NA,NA,0.672323,0.055022,0.447887,0.01064,NA,NA,0.510124,0.020095,NA,NA,0.578947,0.049032,NA,NA,NA,NA,NA,NA,NA,NA,0.493334,0.013324,NA,NA,0.61142,0.041204,0.491839,0.023135,0.703697,0.06599,0.5115565,0.0316065,0.544522,0.028643,0.4907465,0.0175925,NA,NA,0.488138,0.02453,0.579882,0.066561,0.418592,0.093899,0.475149,0.026928,NA,NA,0.466534,0.018095,0.461539,0.022716,0.482859,0.062235,0.505398,0.029906,NA,NA,NA,NA,0.4911375,0.0405635,NA,NA,0.616146,0.071995,0.557654,0.050857,0.639636,0.047089,NA,NA,0.525312,0.0591305,0.301636,0.08257
"23",2019-05-24,0.563874,0.044422,0.412605,0.034794,0.486148,0.053932,0.523124,0.04065,0.4417125,0.020672,0.499263,0.0751895,0.450685,0.022495,0.584408,0.052173,0.427317,0.008756,0.502567,0.139595,0.473909,0.018732,0.439508,0.0210295,0.533911,0.047899,0.427009,0.019521,0.43431,0.020386,0.440615,0.014963,0.511174,0.024373,0.471477,0.011338,0.460354,0.02154,0.584183,0.0473815,0.452869,0.018736,0.597531,0.055967,0.45684,0.020032,0.511508,0.030907,0.4635735,0.01793,0.497964,0.036529,0.457337,0.022182,NA,NA,0.481165,0.017042,0.449771,0.026773,NA,NA,0.439158,0.0168,0.463265,0.021747,0.476403,0.02336,0.45061,0.095639,NA,NA,0.518575,0.1213565,0.487368,0.0271675,0.57983,0.040154,0.516267,0.103821,0.536244,0.0502665,0.543715,0.047479,0.6719035,0.080476,0.515003,0.023944,0.518256,0.085274
"24",2019-05-29,0.600339,0.051562,0.455049,0.036586,0.469755,0.06144,NA,NA,0.4466485,0.022774,0.512472,0.081922,0.447852,0.025905,0.590252,0.052239,0.423432,0.017489,0.506918,0.159994,0.471884,0.019551,0.445531,0.022455,0.545537,0.048422,0.434623,0.020056,0.423873,0.022172,0.440205,0.01475,0.5130105,0.02556,0.47229,0.014404,0.46792,0.0223525,0.243304,0.0902625,0.440303,0.018442,0.604419,0.056396,0.462928,0.0188,0.512964,0.025112,0.465173,0.0190265,0.4885355,0.0389395,0.439335,0.021749,0.5144725,0.067196,0.463077,0.015504,NA,NA,0.46164,0.148913,NA,NA,0.38347,0.053117,0.462547,0.022741,0.47782,0.031718,0.487788,0.025414,0.4962585,0.131056,0.4758375,0.028972,0.530433,0.040817,0.573172,0.068891,0.518922,0.054849,0.53607,0.053423,0.611781,0.0910015,0.5114145,0.0364235,0.475546,0.101589
"25",2019-06-03,0.636071,0.052286,NA,NA,NA,NA,NA,NA,0.466337,0.022145,0.5069145,0.0798145,0.22862,0.065114,0.231522,0.082872,0.432895,0.011038,0.495133,0.169033,0.475652,0.018754,0.4632375,0.023669,NA,NA,0.450894,0.024217,0.448444,0.024136,0.456451,0.018454,0.203782,0.1241105,0.494919,0.01385,0.4863205,0.022091,0.555753,0.067701,0.459076,0.020641,0.622538,0.060807,0.4763455,0.0649695,0.539894,0.024749,NA,NA,0.4876885,0.0369775,0.475894,0.017114,0.5672305,0.0698925,0.499162,0.020099,NA,NA,0.573555,0.142463,NA,NA,NA,NA,NA,NA,0.389161,0.093053,0.533395,0.042887,0.5621495,0.127325,NA,NA,NA,NA,NA,NA,0.5665635,0.066926,NA,NA,0.7087235,0.081049,0.562411,0.0392645,NA,NA
"26",2019-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457857,0.042771,NA,NA,NA,NA,NA,NA,NA,NA
"27",2019-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.731647,0.041201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48918,0.020521,0.711332,0.081194,0.5133965,0.0245685,NA,NA,0.522635,0.0186365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5953345,0.0408625,NA,NA
"28",2019-07-03,0.558922,0.054043,0.442629,0.032864,0.471944,0.05831,0.5164895,0.0422385,0.420787,0.0215325,0.456146,0.0714015,0.422106,0.023923,0.459963,0.072312,0.400647,0.010073,0.417471,0.159374,0.423685,0.017392,0.4281,0.0223385,0.530291,0.051338,0.405539,0.021378,0.407899,0.022619,0.420581,0.01524,0.471445,0.024956,0.452761,0.012255,0.44713,0.03473,0.5967885,0.050727,0.396742,0.01696,0.555738,0.057237,0.4391035,0.02084,0.498862,0.024462,0.4596845,0.0179315,0.3960365,0.0273055,0.422474,0.02315,0.5153075,0.067135,0.435938,0.01598,0.400185,0.024467,0.492516,0.148511,0.412824,0.0171,0.425118,0.021963,0.437758,0.022889,0.465117,0.029451,0.404068,0.028083,0.482784,0.1332205,0.4795445,0.0293765,0.503393,0.039243,0.60386,0.063965,0.515622,0.054496,0.503296,0.065642,0.5581025,0.0905845,0.5041235,0.036419,0.442633,0.104409
"29",2019-07-08,0.579338,0.054965,0.441543,0.035299,0.3829,0.076767,0.5356925,0.0461285,0.425876,0.021098,0.4753255,0.071124,0.417706,0.022955,0.253541,0.041151,0.412385,0.012476,NA,NA,0.41292,0.015808,0.4272945,0.022571,0.57061,0.048215,0.399935,0.0214,0.395521,0.021681,0.403403,0.014317,0.4924735,0.03694,0.447732,0.013927,0.458056,0.0209665,0.5981845,0.03726,0.377478,0.017782,0.583095,0.061691,0.4613845,0.0286975,0.480879,0.024055,0.47825,0.020701,0.389942,0.027418,0.399856,0.019527,0.551916,0.0572265,0.41436,0.01583,0.387382,0.028476,0.52018,0.114148,0.403191,0.023676,0.417277,0.0412,0.430875,0.022845,0.448036,0.027868,0.407467,0.025897,0.3197765,0.0577875,0.480563,0.028696,0.497803,0.040226,0.598256,0.072428,0.526773,0.0582545,0.552992,0.070582,0.5073985,0.0621715,0.5360115,0.0326945,0.467694,0.101865
"30",2019-07-13,NA,NA,NA,NA,0.514938,0.064691,NA,NA,NA,NA,0.5612475,0.0756865,NA,NA,0.447726,0.076875,0.451881,0.012846,NA,NA,0.438322,0.019032,0.4662545,0.02214,0.278896,0.060493,0.235282,0.084898,NA,NA,0.174585,0.03483,NA,NA,0.485611,0.019653,0.489308,0.0194,0.6546465,0.0468045,0.386373,0.018843,0.551649,0.061485,0.2033405,0.077358,0.415768,0.052574,NA,NA,0.190952,0.057382,NA,NA,0.4840805,0.0685075,NA,NA,0.40508,0.029805,0.260344,0.182541,NA,NA,0.432429,0.024228,0.468073,0.025166,0.499127,0.029612,0.398003,0.026357,NA,NA,NA,NA,0.216166,0.060598,0.624377,0.069218,NA,NA,0.52437,0.072833,0.5800745,0.0881305,0.5225185,0.0364025,NA,NA
"31",2019-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35086,0.132848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
