system:time_start,VV_median,fitted
"Feb 22, 2018",-6.807,-6.836
"Mar 6, 2018",-6.884,-6.87
"Mar 18, 2018",-6.336,-6.919
"Mar 30, 2018",-6.391,-6.98
"Apr 11, 2018",-6.359,-7.05
"Apr 23, 2018",-6.7,-7.125
"May 5, 2018",-6.361,-7.204
"May 17, 2018",-6.258,-7.281
"May 29, 2018",-6.48,-7.353
"Jun 10, 2018",-6.889,-7.418
"Jun 22, 2018",-6.731,-7.471
"Jul 4, 2018",-6.446,-7.511
"Jul 16, 2018",-6.514,-7.536
"Jul 28, 2018",-6.818,-7.543
"Aug 9, 2018",-6.426,-7.534
"Aug 21, 2018",-6.974,-7.507
"Sep 2, 2018",-7.016,-7.464
"Sep 14, 2018",-7.106,-7.406
"Sep 26, 2018",-6.991,-7.335
"Oct 8, 2018",-6.61,-7.255
"Oct 20, 2018",-6.461,-7.168
"Nov 1, 2018",-6.398,-7.078
"Nov 13, 2018",-6.234,-6.988
"Nov 25, 2018",-6.542,-6.902
"Dec 7, 2018",-6.952,-6.824
"Dec 19, 2018",-6.866,-6.756
"Dec 31, 2018",-6.33,-6.7
"Jan 12, 2019",-6.571,-6.66
"Jan 24, 2019",-6.492,-6.637
"Feb 5, 2019",-6.861,-6.63
"Feb 17, 2019",-6.42,-6.641
"Mar 1, 2019",-6.899,-6.669
"Mar 13, 2019",-6.352,-6.711
"Mar 25, 2019",-7.044,-6.767
"Apr 6, 2019",-6.77,-6.833
"Apr 30, 2019",-6.858,-6.985
"May 12, 2019",-7.015,-7.063
"May 24, 2019",-6.234,-7.138
"Jun 5, 2019",-7.393,-7.206
"Jun 17, 2019",-6.614,-7.265
"Jul 11, 2019",-7.422,-7.342
"Jul 23, 2019",-6.516,-7.357
"Aug 4, 2019",-6.985,-7.355
"Aug 16, 2019",-7.485,-7.336
"Aug 28, 2019",-7.454,-7.3
"Sep 9, 2019",-7.076,-7.248
"Sep 21, 2019",-7.669,-7.183
"Oct 3, 2019",-7.447,-7.107
"Oct 15, 2019",-7.101,-7.022
"Oct 27, 2019",-6.955,-6.933
"Nov 8, 2019",-7.703,-6.843
"Nov 20, 2019",-6.394,-6.755
"Dec 2, 2019",-6.297,-6.672
"Dec 14, 2019",-6.825,-6.599
"Dec 26, 2019",-6.424,-6.538
"Jan 7, 2020",-6.449,-6.491
"Jan 19, 2020",-7.107,-6.46
"Jan 25, 2020",-6.323,-6.451
"Jan 31, 2020",-6.518,-6.446
"Feb 12, 2020",-6.955,-6.45
"Feb 24, 2020",-7.048,-6.47
"Mar 7, 2020",-6.547,-6.506
"Mar 19, 2020",-6.43,-6.557
"Mar 31, 2020",-6.517,-6.619
"Apr 12, 2020",-6.851,-6.689
"Apr 24, 2020",-6.546,-6.766
"May 6, 2020",-6.667,-6.844
"May 18, 2020",-6.176,-6.921
"May 30, 2020",-6.644,-6.992
"Jun 11, 2020",-6.481,-7.056
"Jun 23, 2020",-6.226,-7.108
"Jul 5, 2020",-6.235,-7.146
"Jul 17, 2020",-6.395,-7.168
"Jul 29, 2020",-6.346,-7.174
"Aug 10, 2020",-6.734,-7.162
"Aug 22, 2020",-7.451,-7.133
"Sep 3, 2020",-7.18,-7.088
"Sep 15, 2020",-7.674,-7.028
"Sep 27, 2020",-6.515,-6.956
"Oct 9, 2020",-7.354,-6.875
"Oct 21, 2020",-6.334,-6.788
"Nov 2, 2020",-6.61,-6.697
"Nov 14, 2020",-6.682,-6.608
"Nov 26, 2020",-6.042,-6.523
"Dec 20, 2020",-6.826,-6.378
"Jan 1, 2021",-7.421,-6.325
"Jan 13, 2021",-7.923,-6.287
"Jan 25, 2021",-6.762,-6.265
"Feb 6, 2021",-7.014,-6.261
"Feb 18, 2021",-6.104,-6.274
"Mar 2, 2021",-6.195,-6.304
"Mar 14, 2021",-6.492,-6.348
"Mar 26, 2021",-6.54,-6.406
"Apr 7, 2021",-6.396,-6.473
"Apr 19, 2021",-6.201,-6.547
"May 1, 2021",-6.739,-6.625
"May 13, 2021",-7.025,-6.703
"May 25, 2021",-7.578,-6.777
"Jun 6, 2021",-6.71,-6.845
"Jun 18, 2021",-7.977,-6.902
"Jun 30, 2021",-8.081,-6.946
"Jul 12, 2021",-8.044,-6.976
"Jul 24, 2021",-7.704,-6.989
"Aug 5, 2021",-7.674,-6.984
"Aug 17, 2021",-7.954,-6.963
"Aug 29, 2021",-7.892,-6.925
"Sep 10, 2021",-6.769,-6.871
"Sep 22, 2021",-7.666,-6.804
"Oct 4, 2021",-7.766,-6.727
"Oct 16, 2021",-6.483,-6.642
"Oct 28, 2021",-6.099,-6.552
"Nov 9, 2021",-6.616,-6.462
"Nov 21, 2021",-6.202,-6.374
"Dec 3, 2021",-6.336,-6.293
"Dec 15, 2021",-6.459,-6.221
