system:time_start,VV_median,fitted
"Feb 11, 2019",-6.525,-6.5
"Feb 23, 2019",-6.383,-6.471
"Mar 7, 2019",-6.374,-6.438
"Mar 19, 2019",-6.964,-6.405
"Mar 31, 2019",-6.402,-6.372
"Apr 12, 2019",-6.274,-6.34
"Apr 24, 2019",-6.13,-6.31
"May 6, 2019",-6.115,-6.285
"May 18, 2019",-6.223,-6.264
"May 30, 2019",-5.792,-6.249
"Jun 11, 2019",-6.045,-6.239
"Jun 23, 2019",-6.226,-6.236
"Jul 5, 2019",-6.357,-6.239
"Jul 17, 2019",-6.378,-6.248
"Jul 29, 2019",-6.102,-6.262
"Aug 10, 2019",-6.309,-6.281
"Aug 22, 2019",-6.166,-6.303
"Sep 3, 2019",-6.13,-6.329
"Sep 15, 2019",-6.216,-6.355
"Sep 27, 2019",-5.916,-6.382
"Oct 9, 2019",-6.074,-6.408
"Oct 21, 2019",-6.306,-6.431
"Nov 2, 2019",-6.036,-6.451
"Nov 14, 2019",-6.397,-6.466
"Nov 26, 2019",-6.661,-6.477
"Dec 8, 2019",-6.197,-6.481
"Dec 20, 2019",-6.398,-6.479
"Jan 1, 2020",-6.056,-6.471
"Jan 13, 2020",-6.429,-6.456
"Feb 6, 2020",-6.603,-6.412
"Feb 18, 2020",-6.38,-6.384
"Mar 1, 2020",-6.608,-6.352
"Mar 13, 2020",-6.07,-6.319
"Mar 25, 2020",-6.585,-6.286
"Apr 6, 2020",-6.288,-6.253
"Apr 18, 2020",-5.996,-6.222
"Apr 30, 2020",-6.056,-6.195
"May 12, 2020",-6.43,-6.172
"May 24, 2020",-5.851,-6.154
"Jun 5, 2020",-6.247,-6.142
"Jun 17, 2020",-6.252,-6.136
"Jun 29, 2020",-6.043,-6.136
"Jul 11, 2020",-5.774,-6.143
"Jul 23, 2020",-6.067,-6.155
"Aug 4, 2020",-6.258,-6.172
"Aug 16, 2020",-5.685,-6.193
"Aug 28, 2020",-6.019,-6.217
"Sep 9, 2020",-6.85,-6.243
"Sep 21, 2020",-7.009,-6.27
"Oct 15, 2020",-6.896,-6.321
"Oct 27, 2020",-7.043,-6.343
"Nov 8, 2020",-6.864,-6.36
"Nov 20, 2020",-6.211,-6.372
"Dec 2, 2020",-6.225,-6.379
"Dec 14, 2020",-6.291,-6.38
"Dec 26, 2020",-6.444,-6.375
"Jan 7, 2021",-6.482,-6.363
"Jan 19, 2021",-6.373,-6.346
"Jan 31, 2021",-6.384,-6.323
"Feb 12, 2021",-6.424,-6.296
"Feb 24, 2021",-6.299,-6.266
"Mar 8, 2021",-6.808,-6.233
"Mar 20, 2021",-6.212,-6.2
"Apr 1, 2021",-6.628,-6.167
"Apr 13, 2021",-6.507,-6.135
"Apr 25, 2021",-6.211,-6.106
"May 7, 2021",-6.09,-6.081
"Aug 23, 2021",-6.064,-6.106
"Sep 4, 2021",-6.03,-6.131
"Sep 16, 2021",-6.071,-6.158
"Sep 28, 2021",-6.212,-6.185
"Oct 10, 2021",-6.16,-6.21
"Oct 22, 2021",-6.402,-6.233
"Nov 3, 2021",-6.183,-6.253
"Nov 15, 2021",-6.45,-6.267
"Nov 27, 2021",-6.48,-6.277
"Dec 9, 2021",-5.992,-6.28
"Dec 21, 2021",-6.129,-6.277
