"","system.time_start","RVI_median","VH_median","VV_median","Date"
"51","Oct 13, 2017",0.798,-13.581,-7.518,2017-10-13
"52","Oct 25, 2017",0.853,-12.732,-7.079,2017-10-25
"53","Nov 6, 2017",0.868,-11.983,-6.422,2017-11-06
"54","Nov 18, 2017",0.786,-13.038,-6.927,2017-11-18
"55","Nov 30, 2017",0.81,-12.992,-7.014,2017-11-30
"56","Dec 12, 2017",0.837,-12.142,-6.354,2017-12-12
"57","Dec 24, 2017",0.772,-13.007,-6.755,2017-12-24
"58","Jan 5, 2018",0.759,-13.243,-6.919,2018-01-05
"59","Jan 17, 2018",0.73,-13.434,-6.899,2018-01-17
"60","Jan 29, 2018",0.722,-13.602,-7.006,2018-01-29
"61","Feb 10, 2018",0.714,-12.868,-6.203,2018-02-10
"62","Feb 22, 2018",0.698,-13.556,-6.807,2018-02-22
"63","Mar 6, 2018",0.706,-13.619,-6.884,2018-03-06
"64","Mar 18, 2018",0.692,-13.142,-6.336,2018-03-18
"65","Mar 30, 2018",0.67,-13.352,-6.391,2018-03-30
"66","Apr 11, 2018",0.697,-13.117,-6.359,2018-04-11
"67","Apr 23, 2018",0.671,-13.621,-6.7,2018-04-23
"68","May 5, 2018",0.694,-13.141,-6.361,2018-05-05
"69","May 17, 2018",0.638,-13.471,-6.258,2018-05-17
"70","May 29, 2018",0.675,-13.415,-6.48,2018-05-29
"71","Jun 10, 2018",0.658,-13.934,-6.889,2018-06-10
"72","Jun 22, 2018",0.625,-14.072,-6.731,2018-06-22
"73","Jul 4, 2018",0.636,-13.631,-6.446,2018-07-04
"74","Jul 16, 2018",0.665,-13.463,-6.514,2018-07-16
"75","Jul 28, 2018",0.64,-14.04,-6.818,2018-07-28
"76","Aug 9, 2018",0.727,-12.943,-6.426,2018-08-09
"77","Aug 21, 2018",0.654,-14.099,-6.974,2018-08-21
"78","Sep 2, 2018",0.693,-13.826,-7.016,2018-09-02
"79","Sep 14, 2018",0.671,-14.008,-7.106,2018-09-14
"80","Sep 26, 2018",0.685,-13.86,-6.991,2018-09-26
"81","Oct 8, 2018",0.735,-13.038,-6.61,2018-10-08
"82","Oct 20, 2018",0.778,-12.65,-6.461,2018-10-20
"83","Nov 1, 2018",0.747,-12.822,-6.398,2018-11-01
"84","Nov 13, 2018",0.757,-12.605,-6.234,2018-11-13
"85","Nov 25, 2018",0.745,-12.98,-6.542,2018-11-25
"86","Dec 7, 2018",0.722,-13.503,-6.952,2018-12-07
"87","Dec 19, 2018",0.677,-13.741,-6.866,2018-12-19
"88","Dec 31, 2018",0.716,-12.914,-6.33,2018-12-31
"89","Jan 12, 2019",0.669,-13.538,-6.571,2019-01-12
"90","Jan 24, 2019",0.697,-13.301,-6.492,2019-01-24
"91","Feb 5, 2019",0.667,-13.896,-6.861,2019-02-05
"92","Feb 17, 2019",0.717,-12.98,-6.42,2019-02-17
"93","Mar 1, 2019",0.649,-14.037,-6.899,2019-03-01
"94","Mar 13, 2019",0.665,-13.335,-6.352,2019-03-13
"95","Mar 25, 2019",0.657,-14.109,-7.044,2019-03-25
"96","Apr 6, 2019",0.648,-13.913,-6.77,2019-04-06
"97","Apr 30, 2019",0.663,-13.883,-6.858,2019-04-30
"98","May 12, 2019",0.652,-14.18,-7.015,2019-05-12
"99","May 24, 2019",0.628,-13.577,-6.234,2019-05-24
"100","Jun 5, 2019",0.67,-14.394,-7.393,2019-06-05
"101","Jun 17, 2019",0.662,-13.575,-6.614,2019-06-17
"102","Jul 11, 2019",0.663,-14.414,-7.422,2019-07-11
"103","Jul 23, 2019",0.654,-13.609,-6.516,2019-07-23
"104","Aug 4, 2019",0.639,-14.266,-6.985,2019-08-04
"105","Aug 16, 2019",0.686,-14.326,-7.485,2019-08-16
"106","Aug 28, 2019",0.705,-14.172,-7.454,2019-08-28
"107","Sep 9, 2019",0.669,-14.08,-7.076,2019-09-09
"108","Sep 21, 2019",0.739,-14.111,-7.669,2019-09-21
"109","Oct 3, 2019",0.713,-14.113,-7.447,2019-10-03
"110","Oct 15, 2019",0.738,-13.641,-7.101,2019-10-15
"111","Oct 27, 2019",0.745,-13.356,-6.955,2019-10-27
"112","Nov 8, 2019",0.757,-14.087,-7.703,2019-11-08
"113","Nov 20, 2019",0.8,-12.432,-6.394,2019-11-20
"114","Dec 2, 2019",0.769,-12.578,-6.297,2019-12-02
"115","Dec 14, 2019",0.684,-13.704,-6.825,2019-12-14
"116","Dec 26, 2019",0.712,-13.058,-6.424,2019-12-26
"117","Jan 7, 2020",0.729,-12.96,-6.449,2020-01-07
"118","Jan 19, 2020",0.657,-14.164,-7.107,2020-01-19
"119","Jan 25, 2020",0.728,-12.823,-6.323,2020-01-25
"120","Jan 31, 2020",0.646,-13.677,-6.518,2020-01-31
"121","Feb 12, 2020",0.663,-13.984,-6.955,2020-02-12
"122","Feb 24, 2020",0.669,-14.038,-7.048,2020-02-24
"123","Mar 7, 2020",0.701,-13.262,-6.547,2020-03-07
"124","Mar 19, 2020",0.636,-13.702,-6.43,2020-03-19
"125","Mar 31, 2020",0.627,-13.837,-6.517,2020-03-31
"126","Apr 12, 2020",0.638,-14.073,-6.851,2020-04-12
"127","Apr 24, 2020",0.619,-13.891,-6.546,2020-04-24
"128","May 6, 2020",0.624,-14.039,-6.667,2020-05-06
"129","May 18, 2020",0.612,-13.607,-6.176,2020-05-18
"130","May 30, 2020",0.604,-14.137,-6.644,2020-05-30
"131","Jun 11, 2020",0.635,-13.731,-6.481,2020-06-11
"132","Jun 23, 2020",0.609,-13.735,-6.226,2020-06-23
"133","Jul 5, 2020",0.634,-13.453,-6.235,2020-07-05
"134","Jul 17, 2020",0.623,-13.74,-6.395,2020-07-17
"135","Jul 29, 2020",0.615,-13.774,-6.346,2020-07-29
"136","Aug 10, 2020",0.642,-13.951,-6.734,2020-08-10
"137","Aug 22, 2020",0.698,-14.197,-7.451,2020-08-22
"138","Sep 3, 2020",0.691,-13.987,-7.18,2020-09-03
"139","Sep 15, 2020",0.743,-14.109,-7.674,2020-09-15
"140","Sep 27, 2020",0.698,-13.23,-6.515,2020-09-27
"141","Oct 9, 2020",0.782,-13.521,-7.354,2020-10-09
"142","Oct 21, 2020",0.798,-12.369,-6.334,2020-10-21
"143","Nov 2, 2020",0.763,-12.888,-6.61,2020-11-02
"144","Nov 14, 2020",0.698,-13.413,-6.682,2020-11-14
"145","Nov 26, 2020",0.655,-13.143,-6.042,2020-11-26
"146","Dec 20, 2020",0.684,-13.699,-6.826,2020-12-20
"147","Jan 1, 2021",0.705,-14.101,-7.421,2021-01-01
"148","Jan 13, 2021",0.745,-14.296,-7.923,2021-01-13
"149","Jan 25, 2021",0.747,-13.173,-6.762,2021-01-25
"150","Feb 6, 2021",0.811,-12.991,-7.014,2021-02-06
"151","Feb 18, 2021",0.737,-12.646,-6.104,2021-02-18
"152","Mar 2, 2021",0.682,-13.111,-6.195,2021-03-02
"153","Mar 14, 2021",0.671,-13.481,-6.492,2021-03-14
"154","Mar 26, 2021",0.651,-13.678,-6.54,2021-03-26
"155","Apr 7, 2021",0.637,-13.603,-6.396,2021-04-07
"156","Apr 19, 2021",0.619,-13.582,-6.201,2021-04-19
"157","May 1, 2021",0.627,-14.068,-6.739,2021-05-01
"158","May 13, 2021",0.639,-14.243,-7.025,2021-05-13
"159","May 25, 2021",0.709,-14.294,-7.578,2021-05-25
"160","Jun 6, 2021",0.665,-13.743,-6.71,2021-06-06
"161","Jun 18, 2021",0.758,-14.195,-7.977,2021-06-18
"162","Jun 30, 2021",0.763,-14.386,-8.081,2021-06-30
"163","Jul 12, 2021",0.761,-14.329,-8.044,2021-07-12
"164","Jul 24, 2021",0.778,-13.86,-7.704,2021-07-24
"165","Aug 5, 2021",0.818,-13.639,-7.674,2021-08-05
"166","Aug 17, 2021",0.802,-13.946,-7.954,2021-08-17
"167","Aug 29, 2021",0.803,-13.835,-7.892,2021-08-29
"168","Sep 10, 2021",0.761,-13.037,-6.769,2021-09-10
"169","Sep 22, 2021",0.816,-13.558,-7.666,2021-09-22
"170","Oct 4, 2021",0.85,-13.416,-7.766,2021-10-04
"171","Oct 16, 2021",0.764,-12.712,-6.483,2021-10-16
"172","Oct 28, 2021",0.774,-12.301,-6.099,2021-10-28
"173","Nov 9, 2021",0.702,-13.303,-6.616,2021-11-09
"174","Nov 21, 2021",0.733,-12.693,-6.202,2021-11-21
"175","Dec 3, 2021",0.686,-13.195,-6.336,2021-12-03
"176","Dec 15, 2021",0.687,-13.353,-6.459,2021-12-15
"177","Jan 10, 2016",0.989,-12.584,-7.751,2016-01-10
"178","Jan 22, 2016",0.946,-11.485,-6.389,2016-01-22
"179","Feb 3, 2016",0.868,-12.52275,-6.8905,2016-02-03
"180","Feb 15, 2016",0.823,-12.689,-6.9295,2016-02-15
"181","Feb 27, 2016",0.8345,-12.9765,-7.1855,2016-02-27
"182","Mar 10, 2016",0.836,-13.4625,-7.7425,2016-03-10
"183","Apr 3, 2016",0.836,-13.469,-7.784,2016-04-03
"184","Apr 15, 2016",0.851,-13.7575,-8.1025,2016-04-15
"185","Apr 27, 2016",0.867,-13.9175,-8.3435,2016-04-27
"186","May 9, 2016",0.9055,-14.053,-8.7625,2016-05-09
"187","May 21, 2016",0.9195,-13.5335,-8.2565,2016-05-21
"188","Jun 2, 2016",0.936,-13.6435,-8.629,2016-06-02
"189","Jun 14, 2016",0.9375,-13.705,-8.715,2016-06-14
"190","Jul 8, 2016",0.929,-13.24,-8.1515,2016-07-08
"191","Jul 20, 2016",0.9405,-13.803,-8.666,2016-07-20
"192","Aug 1, 2016",0.8985,-13.8085,-8.519,2016-08-01
"193","Aug 13, 2016",0.9275,-13.9535,-8.78,2016-08-13
"194","Aug 25, 2016",0.9345,-14.029,-8.937,2016-08-25
"195","Sep 6, 2016",0.923,-13.459,-8.148,2016-09-06
"196","Sep 18, 2016",1.0055,-13.5835,-8.87,2016-09-18
"197","Oct 6, 2016",0.889,-13.051,-7.669,2016-10-06
"198","Oct 18, 2016",0.905,-13.112,-7.759,2016-10-18
"199","Oct 30, 2016",0.908,-12.17,-6.858,2016-10-30
"200","Nov 11, 2016",0.835,-12.737,-7.016,2016-11-11
"201","Nov 23, 2016",0.79,-12.918,-6.894,2016-11-23
"202","Dec 5, 2016",0.78,-13.018,-6.889,2016-12-05
"203","Dec 17, 2016",0.8,-12.547,-6.518,2016-12-17
"204","Dec 29, 2016",0.737,-13.426,-6.956,2016-12-29
"205","Jan 10, 2017",0.743,-13.523,-7.07,2017-01-10
"206","Jan 22, 2017",0.721,-13.672,-7.107,2017-01-22
"207","Feb 3, 2017",0.731,-13.555,-7.084,2017-02-03
"208","Feb 15, 2017",0.775,-12.519,-6.329,2017-02-15
"209","Feb 27, 2017",0.716,-13.428,-6.822,2017-02-27
"210","Mar 11, 2017",0.694,-13.859,-7.107,2017-03-11
"211","Mar 23, 2017",0.747,-13.608,-7.181,2017-03-23
"212","Apr 4, 2017",0.704,-13.947,-7.24,2017-04-04
"213","Apr 16, 2017",0.755,-14.133,-7.765,2017-04-16
"214","Apr 28, 2017",0.818,-12.983,-7.075,2017-04-28
"215","May 10, 2017",0.724,-13.476,-6.894,2017-05-10
"216","May 22, 2017",0.835,-12.138,-6.391,2017-05-22
"217","Jun 3, 2017",0.738,-13.646,-7.175,2017-06-03
"218","Jun 15, 2017",0.734,-13.514,-7.021,2017-06-15
"219","Jun 27, 2017",0.782,-12.65,-6.483,2017-06-27
"220","Jul 9, 2017",0.769,-12.802,-6.568,2017-07-09
"221","Jul 21, 2017",0.702,-13.631,-6.957,2017-07-21
"222","Aug 2, 2017",0.728,-13.171,-6.669,2017-08-02
"223","Aug 14, 2017",0.724,-13.949,-7.41,2017-08-14
"224","Sep 7, 2017",0.736,-13.896,-7.475,2017-09-07
"225","Sep 19, 2017",0.827,-12.736,-6.923,2017-09-19
"226","Oct 1, 2017",0.802,-13.337,-7.301,2017-10-01
"227","Oct 13, 2017",0.798,-13.581,-7.518,2017-10-13
"228","Oct 25, 2017",0.853,-12.732,-7.079,2017-10-25
"229","Nov 6, 2017",0.868,-11.983,-6.422,2017-11-06
"230","Nov 18, 2017",0.786,-13.038,-6.927,2017-11-18
"231","Nov 30, 2017",0.81,-12.992,-7.014,2017-11-30
"232","Dec 12, 2017",0.837,-12.142,-6.354,2017-12-12
"233","Dec 24, 2017",0.772,-13.007,-6.755,2017-12-24
"234","Jan 5, 2018",0.759,-13.243,-6.919,2018-01-05
"235","Jan 17, 2018",0.73,-13.434,-6.899,2018-01-17
"236","Jan 29, 2018",0.722,-13.602,-7.006,2018-01-29
"237","Feb 10, 2018",0.714,-12.868,-6.203,2018-02-10
"238","Feb 22, 2018",0.698,-13.556,-6.807,2018-02-22
"239","Mar 6, 2018",0.706,-13.619,-6.884,2018-03-06
"240","Mar 18, 2018",0.692,-13.142,-6.336,2018-03-18
"241","Mar 30, 2018",0.67,-13.352,-6.391,2018-03-30
"242","Apr 11, 2018",0.697,-13.117,-6.359,2018-04-11
"243","Apr 23, 2018",0.671,-13.621,-6.7,2018-04-23
"244","May 5, 2018",0.694,-13.141,-6.361,2018-05-05
"245","May 17, 2018",0.638,-13.471,-6.258,2018-05-17
"246","May 29, 2018",0.675,-13.415,-6.48,2018-05-29
"247","Jun 10, 2018",0.658,-13.934,-6.889,2018-06-10
"248","Jun 22, 2018",0.625,-14.072,-6.731,2018-06-22
"249","Jul 4, 2018",0.636,-13.631,-6.446,2018-07-04
"250","Jul 16, 2018",0.665,-13.463,-6.514,2018-07-16
"251","Jul 28, 2018",0.64,-14.04,-6.818,2018-07-28
"252","Aug 9, 2018",0.727,-12.943,-6.426,2018-08-09
"253","Aug 21, 2018",0.654,-14.099,-6.974,2018-08-21
"254","Sep 2, 2018",0.693,-13.826,-7.016,2018-09-02
"255","Sep 14, 2018",0.671,-14.008,-7.106,2018-09-14
"256","Sep 26, 2018",0.685,-13.86,-6.991,2018-09-26
"257","Oct 8, 2018",0.735,-13.038,-6.61,2018-10-08
"258","Oct 20, 2018",0.778,-12.65,-6.461,2018-10-20
"259","Nov 1, 2018",0.747,-12.822,-6.398,2018-11-01
"260","Nov 13, 2018",0.757,-12.605,-6.234,2018-11-13
"261","Nov 25, 2018",0.745,-12.98,-6.542,2018-11-25
"262","Dec 7, 2018",0.722,-13.503,-6.952,2018-12-07
"263","Dec 19, 2018",0.677,-13.741,-6.866,2018-12-19
"264","Dec 31, 2018",0.716,-12.914,-6.33,2018-12-31
"265","Jan 12, 2019",0.669,-13.538,-6.571,2019-01-12
"266","Jan 24, 2019",0.697,-13.301,-6.492,2019-01-24
"267","Feb 5, 2019",0.667,-13.896,-6.861,2019-02-05
"268","Feb 17, 2019",0.717,-12.98,-6.42,2019-02-17
"269","Mar 1, 2019",0.649,-14.037,-6.899,2019-03-01
"270","Mar 13, 2019",0.665,-13.335,-6.352,2019-03-13
"271","Mar 25, 2019",0.657,-14.109,-7.044,2019-03-25
"272","Apr 6, 2019",0.648,-13.913,-6.77,2019-04-06
"273","Apr 30, 2019",0.663,-13.883,-6.858,2019-04-30
"274","May 12, 2019",0.652,-14.18,-7.015,2019-05-12
"275","May 24, 2019",0.628,-13.577,-6.234,2019-05-24
"276","Jun 5, 2019",0.67,-14.394,-7.393,2019-06-05
"277","Jun 17, 2019",0.662,-13.575,-6.614,2019-06-17
"278","Jul 11, 2019",0.663,-14.414,-7.422,2019-07-11
"279","Jul 23, 2019",0.654,-13.609,-6.516,2019-07-23
"280","Aug 4, 2019",0.639,-14.266,-6.985,2019-08-04
"281","Aug 16, 2019",0.686,-14.326,-7.485,2019-08-16
"282","Aug 28, 2019",0.705,-14.172,-7.454,2019-08-28
"283","Sep 9, 2019",0.669,-14.08,-7.076,2019-09-09
"284","Sep 21, 2019",0.739,-14.111,-7.669,2019-09-21
"285","Oct 3, 2019",0.713,-14.113,-7.447,2019-10-03
"286","Oct 15, 2019",0.738,-13.641,-7.101,2019-10-15
"287","Oct 27, 2019",0.745,-13.356,-6.955,2019-10-27
"288","Nov 8, 2019",0.757,-14.087,-7.703,2019-11-08
"289","Nov 20, 2019",0.8,-12.432,-6.394,2019-11-20
"290","Dec 2, 2019",0.769,-12.578,-6.297,2019-12-02
"291","Dec 14, 2019",0.684,-13.704,-6.825,2019-12-14
"292","Dec 26, 2019",0.712,-13.058,-6.424,2019-12-26
"293","Jan 7, 2020",0.729,-12.96,-6.449,2020-01-07
"294","Jan 19, 2020",0.657,-14.164,-7.107,2020-01-19
"295","Jan 25, 2020",0.728,-12.823,-6.323,2020-01-25
"296","Jan 31, 2020",0.646,-13.677,-6.518,2020-01-31
"297","Feb 12, 2020",0.663,-13.984,-6.955,2020-02-12
"298","Feb 24, 2020",0.669,-14.038,-7.048,2020-02-24
"299","Mar 7, 2020",0.701,-13.262,-6.547,2020-03-07
"300","Mar 19, 2020",0.636,-13.702,-6.43,2020-03-19
"301","Mar 31, 2020",0.627,-13.837,-6.517,2020-03-31
"302","Apr 12, 2020",0.638,-14.073,-6.851,2020-04-12
"303","Apr 24, 2020",0.619,-13.891,-6.546,2020-04-24
"304","May 6, 2020",0.624,-14.039,-6.667,2020-05-06
"305","May 18, 2020",0.612,-13.607,-6.176,2020-05-18
"306","May 30, 2020",0.604,-14.137,-6.644,2020-05-30
"307","Jun 11, 2020",0.635,-13.731,-6.481,2020-06-11
"308","Jun 23, 2020",0.609,-13.735,-6.226,2020-06-23
"309","Jul 5, 2020",0.634,-13.453,-6.235,2020-07-05
"310","Jul 17, 2020",0.623,-13.74,-6.395,2020-07-17
"311","Jul 29, 2020",0.615,-13.774,-6.346,2020-07-29
"312","Aug 10, 2020",0.642,-13.951,-6.734,2020-08-10
"313","Aug 22, 2020",0.698,-14.197,-7.451,2020-08-22
"314","Sep 3, 2020",0.691,-13.987,-7.18,2020-09-03
"315","Sep 15, 2020",0.743,-14.109,-7.674,2020-09-15
"316","Sep 27, 2020",0.698,-13.23,-6.515,2020-09-27
"317","Oct 9, 2020",0.782,-13.521,-7.354,2020-10-09
"318","Oct 21, 2020",0.798,-12.369,-6.334,2020-10-21
"319","Nov 2, 2020",0.763,-12.888,-6.61,2020-11-02
"320","Nov 14, 2020",0.698,-13.413,-6.682,2020-11-14
"321","Nov 26, 2020",0.655,-13.143,-6.042,2020-11-26
"322","Dec 20, 2020",0.684,-13.699,-6.826,2020-12-20
"323","Jan 1, 2021",0.705,-14.101,-7.421,2021-01-01
"324","Jan 13, 2021",0.745,-14.296,-7.923,2021-01-13
"325","Jan 25, 2021",0.747,-13.173,-6.762,2021-01-25
"326","Feb 6, 2021",0.811,-12.991,-7.014,2021-02-06
"327","Feb 18, 2021",0.737,-12.646,-6.104,2021-02-18
"328","Mar 2, 2021",0.682,-13.111,-6.195,2021-03-02
"329","Mar 14, 2021",0.671,-13.481,-6.492,2021-03-14
"330","Mar 26, 2021",0.651,-13.678,-6.54,2021-03-26
"331","Apr 7, 2021",0.637,-13.603,-6.396,2021-04-07
"332","Apr 19, 2021",0.619,-13.582,-6.201,2021-04-19
"333","May 1, 2021",0.627,-14.068,-6.739,2021-05-01
"334","May 13, 2021",0.639,-14.243,-7.025,2021-05-13
"335","May 25, 2021",0.709,-14.294,-7.578,2021-05-25
"336","Jun 6, 2021",0.665,-13.743,-6.71,2021-06-06
"337","Jun 18, 2021",0.758,-14.195,-7.977,2021-06-18
"338","Jun 30, 2021",0.763,-14.386,-8.081,2021-06-30
"339","Jul 12, 2021",0.761,-14.329,-8.044,2021-07-12
"340","Jul 24, 2021",0.778,-13.86,-7.704,2021-07-24
"341","Aug 5, 2021",0.818,-13.639,-7.674,2021-08-05
"342","Aug 17, 2021",0.802,-13.946,-7.954,2021-08-17
"343","Aug 29, 2021",0.803,-13.835,-7.892,2021-08-29
"344","Sep 10, 2021",0.761,-13.037,-6.769,2021-09-10
"345","Sep 22, 2021",0.816,-13.558,-7.666,2021-09-22
"346","Oct 4, 2021",0.85,-13.416,-7.766,2021-10-04
"347","Oct 16, 2021",0.764,-12.712,-6.483,2021-10-16
"348","Oct 28, 2021",0.774,-12.301,-6.099,2021-10-28
"349","Nov 9, 2021",0.702,-13.303,-6.616,2021-11-09
"350","Nov 21, 2021",0.733,-12.693,-6.202,2021-11-21
"351","Dec 3, 2021",0.686,-13.195,-6.336,2021-12-03
"352","Dec 15, 2021",0.687,-13.353,-6.459,2021-12-15
