"","date","VH_hectareID_NA","VH_sd_hectareID_NA"
"143",2020-10-27,-13.687276,2.149852
"144",2020-11-08,-13.562012,2.150125
"145",2020-11-20,-13.124372,1.93945
"146",2020-12-02,-13.624329,2.130068
"147",2020-12-14,-13.874712,2.150409
"148",2020-12-26,-13.124502,1.818551
"149",2021-01-07,-14.187241,2.329876
"150",2021-01-19,-14.124291,2.407368
"151",2021-01-31,-14.062382,2.385947
"152",2021-02-12,-14.187167,2.40188
"153",2021-02-24,-14.124053,2.275653
"154",2021-03-08,-14.436994,2.461284
"155",2021-03-20,-13.624708,2.246626
"156",2021-04-01,-14.312337,2.386453
"157",2021-04-13,-14.187348,2.180105
"158",2021-04-25,-13.937122,2.293842
"159",2021-05-07,-13.562449,2.066238
"160",2021-08-23,-13.37395,1.989649
"161",2021-09-04,-13.624538,2.140356
"162",2021-09-16,-14.062674,2.327596
"163",2021-09-28,-13.687277,2.330439
"164",2021-10-10,-12.874497,1.927049
"165",2021-10-22,-13.374628,1.841951
"166",2021-11-03,-13.124687,2.001689
"167",2021-11-15,-13.124678,1.802729
"168",2021-11-27,-13.937257,2.199711
"169",2021-12-09,-12.374747,2.028381
"170",2021-12-21,-12.874562,2.016484
