"","date","VV_hectareID_NA","VV_sd_hectareID_NA"
"132",2020-06-05,-7.12434,2.137382
"133",2020-06-17,-6.937215,1.83011
"134",2020-06-29,-6.937271,2.021417
"135",2020-07-11,-6.812475,2.08283
"136",2020-07-23,-7.187573,2.076144
"137",2020-08-04,-6.874502,1.799274
"138",2020-08-16,-6.624237,2.058756
"139",2020-08-28,-6.87447,1.876526
"140",2020-09-09,-7.186704,2.137093
"141",2020-09-21,-7.687228,2.209265
"142",2020-10-15,-7.374344,2.11688
"143",2020-10-27,-7.374336,2.096696
"144",2020-11-08,-7.37429,2.142474
"145",2020-11-20,-6.874606,1.840906
"146",2020-12-02,-7.187158,1.993846
"147",2020-12-14,-7.374507,2.084778
"148",2020-12-26,-6.937516,1.69174
"149",2021-01-07,-7.562272,2.272548
"150",2021-01-19,-7.562419,2.340656
"151",2021-01-31,-7.562408,2.318247
"152",2021-02-12,-7.562107,2.356553
"153",2021-02-24,-7.374523,2.26318
"154",2021-03-08,-7.874054,2.430908
"155",2021-03-20,-7.124505,2.135857
"156",2021-04-01,-7.624207,2.284828
"157",2021-04-13,-7.437414,2.106022
"158",2021-04-25,-7.312335,2.234637
"159",2021-05-07,-7.062456,2.002948
"160",2021-08-23,-6.937184,1.886686
"161",2021-09-04,-7.124561,2.046075
"162",2021-09-16,-7.437397,2.273214
"163",2021-09-28,-7.312535,2.180609
"164",2021-10-10,-6.87451,1.829404
"165",2021-10-22,-7.187144,1.762988
"166",2021-11-03,-6.937281,1.86324
"167",2021-11-15,-6.937461,1.697692
"168",2021-11-27,-7.562498,2.088405
"169",2021-12-09,-6.37426,1.909333
"170",2021-12-21,-6.874176,1.925783
