"","date","VHVV_ratio_hectareID_NA","VHVV_ratio_sd_hectareID_NA"
"59",2017-12-30,0.257721,0.090112
"60",2018-01-11,0.261696,0.093621
"61",2018-01-23,0.257741,0.092367
"62",2018-02-04,0.285133,0.102304
"63",2018-02-16,0.257751,0.092602
"64",2018-02-28,0.261691,0.092687
"65",2018-03-12,0.273356,0.097761
"66",2018-03-24,0.257754,0.093813
"67",2018-04-05,0.257694,0.091679
"68",2018-04-17,0.26952,0.098395
"69",2018-04-29,0.242111,0.090125
"70",2018-05-11,0.246065,0.09296
"71",2018-05-23,0.257756,0.095954
"72",2018-06-04,0.257723,0.095445
"73",2018-06-16,0.23825,0.09177
"74",2018-06-28,0.242103,0.092283
"75",2018-07-10,0.246077,0.093502
"76",2018-07-22,0.257722,0.096234
"77",2018-08-03,0.253881,0.0966
"78",2018-08-15,0.257742,0.100551
"79",2018-08-27,0.257752,0.101141
"80",2018-09-08,0.25777,0.102817
"81",2018-09-20,0.273367,0.103626
"82",2018-10-02,0.273365,0.104652
"83",2018-10-14,0.273373,0.105986
"84",2018-10-26,0.273389,0.10169
"85",2018-11-07,0.277329,0.100037
"86",2018-11-19,0.257763,0.095569
"87",2018-12-01,0.257733,0.093751
"88",2018-12-13,0.246075,0.090814
"89",2018-12-25,0.24211,0.089583
"90",2019-01-06,0.257713,0.092498
"91",2019-01-18,0.24212,0.091032
"92",2019-01-30,0.253893,0.093973
"93",2019-02-11,0.25774,0.095688
"94",2019-02-23,0.238264,0.088045
"95",2019-03-07,0.238269,0.088902
"96",2019-03-19,0.242131,0.092882
"97",2019-03-31,0.238264,0.087715
"98",2019-04-12,0.253881,0.093007
"99",2019-04-24,0.230447,0.084653
"100",2019-05-06,0.242073,0.087063
"101",2019-05-18,0.242111,0.089563
"102",2019-05-30,0.24211,0.089205
"103",2019-06-11,0.257746,0.095224
"104",2019-06-23,0.246076,0.093804
"105",2019-07-05,0.242085,0.089646
"106",2019-07-17,0.246076,0.093267
"107",2019-07-29,0.238272,0.090095
"108",2019-08-10,0.273375,0.09889
"109",2019-08-22,0.242126,0.09206
"110",2019-09-03,0.253891,0.09268
"111",2019-09-15,0.23828,0.090104
"112",2019-09-27,0.242132,0.093489
"113",2019-10-09,0.253889,0.096021
"114",2019-10-21,0.253885,0.094249
"115",2019-11-02,0.253884,0.095138
"116",2019-11-14,0.257763,0.098279
"117",2019-11-26,0.273365,0.098673
"118",2019-12-08,0.273361,0.098274
"119",2019-12-20,0.257724,0.092369
"120",2020-01-01,0.246064,0.092267
"121",2020-01-13,0.238256,0.088651
"122",2020-02-06,0.246073,0.089441
"123",2020-02-18,0.242113,0.091034
"124",2020-03-01,0.24211,0.091264
"125",2020-03-13,0.261693,0.094078
"126",2020-03-25,0.25771,0.092169
"127",2020-04-06,0.238255,0.088616
"128",2020-04-18,0.253881,0.09349
"129",2020-04-30,0.230446,0.084271
"130",2020-05-12,0.230453,0.087387
"131",2020-05-24,0.242089,0.088195
"132",2020-06-05,0.230457,0.087474
"133",2020-06-17,0.257729,0.093414
"134",2020-06-29,0.246066,0.091521
"135",2020-07-11,0.230435,0.086543
"136",2020-07-23,0.230444,0.087772
"137",2020-08-04,0.226506,0.089634
"138",2020-08-16,0.238262,0.090598
"139",2020-08-28,0.246076,0.092588
"140",2020-09-09,0,0.099328
"141",2020-09-21,0.273349,0.107398
"142",2020-10-15,0.273364,0.108617
"143",2020-10-27,0.288986,0.111428
"144",2020-11-08,0.273371,0.10782
"145",2020-11-20,0.257747,0.093813
"146",2020-12-02,0.246076,0.090117
"147",2020-12-14,0.226511,0.086117
"148",2020-12-26,0.23824,0.086745
"149",2021-01-07,0.242102,0.088312
"150",2021-01-19,0.242102,0.090475
"151",2021-01-31,0.246079,0.092616
"152",2021-02-12,0.242107,0.090142
"153",2021-02-24,0.24208,0.087585
"154",2021-03-08,0.242082,0.08899
"155",2021-03-20,0.242136,0.090993
"156",2021-04-01,0.242115,0.089703
"157",2021-04-13,0.242085,0.089255
"158",2021-04-25,0.24207,0.088858
"159",2021-05-07,0.24608,0.092887
"160",2021-08-23,0.261697,0.096428
"161",2021-09-04,0.257747,0.096753
"162",2021-09-16,0.257736,0.096505
"163",2021-09-28,0.273348,0.099213
"164",2021-10-10,0.289015,0.103427
"165",2021-10-22,0.273388,0.098868
"166",2021-11-03,0.273357,0.09739
"167",2021-11-15,0.257763,0.095338
"168",2021-11-27,0.242109,0.089787
"169",2021-12-09,0.257734,0.094024
"170",2021-12-21,0.257714,0.091374
