system:time_start,VV_median,fitted
"Nov 1, 2019",-7.19,-6.8
"Nov 13, 2019",-7.179,-6.729
"Nov 25, 2019",-6.427,-6.656
"Dec 19, 2019",-6.928,-6.516
"Dec 31, 2019",-6.834,-6.454
"Jan 12, 2020",-6.814,-6.401
"Jan 24, 2020",-5.938,-6.36
"Feb 5, 2020",-6.686,-6.331
"Feb 17, 2020",-6.809,-6.316
"Feb 29, 2020",-6.062,-6.315
"Mar 12, 2020",-6.579,-6.329
"Mar 24, 2020",-6.305,-6.356
"Apr 5, 2020",-6.565,-6.396
"Apr 17, 2020",-6.822,-6.447
"Apr 29, 2020",-6.686,-6.505
"May 11, 2020",-7.051,-6.569
"May 23, 2020",-6.317,-6.636
"Jun 4, 2020",-6.185,-6.703
"Jun 16, 2020",-6.447,-6.767
"Jun 28, 2020",-6.311,-6.825
"Jul 10, 2020",-6.184,-6.874
"Jul 22, 2020",-6.452,-6.913
"Aug 3, 2020",-6.571,-6.939
"Aug 15, 2020",-6.56,-6.951
"Aug 27, 2020",-6.683,-6.949
"Sep 8, 2020",-6.694,-6.933
"Sep 20, 2020",-6.8,-6.903
"Oct 2, 2020",-6.694,-6.86
"Oct 14, 2020",-6.563,-6.806
"Oct 26, 2020",-5.824,-6.744
"Nov 7, 2020",-6.056,-6.675
"Nov 19, 2020",-6.063,-6.602
"Dec 1, 2020",-6.457,-6.53
"Dec 13, 2020",-6.184,-6.459
"Dec 25, 2020",-5.932,-6.394
"Jan 6, 2021",-6.191,-6.337
"Jan 18, 2021",-6.564,-6.291
"Jan 30, 2021",-6.681,-6.256
"Feb 11, 2021",-6.328,-6.235
"Feb 23, 2021",-5.689,-6.228
"Mar 7, 2021",-5.942,-6.236
"Mar 19, 2021",-6.434,-6.257
"Mar 31, 2021",-6.305,-6.292
"Apr 12, 2021",-6.314,-6.338
"Apr 24, 2021",-6.057,-6.393
"May 6, 2021",-6.319,-6.455
"May 18, 2021",-6.435,-6.521
"May 30, 2021",-6.31,-6.588
"Jun 11, 2021",-6.33,-6.654
"Jun 23, 2021",-6.556,-6.715
"Jul 5, 2021",-6.804,-6.768
"Jul 17, 2021",-6.694,-6.812
"Jul 29, 2021",-6.922,-6.843
"Aug 10, 2021",-6.962,-6.862
"Aug 22, 2021",-7.045,-6.866
"Sep 3, 2021",-7.058,-6.856
"Sep 15, 2021",-6.953,-6.832
"Sep 27, 2021",-6.94,-6.794
"Oct 9, 2021",-6.825,-6.745
"Oct 21, 2021",-6.193,-6.686
"Nov 2, 2021",-6.195,-6.62
"Nov 14, 2021",-6.196,-6.549
"Nov 26, 2021",-6.304,-6.476
"Dec 8, 2021",-5.929,-6.404
"Dec 20, 2021",-6.197,-6.336
