system:time_start,EVI_median,fitted
"Jul 8, 2019",0.482,0.469
"Jul 13, 2019",0.455,0.467
"Jul 13, 2019",0.463,0.467
"Jul 18, 2019",,0.465
"Jul 18, 2019",,0.465
"Jul 23, 2019",0.333,0.464
"Jul 23, 2019",0.368,0.464
"Jul 28, 2019",0.496,0.463
"Jul 28, 2019",0.497,0.463
"Aug 2, 2019",0.447,0.462
"Aug 2, 2019",0.482,0.462
"Aug 7, 2019",,0.462
"Aug 7, 2019",,0.462
"Aug 12, 2019",,0.462
"Aug 12, 2019",0.703,0.462
"Aug 17, 2019",,0.463
"Aug 17, 2019",,0.463
"Aug 22, 2019",,0.464
"Aug 22, 2019",,0.464
"Aug 27, 2019",,0.466
"Aug 27, 2019",,0.466
"Sep 1, 2019",0.501,0.468
"Sep 1, 2019",0.529,0.468
"Sep 6, 2019",,0.47
"Sep 6, 2019",,0.47
"Sep 11, 2019",,0.473
"Sep 11, 2019",0.703,0.473
"Sep 16, 2019",0.551,0.476
"Sep 16, 2019",0.525,0.476
"Sep 21, 2019",0.501,0.48
"Sep 21, 2019",0.541,0.48
"Sep 26, 2019",0.484,0.484
"Sep 26, 2019",0.447,0.484
"Oct 1, 2019",0.509,0.488
"Oct 1, 2019",0.525,0.488
"Oct 6, 2019",0.443,0.493
"Oct 6, 2019",0.455,0.493
"Oct 11, 2019",0.602,0.497
"Oct 11, 2019",0.628,0.497
"Oct 16, 2019",0.491,0.502
"Oct 16, 2019",0.524,0.502
"Oct 21, 2019",0.415,0.507
"Oct 21, 2019",0.463,0.507
"Oct 26, 2019",,0.512
"Oct 26, 2019",,0.512
"Oct 31, 2019",0.502,0.518
"Oct 31, 2019",0.548,0.518
"Nov 5, 2019",0.441,0.523
"Nov 5, 2019",0.467,0.523
"Nov 10, 2019",0.429,0.528
"Nov 10, 2019",0.467,0.528
"Nov 15, 2019",0.42,0.533
"Nov 15, 2019",0.447,0.533
"Nov 20, 2019",0.409,0.539
"Nov 20, 2019",0.509,0.539
"Nov 25, 2019",,0.544
"Nov 25, 2019",,0.544
"Nov 30, 2019",,0.548
"Nov 30, 2019",,0.548
"Dec 5, 2019",0.447,0.553
"Dec 5, 2019",0.476,0.553
"Dec 10, 2019",0.478,0.558
"Dec 10, 2019",0.505,0.558
"Dec 15, 2019",0.246,0.562
"Dec 15, 2019",0.576,0.562
"Dec 20, 2019",0.519,0.566
"Dec 20, 2019",0.545,0.566
"Dec 25, 2019",,0.569
"Dec 25, 2019",0.731,0.569
"Dec 30, 2019",0.599,0.573
"Dec 30, 2019",0.615,0.573
"Jan 4, 2020",,0.576
"Jan 4, 2020",,0.576
"Jan 9, 2020",,0.578
"Jan 9, 2020",,0.578
"Jan 14, 2020",0.522,0.58
"Jan 14, 2020",0.519,0.58
"Jan 19, 2020",0.549,0.582
"Jan 19, 2020",0.537,0.582
"Jan 24, 2020",,0.583
"Jan 24, 2020",,0.583
"Jan 29, 2020",0.482,0.584
"Jan 29, 2020",0.518,0.584
"Feb 3, 2020",0.593,0.584
"Feb 3, 2020",0.627,0.584
"Feb 8, 2020",,0.584
"Feb 8, 2020",,0.584
"Feb 13, 2020",0.506,0.583
"Feb 13, 2020",0.523,0.583
"Feb 18, 2020",0.638,0.582
"Feb 18, 2020",0.655,0.582
"Feb 23, 2020",,0.581
"Feb 23, 2020",,0.581
"Feb 28, 2020",,0.579
"Feb 28, 2020",,0.579
"Mar 4, 2020",0.561,0.577
"Mar 4, 2020",0.533,0.577
"Mar 9, 2020",,0.574
"Mar 9, 2020",,0.574
"Mar 14, 2020",0.572,0.571
"Mar 14, 2020",0.69,0.571
"Mar 19, 2020",0.557,0.567
"Mar 19, 2020",0.607,0.567
"Mar 24, 2020",,0.564
"Mar 24, 2020",,0.564
"Mar 29, 2020",,0.559
"Mar 29, 2020",,0.559
"Apr 3, 2020",0.498,0.555
"Apr 3, 2020",0.525,0.555
"Apr 8, 2020",0.538,0.55
"Apr 8, 2020",0.439,0.55
"Apr 13, 2020",,0.546
"Apr 13, 2020",,0.546
"Apr 18, 2020",,0.541
"Apr 18, 2020",,0.541
"Apr 23, 2020",,0.535
"Apr 23, 2020",0.522,0.535
"Apr 28, 2020",,0.53
"Apr 28, 2020",,0.53
"May 3, 2020",0.563,0.525
"May 3, 2020",0.619,0.525
"May 8, 2020",,0.52
"May 8, 2020",,0.52
"May 13, 2020",,0.514
"May 13, 2020",,0.514
"May 18, 2020",0.627,0.509
"May 18, 2020",0.607,0.509
"May 23, 2020",0.569,0.504
"May 23, 2020",,0.504
"May 28, 2020",,0.499
"May 28, 2020",,0.499
"Jun 2, 2020",0.455,0.494
"Jun 2, 2020",0.498,0.494
"Jun 7, 2020",,0.489
"Jun 7, 2020",,0.489
"Jun 12, 2020",0.564,0.485
"Jun 12, 2020",0.588,0.485
"Jun 17, 2020",,0.481
"Jun 17, 2020",,0.481
"Jun 22, 2020",0.478,0.477
"Jun 22, 2020",0.51,0.477
"Jun 27, 2020",0.477,0.473
"Jun 27, 2020",0.399,0.473
"Jul 2, 2020",0.463,0.47
"Jul 2, 2020",0.514,0.47
"Jul 7, 2020",0.417,0.467
"Jul 7, 2020",0.548,0.467
"Jul 12, 2020",0.419,0.465
"Jul 12, 2020",,0.465
"Jul 17, 2020",,0.463
"Jul 17, 2020",,0.463
"Jul 22, 2020",0.479,0.462
"Jul 22, 2020",0.525,0.462
"Jul 27, 2020",0.492,0.46
"Jul 27, 2020",0.583,0.46
"Aug 1, 2020",,0.46
"Aug 1, 2020",,0.46
"Aug 6, 2020",0.545,0.46
"Aug 6, 2020",,0.46
"Aug 11, 2020",,0.46
"Aug 11, 2020",,0.46
"Aug 16, 2020",0.494,0.461
"Aug 16, 2020",0.517,0.461
"Aug 21, 2020",0.587,0.462
"Aug 21, 2020",0.558,0.462
"Aug 26, 2020",0.479,0.464
"Aug 26, 2020",0.498,0.464
"Aug 31, 2020",0.459,0.466
"Aug 31, 2020",0.473,0.466
"Sep 5, 2020",0.693,0.468
"Sep 5, 2020",0.596,0.468
"Sep 10, 2020",0.46,0.471
"Sep 10, 2020",0.498,0.471
"Sep 15, 2020",0.459,0.474
"Sep 15, 2020",0.467,0.474
"Sep 20, 2020",0.452,0.478
"Sep 20, 2020",0.475,0.478
"Sep 25, 2020",0.469,0.482
"Sep 25, 2020",0.598,0.482
"Sep 30, 2020",0.419,0.486
"Sep 30, 2020",0.451,0.486
"Oct 5, 2020",0.452,0.49
"Oct 5, 2020",0.403,0.49
"Oct 10, 2020",0.349,0.495
"Oct 10, 2020",0.354,0.495
"Oct 15, 2020",0.427,0.5
"Oct 15, 2020",0.447,0.5
"Oct 20, 2020",0.466,0.505
"Oct 20, 2020",0.483,0.505
"Oct 25, 2020",,0.51
"Oct 25, 2020",,0.51
"Oct 30, 2020",,0.515
"Oct 30, 2020",,0.515
"Nov 4, 2020",,0.52
"Nov 4, 2020",,0.52
"Nov 9, 2020",0.451,0.526
"Nov 9, 2020",0.493,0.526
"Nov 14, 2020",0.462,0.531
"Nov 14, 2020",0.564,0.531
"Nov 19, 2020",,0.536
"Nov 19, 2020",,0.536
"Nov 24, 2020",,0.541
"Nov 24, 2020",,0.541
"Nov 29, 2020",,0.546
"Nov 29, 2020",,0.546
"Dec 4, 2020",0.599,0.551
"Dec 4, 2020",0.649,0.551
"Dec 9, 2020",0.652,0.555
"Dec 9, 2020",0.717,0.555
"Dec 14, 2020",0.612,0.559
"Dec 14, 2020",0.725,0.559
"Dec 19, 2020",,0.563
"Dec 19, 2020",0.754,0.563
"Dec 24, 2020",0.538,0.567
"Dec 24, 2020",0.802,0.567
"Dec 29, 2020",0.671,0.57
"Dec 29, 2020",0.742,0.57
"Jan 3, 2021",0.642,0.573
"Jan 3, 2021",0.721,0.573
"Jan 8, 2021",0.595,0.576
"Jan 8, 2021",0.646,0.576
"Jan 13, 2021",0.642,0.578
"Jan 13, 2021",0.697,0.578
"Jan 18, 2021",0.558,0.58
"Jan 18, 2021",0.588,0.58
"Jan 23, 2021",0.667,0.581
"Jan 23, 2021",0.678,0.581
"Jan 28, 2021",0.56,0.582
"Jan 28, 2021",0.584,0.582
"Feb 2, 2021",0.568,0.582
"Feb 2, 2021",,0.582
"Feb 7, 2021",,0.582
"Feb 7, 2021",,0.582
"Feb 12, 2021",,0.581
"Feb 12, 2021",,0.581
"Feb 17, 2021",,0.58
"Feb 17, 2021",,0.58
"Feb 22, 2021",0.385,0.579
"Feb 22, 2021",0.521,0.579
"Feb 27, 2021",,0.577
"Feb 27, 2021",,0.577
"Mar 4, 2021",0.557,0.575
"Mar 4, 2021",0.604,0.575
"Mar 9, 2021",,0.572
"Mar 9, 2021",,0.572
"Mar 14, 2021",0.608,0.569
"Mar 14, 2021",0.649,0.569
"Mar 19, 2021",,0.565
"Mar 19, 2021",,0.565
"Mar 24, 2021",0.526,0.562
"Mar 24, 2021",0.562,0.562
"Mar 29, 2021",0.489,0.557
"Mar 29, 2021",0.507,0.557
"Apr 3, 2021",0.675,0.553
"Apr 3, 2021",0.575,0.553
"Apr 8, 2021",,0.548
"Apr 8, 2021",,0.548
"Apr 13, 2021",0.502,0.544
"Apr 13, 2021",0.537,0.544
"Apr 18, 2021",0.479,0.539
"Apr 18, 2021",0.506,0.539
"Apr 23, 2021",0.537,0.533
"Apr 23, 2021",0.549,0.533
"Apr 28, 2021",0.472,0.528
"Apr 28, 2021",0.517,0.528
"May 3, 2021",,0.523
"May 3, 2021",,0.523
"May 8, 2021",0.536,0.518
"May 8, 2021",0.642,0.518
"May 13, 2021",0.498,0.512
"May 13, 2021",0.51,0.512
"May 18, 2021",,0.507
"May 18, 2021",,0.507
"May 23, 2021",0.472,0.502
"May 23, 2021",0.468,0.502
"May 28, 2021",0.455,0.497
"May 28, 2021",0.455,0.497
"Jun 2, 2021",0.51,0.492
"Jun 2, 2021",0.498,0.492
"Jun 7, 2021",,0.487
"Jun 7, 2021",,0.487
"Jun 12, 2021",0.44,0.483
"Jun 12, 2021",0.426,0.483
"Jun 17, 2021",,0.479
"Jun 17, 2021",,0.479
"Jun 22, 2021",0.451,0.475
"Jun 22, 2021",0.447,0.475
"Jul 2, 2021",,0.468
"Jul 2, 2021",0.666,0.468
"Jul 7, 2021",,0.465
"Jul 7, 2021",,0.465
"Jul 12, 2021",0.447,0.463
"Jul 12, 2021",0.432,0.463
"Jul 17, 2021",0.444,0.461
"Jul 17, 2021",0.427,0.461
"Jul 22, 2021",0.439,0.459
"Jul 22, 2021",0.392,0.459
"Jul 27, 2021",0.466,0.458
"Jul 27, 2021",0.346,0.458
"Aug 1, 2021",,0.458
"Aug 1, 2021",,0.458
"Aug 6, 2021",,0.457
"Aug 6, 2021",,0.457
"Aug 11, 2021",0.42,0.458
"Aug 11, 2021",0.42,0.458
"Aug 16, 2021",0.523,0.458
"Aug 16, 2021",0.524,0.458
"Aug 21, 2021",0.465,0.46
"Aug 21, 2021",0.287,0.46
"Aug 26, 2021",,0.461
"Aug 26, 2021",,0.461
"Aug 31, 2021",,0.463
"Aug 31, 2021",,0.463
"Sep 5, 2021",0.412,0.466
"Sep 5, 2021",0.428,0.466
"Sep 10, 2021",0.417,0.469
"Sep 10, 2021",0.451,0.469
"Sep 15, 2021",0.398,0.472
"Sep 15, 2021",0.438,0.472
"Sep 20, 2021",0.356,0.475
"Sep 20, 2021",0.408,0.475
"Sep 25, 2021",,0.479
"Sep 25, 2021",,0.479
"Sep 30, 2021",0.374,0.483
"Sep 30, 2021",0.416,0.483
"Oct 5, 2021",0.364,0.488
"Oct 5, 2021",0.404,0.488
"Oct 10, 2021",0.34,0.492
"Oct 10, 2021",,0.492
"Oct 15, 2021",,0.497
"Oct 15, 2021",,0.497
"Oct 20, 2021",,0.502
"Oct 20, 2021",0.52,0.502
"Oct 25, 2021",,0.508
"Oct 25, 2021",,0.508
"Oct 30, 2021",,0.513
"Oct 30, 2021",,0.513
"Nov 4, 2021",0.527,0.518
"Nov 4, 2021",0.618,0.518
"Nov 9, 2021",,0.523
"Nov 9, 2021",,0.523
"Nov 14, 2021",,0.529
"Nov 14, 2021",,0.529
"Nov 19, 2021",0.575,0.534
"Nov 19, 2021",0.695,0.534
"Nov 24, 2021",0.502,0.539
"Nov 24, 2021",0.541,0.539
"Nov 29, 2021",,0.544
"Nov 29, 2021",,0.544
"Dec 4, 2021",,0.548
"Dec 4, 2021",,0.548
"Dec 9, 2021",,0.553
"Dec 9, 2021",,0.553
"Dec 14, 2021",0.533,0.557
"Dec 14, 2021",0.525,0.557
"Dec 19, 2021",,0.561
"Dec 19, 2021",,0.561
"Dec 24, 2021",,0.565
"Dec 24, 2021",,0.565
"Dec 29, 2021",,0.568
"Dec 29, 2021",,0.568
