system:time_start,EVI_median,fitted
"Feb 22, 2021",0.492,0.621
"Feb 27, 2021",,0.619
"Mar 4, 2021",0.608,0.617
"Mar 9, 2021",,0.614
"Mar 14, 2021",0.668,0.61
"Mar 19, 2021",,0.606
"Mar 24, 2021",0.559,0.602
"Mar 29, 2021",0.523,0.597
"Apr 3, 2021",0.614,0.592
"Apr 8, 2021",,0.587
"Apr 13, 2021",0.54,0.581
"Apr 18, 2021",0.518,0.576
"Apr 23, 2021",0.558,0.57
"Apr 28, 2021",0.532,0.564
"May 3, 2021",,0.558
"May 8, 2021",0.648,0.551
"May 13, 2021",0.525,0.545
"May 18, 2021",,0.539
"May 23, 2021",0.46,0.533
"May 28, 2021",0.47,0.527
"Jun 2, 2021",0.495,0.521
"Jun 7, 2021",,0.516
"Jun 12, 2021",0.431,0.511
"Jun 17, 2021",,0.506
"Jun 22, 2021",0.465,0.502
"Jul 2, 2021",0.69,0.494
"Jul 7, 2021",,0.49
"Jul 12, 2021",0.445,0.488
"Jul 17, 2021",0.43,0.485
"Jul 22, 2021",0.407,0.483
"Jul 27, 2021",0.349,0.482
"Aug 1, 2021",,0.481
"Aug 6, 2021",,0.481
"Aug 11, 2021",0.432,0.481
"Aug 16, 2021",0.519,0.482
"Aug 21, 2021",0.292,0.484
"Aug 26, 2021",,0.485
"Aug 31, 2021",,0.488
"Sep 5, 2021",0.421,0.491
"Sep 10, 2021",0.455,0.494
"Sep 15, 2021",0.452,0.498
"Sep 20, 2021",0.404,0.502
"Sep 25, 2021",,0.507
"Sep 30, 2021",0.416,0.512
"Oct 5, 2021",0.403,0.517
"Oct 10, 2021",,0.522
"Oct 15, 2021",,0.528
"Oct 20, 2021",0.557,0.534
"Oct 25, 2021",,0.54
"Oct 30, 2021",,0.546
"Nov 4, 2021",0.658,0.553
"Nov 9, 2021",,0.559
"Nov 14, 2021",,0.565
"Nov 19, 2021",0.699,0.571
"Nov 24, 2021",0.564,0.577
"Nov 29, 2021",,0.583
"Dec 4, 2021",,0.589
"Dec 9, 2021",,0.594
"Dec 14, 2021",0.53,0.599
"Dec 19, 2021",,0.604
"Dec 24, 2021",,0.609
"Dec 29, 2021",,0.613
