system:time_start,EVI_median,fitted
"Sep 30, 2020",0.455,0.475
"Oct 5, 2020",0.478,0.482
"Oct 10, 2020",,0.49
"Oct 15, 2020",0.482,0.498
"Oct 20, 2020",,0.507
"Oct 25, 2020",,0.515
"Oct 30, 2020",,0.524
"Nov 4, 2020",,0.533
"Nov 9, 2020",,0.542
"Nov 14, 2020",,0.55
"Nov 19, 2020",,0.559
"Nov 24, 2020",,0.567
"Nov 29, 2020",0.673,0.575
"Dec 4, 2020",,0.583
"Dec 9, 2020",0.351,0.591
"Dec 14, 2020",0.65,0.598
"Dec 19, 2020",0.622,0.604
"Dec 24, 2020",,0.61
"Dec 29, 2020",0.751,0.616
"Jan 3, 2021",,0.62
"Jan 8, 2021",,0.624
"Jan 13, 2021",,0.628
"Jan 18, 2021",0.639,0.631
"Jan 23, 2021",0.682,0.633
"Jan 28, 2021",0.608,0.634
"Feb 2, 2021",,0.634
"Feb 7, 2021",,0.634
"Feb 12, 2021",,0.633
"Feb 17, 2021",,0.631
"Feb 22, 2021",0.524,0.629
"Feb 27, 2021",,0.626
"Mar 4, 2021",,0.622
"Mar 9, 2021",,0.617
"Mar 14, 2021",,0.612
"Mar 19, 2021",0.684,0.606
"Mar 24, 2021",0.564,0.6
"Mar 29, 2021",0.529,0.593
"Apr 3, 2021",0.425,0.586
"Apr 8, 2021",0.6,0.578
"Apr 13, 2021",0.545,0.57
"Apr 18, 2021",0.549,0.562
"Apr 23, 2021",,0.553
"Apr 28, 2021",0.591,0.544
"May 3, 2021",0.546,0.536
"May 8, 2021",0.522,0.527
"May 13, 2021",0.502,0.518
"May 18, 2021",,0.509
"May 23, 2021",0.509,0.501
"May 28, 2021",0.494,0.493
"Jun 2, 2021",0.489,0.485
"Jun 7, 2021",0.439,0.477
"Jun 12, 2021",0.505,0.47
"Jun 17, 2021",,0.463
"Jun 22, 2021",0.455,0.457
"Jul 2, 2021",,0.446
"Jul 7, 2021",0.528,0.442
"Jul 12, 2021",0.451,0.438
"Jul 17, 2021",0.439,0.435
"Jul 22, 2021",0.411,0.432
"Jul 27, 2021",0.443,0.431
"Aug 1, 2021",,0.43
"Aug 6, 2021",0.42,0.43
"Aug 11, 2021",0.439,0.43
"Aug 16, 2021",,0.432
"Aug 21, 2021",0.408,0.434
"Aug 26, 2021",0.218,0.437
"Aug 31, 2021",,0.44
"Sep 5, 2021",0.439,0.445
"Sep 10, 2021",0.424,0.449
"Sep 15, 2021",0.416,0.455
"Sep 20, 2021",,0.461
"Sep 25, 2021",0.364,0.468
"Sep 30, 2021",0.463,0.475
"Oct 5, 2021",0.428,0.482
"Oct 10, 2021",,0.49
"Oct 15, 2021",,0.498
"Oct 20, 2021",,0.507
"Oct 25, 2021",0.603,0.515
"Oct 30, 2021",,0.524
"Nov 4, 2021",,0.533
"Nov 9, 2021",,0.542
"Nov 14, 2021",,0.55
"Nov 19, 2021",0.595,0.559
"Nov 24, 2021",,0.567
"Nov 29, 2021",0.627,0.575
"Dec 4, 2021",,0.583
"Dec 9, 2021",0.656,0.591
"Dec 14, 2021",,0.598
"Dec 19, 2021",,0.604
"Dec 24, 2021",,0.61
"Dec 29, 2021",,0.616
