"","system.time_start","RVI_median","VH_median","VV_median","Date"
"140","Aug 27, 2020",0.692,-13.44,-6.69,2020-08-27
"141","Sep 8, 2020",0.723,-13.099,-6.69,2020-09-08
"142","Sep 20, 2020",0.738,-13.178,-6.803,2020-09-20
"143","Oct 2, 2020",0.763,-13.062,-6.694,2020-10-02
"144","Oct 14, 2020",0.784,-12.805,-6.565,2020-10-14
"145","Oct 26, 2020",0.81,-11.804,-5.822,2020-10-26
"146","Nov 7, 2020",0.793,-12.183,-6.054,2020-11-07
"147","Nov 19, 2020",0.748,-12.435,-6.065,2020-11-19
"148","Dec 1, 2020",0.684,-13.308,-6.446,2020-12-01
"149","Dec 13, 2020",0.692,-12.946,-6.182,2020-12-13
"150","Dec 25, 2020",0.7,-12.718,-5.931,2020-12-25
"151","Jan 6, 2021",0.668,-13.059,-6.196,2021-01-06
"152","Jan 18, 2021",0.708,-13.324,-6.56,2021-01-18
"153","Jan 30, 2021",0.7,-13.407,-6.564,2021-01-30
"154","Feb 11, 2021",0.691,-13.174,-6.324,2021-02-11
"155","Feb 23, 2021",0.73,-12.308,-5.685,2021-02-23
"156","Mar 7, 2021",0.723,-12.431,-5.819,2021-03-07
"157","Mar 19, 2021",0.689,-13.306,-6.433,2021-03-19
"158","Mar 31, 2021",0.69,-13.181,-6.309,2021-03-31
"159","Apr 12, 2021",0.67,-13.304,-6.314,2021-04-12
"160","Apr 24, 2021",0.676,-13.068,-6.183,2021-04-24
"161","May 6, 2021",0.683,-13.309,-6.319,2021-05-06
"162","May 18, 2021",0.676,-13.327,-6.436,2021-05-18
"163","May 30, 2021",0.682,-13.302,-6.311,2021-05-30
"164","Jun 11, 2021",0.684,-13.185,-6.325,2021-06-11
"165","Jun 23, 2021",0.699,-13.343,-6.562,2021-06-23
"166","Jul 5, 2021",0.674,-13.815,-6.81,2021-07-05
"167","Jul 17, 2021",0.698,-13.431,-6.695,2021-07-17
"168","Jul 29, 2021",0.746,-13.341,-6.924,2021-07-29
"169","Aug 10, 2021",0.723,-13.468,-6.817,2021-08-10
"170","Aug 22, 2021",0.754,-13.316,-7.049,2021-08-22
"171","Sep 3, 2021",0.77,-13.196,-6.948,2021-09-03
"172","Sep 15, 2021",0.785,-13.069,-6.794,2021-09-15
"173","Sep 27, 2021",0.809,-12.929,-6.936,2021-09-27
"174","Oct 9, 2021",0.806,-12.851,-6.822,2021-10-09
"175","Oct 21, 2021",0.817,-12.074,-6.194,2021-10-21
"176","Nov 2, 2021",0.809,-12.171,-6.199,2021-11-02
"177","Nov 14, 2021",0.754,-12.433,-6.202,2021-11-14
"178","Nov 26, 2021",0.684,-13.194,-6.303,2021-11-26
"179","Dec 8, 2021",0.723,-12.558,-5.929,2021-12-08
"180","Dec 20, 2021",0.723,-12.693,-6.061,2021-12-20
