system:time_start,VV_median,fitted
"Mar 26, 2021",-6.475,-6.511
"Apr 7, 2021",-6.363,-6.55
"Apr 19, 2021",-6.207,-6.596
"May 1, 2021",-6.738,-6.646
"May 13, 2021",-6.953,-6.698
"May 25, 2021",-7.511,-6.75
"Jun 6, 2021",-6.655,-6.799
"Jun 18, 2021",-7.922,-6.842
"Jun 30, 2021",-8.076,-6.879
"Jul 12, 2021",-8.106,-6.906
"Jul 24, 2021",-7.759,-6.923
"Aug 5, 2021",-7.681,-6.927
"Aug 17, 2021",-7.995,-6.92
"Aug 29, 2021",-7.861,-6.901
"Sep 10, 2021",-6.789,-6.871
"Sep 22, 2021",-7.684,-6.83
"Oct 4, 2021",-7.729,-6.782
"Oct 16, 2021",-6.437,-6.728
"Oct 28, 2021",-6.1,-6.671
"Nov 9, 2021",-6.59,-6.612
"Nov 21, 2021",-6.186,-6.554
"Dec 3, 2021",-6.318,-6.5
"Dec 15, 2021",-6.474,-6.451
