system:time_start,VV_median,fitted
"Jan 11, 2018",-6.482,-6.644
"Jan 23, 2018",-6.846,-6.625
"Feb 4, 2018",-6.254,-6.601
"Feb 16, 2018",-6.426,-6.573
"Feb 28, 2018",-6.589,-6.543
"Mar 12, 2018",-6.406,-6.512
"Mar 24, 2018",-6.304,-6.48
"Apr 5, 2018",-6.147,-6.449
"Apr 17, 2018",-6.492,-6.419
"Apr 29, 2018",-6.094,-6.394
"May 11, 2018",-6.767,-6.372
"May 23, 2018",-6.205,-6.354
"Jun 4, 2018",-6.189,-6.342
"Jun 16, 2018",-6.039,-6.336
"Jun 28, 2018",-5.82,-6.335
"Jul 10, 2018",-6.148,-6.34
"Jul 22, 2018",-5.881,-6.35
"Aug 3, 2018",-6.223,-6.365
"Aug 15, 2018",-6.671,-6.383
"Aug 27, 2018",-6.413,-6.405
"Sep 8, 2018",-6.674,-6.429
"Sep 20, 2018",-6.774,-6.454
"Oct 2, 2018",-6.272,-6.478
"Oct 14, 2018",-6.737,-6.501
"Oct 26, 2018",-6.311,-6.522
"Nov 7, 2018",-6.321,-6.538
"Nov 19, 2018",-6.282,-6.55
"Dec 1, 2018",-6.495,-6.557
"Dec 13, 2018",-6.098,-6.558
"Dec 25, 2018",-6.647,-6.553
"Jan 6, 2019",-6.532,-6.543
"Jan 18, 2019",-6.629,-6.526
"Jan 30, 2019",-6.305,-6.505
"Feb 11, 2019",-6.536,-6.48
"Feb 23, 2019",-6.368,-6.451
"Mar 7, 2019",-6.315,-6.421
"Mar 19, 2019",-6.92,-6.39
"Mar 31, 2019",-6.407,-6.359
"Apr 12, 2019",-6.253,-6.329
"Apr 24, 2019",-6.105,-6.303
"May 6, 2019",-6.097,-6.279
"May 18, 2019",-6.179,-6.26
"May 30, 2019",-5.817,-6.246
"Jun 11, 2019",-5.995,-6.238
"Jun 23, 2019",-6.163,-6.235
"Jul 5, 2019",-6.328,-6.237
"Jul 17, 2019",-6.312,-6.245
"Jul 29, 2019",-6.098,-6.257
"Aug 10, 2019",-6.313,-6.274
"Aug 22, 2019",-6.195,-6.294
"Sep 3, 2019",-6.113,-6.316
"Sep 15, 2019",-6.095,-6.34
"Sep 27, 2019",-5.865,-6.364
"Oct 9, 2019",-6.07,-6.388
"Oct 21, 2019",-6.256,-6.409
"Nov 2, 2019",-6.029,-6.427
"Nov 14, 2019",-6.388,-6.441
"Nov 26, 2019",-6.628,-6.449
"Dec 8, 2019",-6.215,-6.453
"Dec 20, 2019",-6.398,-6.451
"Jan 1, 2020",-6.138,-6.443
"Jan 13, 2020",-6.466,-6.429
"Feb 6, 2020",-6.58,-6.387
"Feb 18, 2020",-6.381,-6.361
"Mar 1, 2020",-6.568,-6.332
"Mar 13, 2020",-6.027,-6.301
"Mar 25, 2020",-6.611,-6.271
"Apr 6, 2020",-6.298,-6.241
"Apr 18, 2020",-6.132,-6.214
"Apr 30, 2020",-6.188,-6.19
"May 12, 2020",-6.471,-6.169
"May 24, 2020",-5.883,-6.154
"Jun 5, 2020",-6.202,-6.143
"Jun 17, 2020",-6.261,-6.137
"Jun 29, 2020",-5.978,-6.137
"Jul 11, 2020",-5.816,-6.142
"Jul 23, 2020",-6.139,-6.153
"Aug 4, 2020",-6.391,-6.167
"Aug 16, 2020",-5.754,-6.186
"Aug 28, 2020",-6.033,-6.207
"Sep 9, 2020",-6.803,-6.23
"Sep 21, 2020",-7.085,-6.253
"Oct 15, 2020",-6.907,-6.298
"Oct 27, 2020",-7.103,-6.317
"Nov 8, 2020",-6.906,-6.332
"Nov 20, 2020",-6.223,-6.343
"Dec 2, 2020",-6.244,-6.349
"Dec 14, 2020",-6.274,-6.349
"Dec 26, 2020",-6.415,-6.344
"Jan 7, 2021",-6.457,-6.333
"Jan 19, 2021",-6.331,-6.317
"Jan 31, 2021",-6.365,-6.296
"Feb 12, 2021",-6.398,-6.272
"Feb 24, 2021",-6.221,-6.244
"Mar 8, 2021",-6.646,-6.215
"Mar 20, 2021",-6.163,-6.185
"Apr 1, 2021",-6.475,-6.156
"Apr 13, 2021",-6.532,-6.128
"Apr 25, 2021",-6.151,-6.103
"May 7, 2021",-6.109,-6.081
"Aug 23, 2021",-6.109,-6.1
"Sep 4, 2021",-5.992,-6.122
"Sep 16, 2021",-6.048,-6.145
"Sep 28, 2021",-6.214,-6.168
"Oct 10, 2021",-6.179,-6.19
"Oct 22, 2021",-6.388,-6.209
"Nov 3, 2021",-6.2,-6.226
"Nov 15, 2021",-6.387,-6.239
"Nov 27, 2021",-6.442,-6.247
"Dec 9, 2021",-5.95,-6.249
"Dec 21, 2021",-6.109,-6.247
