"","date","VHVV_ratio_hectareID_12","VHVV_ratio_sd_hectareID_12","VHVV_ratio_hectareID_02","VHVV_ratio_sd_hectareID_02","VHVV_ratio_hectareID_06","VHVV_ratio_sd_hectareID_06","VHVV_ratio_hectareID_11","VHVV_ratio_sd_hectareID_11","VHVV_ratio_hectareID_63","VHVV_ratio_sd_hectareID_63","VHVV_ratio_hectareID_62","VHVV_ratio_sd_hectareID_62","VHVV_ratio_hectareID_61","VHVV_ratio_sd_hectareID_61","VHVV_ratio_hectareID_26","VHVV_ratio_sd_hectareID_26","VHVV_ratio_hectareID_25","VHVV_ratio_sd_hectareID_25","VHVV_ratio_hectareID_24","VHVV_ratio_sd_hectareID_24","VHVV_ratio_hectareID_23","VHVV_ratio_sd_hectareID_23","VHVV_ratio_hectareID_21","VHVV_ratio_sd_hectareID_21","VHVV_ratio_hectareID_22","VHVV_ratio_sd_hectareID_22","VHVV_ratio_hectareID_20","VHVV_ratio_sd_hectareID_20","VHVV_ratio_hectareID_64","VHVV_ratio_sd_hectareID_64","VHVV_ratio_hectareID_34","VHVV_ratio_sd_hectareID_34","VHVV_ratio_hectareID_33","VHVV_ratio_sd_hectareID_33","VHVV_ratio_hectareID_32","VHVV_ratio_sd_hectareID_32","VHVV_ratio_hectareID_31","VHVV_ratio_sd_hectareID_31","VHVV_ratio_hectareID_30","VHVV_ratio_sd_hectareID_30","VHVV_ratio_hectareID_29","VHVV_ratio_sd_hectareID_29","VHVV_ratio_hectareID_28","VHVV_ratio_sd_hectareID_28","VHVV_ratio_hectareID_42","VHVV_ratio_sd_hectareID_42","VHVV_ratio_hectareID_41","VHVV_ratio_sd_hectareID_41","VHVV_ratio_hectareID_39","VHVV_ratio_sd_hectareID_39","VHVV_ratio_hectareID_38","VHVV_ratio_sd_hectareID_38","VHVV_ratio_hectareID_37","VHVV_ratio_sd_hectareID_37","VHVV_ratio_hectareID_35","VHVV_ratio_sd_hectareID_35","VHVV_ratio_hectareID_50","VHVV_ratio_sd_hectareID_50","VHVV_ratio_hectareID_48","VHVV_ratio_sd_hectareID_48","VHVV_ratio_hectareID_47","VHVV_ratio_sd_hectareID_47","VHVV_ratio_hectareID_46","VHVV_ratio_sd_hectareID_46","VHVV_ratio_hectareID_45","VHVV_ratio_sd_hectareID_45","VHVV_ratio_hectareID_44","VHVV_ratio_sd_hectareID_44","VHVV_ratio_hectareID_43","VHVV_ratio_sd_hectareID_43","VHVV_ratio_hectareID_58","VHVV_ratio_sd_hectareID_58","VHVV_ratio_hectareID_57","VHVV_ratio_sd_hectareID_57","VHVV_ratio_hectareID_56","VHVV_ratio_sd_hectareID_56","VHVV_ratio_hectareID_55","VHVV_ratio_sd_hectareID_55","VHVV_ratio_hectareID_54","VHVV_ratio_sd_hectareID_54","VHVV_ratio_hectareID_52","VHVV_ratio_sd_hectareID_52","VHVV_ratio_hectareID_51","VHVV_ratio_sd_hectareID_51","VHVV_ratio_hectareID_59","VHVV_ratio_sd_hectareID_59","VHVV_ratio_hectareID_49","VHVV_ratio_sd_hectareID_49","VHVV_ratio_hectareID_53","VHVV_ratio_sd_hectareID_53"
"11",2016-05-21,0.266743,0.061765,0.245444,0.066951,0.298812,0.091224,0.224632,0.050961,NA,NA,NA,NA,NA,NA,0.247712,0.126283,NA,NA,0.336634,0.165412,NA,NA,NA,NA,0.213648,0.121474,NA,NA,NA,NA,NA,NA,0.252256,0.099462,NA,NA,0.243006,0.050138,0.205686,0.145467,NA,NA,0.22938,0.091297,0.244955,0.054655,0.325828,0.075504,0.256122,0.079739,0.261423,0.128802,0.315506,0.060021,0.306452,0.139873,0.327681,0.108041,0.287458,0.088775,0.307195,0.136562,0.272183,0.05787,0.218844,0.068893,0.263421,0.088835,0.273616,0.069633,0.30978,0.100073,0.280521,0.124687,0.222149,0.04915,0.27115,0.076071,0.271752,0.117497,0.198214,0.05904,0.276051,0.187575,0.275847,0.084622,0.244494,0.11374,0.263617,0.103606
"12",2016-06-02,0.247058,0.081718,0.182794,0.062233,0.294384,0.081702,0.251366,0.065234,NA,NA,NA,NA,NA,NA,0.27989,0.096647,NA,NA,0.332991,0.088796,NA,NA,NA,NA,0.225705,0.086457,NA,NA,NA,NA,NA,NA,0.201509,0.102476,NA,NA,0.282811,0.058501,0.196371,0.084257,NA,NA,0.26264,0.089765,0.282898,0.069158,0.239957,0.047281,0.225304,0.047109,0.243053,0.053805,0.247016,0.066134,0.244436,0.093153,0.341521,0.100667,0.272166,0.067211,0.244931,0.110602,0.262912,0.059237,0.233175,0.073178,0.249598,0.094096,0.275957,0.053054,0.338449,0.11709,0.309016,0.127645,0.247379,0.051431,0.300343,0.08313,0.272685,0.082715,0.243634,0.048495,0.248008,0.072058,0.350152,0.127085,0.213797,0.070551,0.283991,0.125218
"13",2016-06-14,0.270102,0.07843,0.223604,0.075253,0.243983,0.071471,0.234985,0.077626,NA,NA,NA,NA,NA,NA,0.26425,0.081963,NA,NA,0.283067,0.116818,NA,NA,NA,NA,0.282571,0.109449,NA,NA,NA,NA,NA,NA,0.233737,0.079226,NA,NA,0.332198,0.085372,0.185424,0.149835,NA,NA,0.247889,0.091382,0.293553,0.071184,0.333815,0.090745,0.2514,0.065961,0.240304,0.048765,0.282209,0.091772,0.256968,0.102279,0.292378,0.070893,0.268733,0.057954,0.323654,0.099466,0.323487,0.062989,0.252884,0.06644,0.286426,0.081094,0.24299,0.07017,0.241085,0.075468,0.228566,0.132676,0.234704,0.05145,0.436651,0.144396,0.233602,0.082622,0.194632,0.05999,0.272083,0.076699,0.335439,0.081221,0.257335,0.06786,0.307388,0.146495
"14",2016-07-08,0.309554,0.083372,0.261738,0.049755,0.250426,0.081034,0.25831,0.069045,NA,NA,NA,NA,NA,NA,0.286359,0.093054,NA,NA,0.290192,0.075486,NA,NA,NA,NA,0.21791,0.074643,NA,NA,NA,NA,NA,NA,0.225275,0.057592,NA,NA,0.286146,0.064403,0.225277,0.121291,NA,NA,0.245117,0.073291,0.22328,0.056024,0.272915,0.051494,0.262964,0.088133,0.223913,0.054224,0.242959,0.055706,0.277717,0.11797,0.247231,0.066615,0.284078,0.077755,0.314783,0.128425,0.252091,0.072541,0.215966,0.041412,0.204271,0.058596,0.280536,0.053227,0.317166,0.06823,0.246017,0.076168,0.191193,0.045657,0.298484,0.234418,0.243017,0.062391,0.239014,0.055751,0.274273,0.071235,0.283547,0.078684,0.208348,0.05646,0.268518,0.118157
"15",2016-07-20,0.321035,0.083391,0.253334,0.072659,0.323797,0.105438,0.299893,0.071557,NA,NA,NA,NA,NA,NA,0.291895,0.100564,NA,NA,0.266717,0.09048,NA,NA,NA,NA,0.239098,0.06327,NA,NA,NA,NA,NA,NA,0.247766,0.059228,NA,NA,0.274987,0.069973,0.240713,0.111175,NA,NA,0.267931,0.112489,0.252852,0.054636,0.241544,0.056395,0.272852,0.068945,0.227959,0.099852,0.291505,0.078179,0.208086,0.075903,0.264693,0.063987,0.310879,0.084819,0.325102,0.131175,0.252474,0.052751,0.254815,0.061052,0.261421,0.052298,0.313127,0.094137,0.29384,0.072442,0.263408,0.153401,0.232066,0.053295,0.222572,0.090047,0.218399,0.060039,0.264506,0.071544,0.268717,0.06225,0.258998,0.067246,0.250794,0.064761,0.263355,0.115297
"16",2016-08-01,0.289921,0.070697,0.174684,0.100559,0.266222,0.10666,0.205278,0.102509,NA,NA,NA,NA,NA,NA,0.337224,0.129024,NA,NA,0.149435,0.061336,NA,NA,NA,NA,0.227638,0.057414,NA,NA,NA,NA,NA,NA,0.248607,0.052251,NA,NA,0.29928,0.102386,0.207863,0.109479,NA,NA,0.274327,0.072231,0.214144,0.054369,0.237728,0.083611,0.227429,0.056665,0.231153,0.058057,0.284829,0.057206,0.263783,0.100535,0.248187,0.076934,0.23293,0.063303,0.255951,0.113022,0.25239,0.086043,0.210325,0.037985,0.246202,0.058286,0.346806,0.08079,0.251105,0.052441,0.211591,0.107556,0.221911,0.061727,0.297499,0.111043,0.202465,0.065731,0.251153,0.088245,0.244635,0.093556,0.264571,0.076309,0.277513,0.083306,0.229549,0.073697
"17",2016-08-13,0.264578,0.076569,0.253973,0.062302,0.273599,0.065281,0.223765,0.066422,NA,NA,NA,NA,NA,NA,0.321763,0.113384,NA,NA,0.274817,0.073467,NA,NA,NA,NA,0.25192,0.081606,NA,NA,NA,NA,NA,NA,0.278026,0.05588,NA,NA,0.322798,0.080808,0.247592,0.103293,NA,NA,0.23684,0.061852,0.266626,0.060918,0.251439,0.050448,0.258441,0.083897,0.33444,0.10116,0.223686,0.045807,0.322949,0.151926,0.239451,0.067148,0.281937,0.095513,0.368858,0.12185,0.29033,0.073895,0.277901,0.062673,0.25134,0.059863,0.296173,0.078196,0.295704,0.062399,0.251109,0.084172,0.255055,0.066304,0.307908,0.102231,0.280294,0.064374,0.255257,0.060606,0.304421,0.080245,0.269632,0.095056,0.276802,0.078507,0.244825,0.119861
"18",2016-08-25,0.246615,0.074696,0.236249,0.095524,0.306619,0.103031,0.227696,0.053755,NA,NA,NA,NA,NA,NA,0.274995,0.113967,NA,NA,0.2428,0.065736,NA,NA,NA,NA,0.259481,0.110462,NA,NA,NA,NA,NA,NA,0.352751,0.092086,NA,NA,0.29381,0.077592,0.216304,0.100359,NA,NA,0.330603,0.108418,0.211846,0.048084,0.254913,0.058438,0.240934,0.08508,0.241492,0.06029,0.235013,0.056459,0.291766,0.151447,0.233544,0.066252,0.235192,0.072633,0.288892,0.165246,0.237303,0.043965,0.253601,0.068163,0.236535,0.048437,0.305208,0.078547,0.342142,0.117513,0.260871,0.122574,0.233078,0.055413,0.2473,0.107924,0.221931,0.076171,0.279302,0.082362,0.28624,0.092394,0.247328,0.069526,0.304087,0.11798,0.213328,0.07231
"19",2016-09-06,0.263708,0.113672,0.291215,0.089994,0.302574,0.081794,0.252168,0.073419,NA,NA,NA,NA,NA,NA,0.309972,0.10722,NA,NA,0.261428,0.076079,NA,NA,NA,NA,0.258878,0.117511,NA,NA,NA,NA,NA,NA,0.309993,0.068757,NA,NA,0.274507,0.095034,0.201509,0.112563,NA,NA,0.293453,0.12563,0.36616,0.078236,0.335017,0.067968,0.229332,0.051309,0.270978,0.09539,0.266873,0.093213,0.287811,0.101293,0.303518,0.098602,0.239341,0.066885,0.254892,0.132597,0.283834,0.083664,0.210051,0.054143,0.231103,0.08521,0.252379,0.087867,0.314443,0.068877,0.253531,0.102549,0.312825,0.057904,0.283392,0.206506,0.205965,0.107781,0.271154,0.118907,0.260731,0.111054,0.312881,0.131339,0.229775,0.086828,0.203626,0.081453
"20",2016-09-18,0.295371,0.094413,0.255915,0.091551,0.318869,0.090542,0.295156,0.109117,NA,NA,NA,NA,NA,NA,0.297003,0.087568,NA,NA,0.311971,0.069625,NA,NA,NA,NA,0.268939,0.075324,NA,NA,NA,NA,NA,NA,0.330972,0.072594,NA,NA,0.267102,0.055664,0.246553,0.08388,NA,NA,0.270642,0.128248,0.282734,0.062142,0.384912,0.11515,0.274785,0.089317,0.319233,0.095433,0.258789,0.061776,0.320285,0.144726,0.298047,0.068812,0.263198,0.055506,0.305933,0.155821,0.247398,0.075863,0.250655,0.090794,0.259558,0.109306,0.226931,0.070149,0.250816,0.074757,0.227481,0.104752,0.285588,0.062043,0.233128,0.103518,0.194074,0.083503,0.245024,0.095914,0.362109,0.094577,0.258928,0.065318,0.284844,0.10126,0.259788,0.11664
"21",2016-09-30,0.284378,0.078488,0.287318,0.071594,0.321235,0.079733,0.297924,0.121219,NA,NA,NA,NA,NA,NA,0.341058,0.132539,NA,NA,0.316448,0.069105,NA,NA,NA,NA,0.24198,0.081621,NA,NA,NA,NA,NA,NA,0.336358,0.0769,NA,NA,0.247259,0.057258,0.182797,0.08091,NA,NA,0.284802,0.086535,0.23755,0.07179,0.273107,0.067845,0.235556,0.0754,0.24939,0.09598,0.223772,0.052172,0.236062,0.071982,0.301368,0.066827,0.30366,0.071153,0.325393,0.146033,0.311308,0.081353,0.22851,0.064971,0.235957,0.072729,0.297826,0.064819,0.327234,0.068593,0.235694,0.103369,0.266232,0.068912,0.308378,0.092498,0.199429,0.088645,0.27591,0.059331,0.349022,0.10713,0.290361,0.096055,0.283698,0.082434,0.236772,0.102441
"22",2016-10-12,0.2947,0.094533,0.278088,0.082684,0.349605,0.144831,0.262986,0.091144,NA,NA,NA,NA,NA,NA,0.31382,0.079521,NA,NA,0.274642,0.060839,NA,NA,NA,NA,0.286572,0.087762,NA,NA,NA,NA,NA,NA,0.227477,0.053637,NA,NA,0.288211,0.056735,0.291862,0.084567,NA,NA,0.306219,0.099376,0.292148,0.101489,0.311481,0.076919,0.262643,0.05089,0.28646,0.076549,0.284655,0.077896,0.245115,0.095004,0.354,0.152401,0.247044,0.068749,0.288692,0.144501,0.248708,0.052653,0.249081,0.063066,0.245256,0.083075,0.276683,0.063587,0.31692,0.119859,0.270485,0.108139,0.234245,0.0504,0.27306,0.104411,0.29411,0.077155,0.280982,0.055184,0.241006,0.049326,0.248975,0.107004,0.220083,0.106141,0.254954,0.079536
"23",2016-10-24,0.286293,0.062603,0.282763,0.05267,0.323014,0.076743,0.263048,0.054681,NA,NA,NA,NA,NA,NA,0.329378,0.093856,NA,NA,0.32106,0.090657,NA,NA,NA,NA,0.28406,0.062231,NA,NA,NA,NA,NA,NA,0.278217,0.076633,NA,NA,0.282347,0.088973,0.206344,0.095266,NA,NA,0.264312,0.072001,0.227752,0.088987,0.279787,0.07681,0.272999,0.086066,0.291966,0.096775,0.326102,0.077331,0.299201,0.107206,0.298617,0.059386,0.238492,0.069102,0.249324,0.134754,0.27452,0.090772,0.28752,0.060562,0.232515,0.070723,0.263379,0.066635,0.258178,0.06418,0.293951,0.10931,0.264575,0.089754,0.272255,0.082152,0.235656,0.078301,0.27501,0.122354,0.22793,0.047871,0.250331,0.099954,0.247013,0.059217,0.237602,0.101159
"24",2016-11-05,0.315778,0.092112,0.266682,0.056423,0.313326,0.099507,0.216256,0.068522,NA,NA,NA,NA,NA,NA,0.318393,0.081363,NA,NA,0.262946,0.074766,NA,NA,NA,NA,0.273991,0.091912,NA,NA,NA,NA,NA,NA,0.218931,0.092901,NA,NA,0.315296,0.068592,0.273889,0.107516,NA,NA,0.260803,0.086544,0.269952,0.07956,0.306087,0.098371,0.301253,0.092755,0.293443,0.071221,0.258438,0.041866,0.223634,0.128001,0.274527,0.079906,0.267123,0.072266,0.406721,0.203239,0.278138,0.097155,0.23019,0.070781,0.228944,0.10137,0.287935,0.072704,0.288359,0.053267,0.278462,0.113017,0.235073,0.064055,0.259063,0.132672,0.319431,0.096939,0.311139,0.113087,0.244981,0.057962,0.245092,0.074548,0.355875,0.081959,0.285228,0.10181
"25",2016-11-17,0.317372,0.080193,0.294788,0.067876,0.295433,0.096543,0.307336,0.085868,NA,NA,NA,NA,NA,NA,0.280455,0.107586,NA,NA,0.245285,0.091936,NA,NA,NA,NA,0.295531,0.104532,NA,NA,NA,NA,NA,NA,0.231604,0.063297,NA,NA,0.24529,0.054159,0.286062,0.099742,NA,NA,0.256363,0.073528,0.28783,0.081422,0.245623,0.046955,0.296403,0.068855,0.310874,0.061518,0.279577,0.072411,0.275388,0.122968,0.286438,0.083452,0.27381,0.150498,0.352517,0.230155,0.306805,0.086196,0.247251,0.062006,0.269021,0.08262,0.29237,0.089117,0.24541,0.056104,0.268073,0.108277,0.254527,0.07868,0.220766,0.092519,0.210238,0.080915,0.317993,0.160177,0.233653,0.084545,0.283587,0.094983,0.297395,0.077829,0.258815,0.101632
