"","date","VV_hectareID_27","VV_sd_hectareID_27","VV_hectareID_26","VV_sd_hectareID_26","VV_hectareID_17","VV_sd_hectareID_17","VV_hectareID_24","VV_sd_hectareID_24","VV_hectareID_09","VV_sd_hectareID_09","VV_hectareID_11","VV_sd_hectareID_11","VV_hectareID_31","VV_sd_hectareID_31","VV_hectareID_07","VV_sd_hectareID_07","VV_hectareID_08","VV_sd_hectareID_08","VV_hectareID_12","VV_sd_hectareID_12","VV_hectareID_24","VV_sd_hectareID_24","VV_hectareID_25","VV_sd_hectareID_25","VV_hectareID_28","VV_sd_hectareID_28","VV_hectareID_18","VV_sd_hectareID_18","VV_hectareID_03","VV_sd_hectareID_03","VV_hectareID_30","VV_sd_hectareID_30","VV_hectareID_14","VV_sd_hectareID_14","VV_hectareID_04","VV_sd_hectareID_04","VV_hectareID_06","VV_sd_hectareID_06","VV_hectareID_20","VV_sd_hectareID_20","VV_hectareID_23","VV_sd_hectareID_23","VV_hectareID_05","VV_sd_hectareID_05","VV_hectareID_16","VV_sd_hectareID_16","VV_hectareID_01","VV_sd_hectareID_01","VV_hectareID_21","VV_sd_hectareID_21","VV_hectareID_02","VV_sd_hectareID_02","VV_hectareID_15","VV_sd_hectareID_15","VV_hectareID_13","VV_sd_hectareID_13","VV_hectareID_22","VV_sd_hectareID_22","VV_hectareID_19","VV_sd_hectareID_19","VV_hectareID_10","VV_sd_hectareID_10","VV_hectareID_29","VV_sd_hectareID_29"
"11",2016-05-21,-5.426227,1.549709,-8.24134,1.680062,-6.983371,1.320159,-7.572946,1.246084,-6.650774,1.787383,-7.052134,1.191106,-7.383277,0.985935,-6.69839,1.200255,-6.763823,0.876748,-7.202566,0.852707,-6.958145,1.640526,-5.930058,1.103792,-5.883609,1.101412,-6.450782,0.864342,-7.614982,1.464913,-6.849154,0.923115,-6.992532,1.712725,-6.961697,1.545806,-7.203235,1.142091,-6.018964,1.220284,-7.824323,1.37224,-6.73091,1.357437,-7.030115,1.167679,-6.896848,2.179204,-6.980572,1.15557,-5.97287,1.806471,-7.27584,1.698369,-6.940924,0.942704,-7.54744,0.688757,-6.151277,1.219152,-6.243297,1.203231,-6.885439,1.130858
"12",2016-06-02,-4.907169,1.352961,-7.611585,1.737221,-6.589524,1.031059,-7.079529,1.34298,-6.595222,1.792699,-6.977171,0.885432,-5.832982,1.178561,-6.658911,1.245185,-5.670176,0.897931,-6.32808,1.463783,-7.113272,1.292124,-5.604712,0.651507,-6.731888,1.41732,-5.833864,1.570721,-7.779542,1.540407,-6.299239,0.931432,-6.431321,1.634146,-6.44739,1.19401,-6.299622,0.831306,-6.334616,0.807866,-6.610328,1.748317,-7.308653,1.111857,-7.200153,1.125886,-6.585388,2.381324,-6.455135,1.05181,-6.406643,1.791118,-6.038455,1.866194,-6.430234,0.710997,-7.047663,0.843095,-6.10436,1.269118,-6.01243,1.534272,-6.237286,1.295601
"13",2016-06-14,-6.568615,1.100008,-8.147215,1.55051,-7.79075,1.13197,-8.296177,1.006527,-6.896011,1.709903,-7.167188,1.09247,-7.238831,0.915673,-8.016076,1.181866,-6.833061,1.316356,-7.071705,0.893599,-7.779713,0.942501,-7.029025,0.87322,-7.939957,1.311522,-7.271291,0.928357,-8.133535,1.415351,-7.136071,0.781929,-6.969039,1.76324,-6.94067,1.519775,-7.757373,0.773485,-7.050687,0.999986,-7.612175,1.603975,-7.636738,1.230123,-8.304582,1.068581,-7.256995,2.078794,-6.691184,1.039267,-7.096365,1.714893,-7.236017,1.523508,-7.207881,1.032426,-7.27115,0.672851,-7.897713,1.099457,-7.173573,1.018453,-7.170487,1.363626
"14",2016-07-08,-5.320212,1.01297,-7.213729,1.762101,-6.179817,1.416548,-6.633629,1.289479,-6.844829,1.7464,-6.328364,1.284444,-6.449722,1.147618,-6.688114,1.107135,-6.529929,1.713393,-6.352171,0.872017,-7.143957,1.255882,-5.831535,1.049568,-6.495967,1.696122,-6.109489,0.889065,-7.264146,0.975661,-6.397333,0.8317,-6.018534,1.693424,-5.915721,1.330148,-6.146734,0.745596,-6.546046,1.155959,-7.166175,1.472291,-7.519762,0.945849,-6.87331,0.903893,-6.335395,1.868023,-7.076659,1.346924,-6.269177,2.001851,-6.713451,1.758145,-5.93395,0.897817,-6.827629,0.724453,-6.672223,1.047453,-5.417369,1.092068,-6.671437,1.620182
"15",2016-07-20,-6.89091,1.256911,-7.839525,1.723056,-7.367516,1.500252,-8.060589,1.693179,-6.763503,1.585312,-7.397783,1.316772,-7.118444,1.0424,-7.059322,1.113983,-7.086318,0.903426,-7.481947,1.090853,-7.488945,1.022412,-6.644004,1.170796,-6.793929,1.608683,-6.974769,1.220731,-7.501458,1.212375,-7.296139,1.109643,-6.796473,1.463735,-6.959896,1.218928,-7.502898,0.768915,-6.829076,1.046553,-7.072547,1.525457,-7.371322,1.256452,-7.416405,0.773899,-6.896538,1.858204,-6.518467,1.044835,-5.912519,1.745271,-7.3329,1.544261,-6.993801,1.186465,-7.237458,0.881084,-7.045314,1.139537,-6.663241,0.964803,-6.516329,1.153431
"16",2016-08-01,-6.830465,1.107419,-8.266947,2.098302,-6.953979,1.257742,-7.7978,1.159193,-6.510378,1.739096,-7.547194,1.14382,-7.11562,1.015375,-7.877337,0.918333,-6.361663,0.928268,-8.09879,1.142321,-7.594544,0.984588,-7.273672,0.909462,-7.236885,1.209493,-6.979507,0.894555,-8.769495,1.033039,-8.051319,1.50354,-7.645838,2.037413,-6.150011,1.424382,-6.803468,0.80311,-6.851,0.770908,-8.064236,1.565252,-8.76838,1.580565,-7.587187,0.888076,-7.403185,1.89448,-7.785441,1.473318,-6.607338,1.964773,-7.173494,1.249799,-7.002746,1.365323,-7.195113,1.000735,-7.476385,0.824717,-7.151504,0.832266,-8.025134,1.095479
"17",2016-08-13,-6.59082,1.110254,-8.704227,1.824366,-7.554577,1.33313,-8.368193,1.122365,-6.656783,1.548957,-7.241426,1.292786,-6.536017,1.248952,-7.39615,0.822514,-6.322367,0.848572,-6.985375,1.303207,-7.273776,1.236851,-6.965827,1.22331,-6.675652,1.020324,-7.392547,0.936132,-7.822392,1.233583,-7.048994,1.514105,-6.539516,1.429559,-6.872347,1.172131,-7.121464,0.81848,-6.917184,0.914854,-7.579528,1.40152,-7.264779,0.989711,-7.134472,0.753162,-6.725028,1.812855,-7.638073,1.023143,-7.739756,1.873156,-7.11662,1.200175,-7.085563,1.017527,-7.932775,1.103411,-7.830927,0.853324,-6.65063,1.080323,-7.358593,1.20388
"18",2016-08-25,-6.319906,1.691495,-8.466956,1.880357,-7.513849,1.383791,-8.004715,1.121959,-7.335899,1.856586,-7.176544,1.286129,-7.415589,1.213917,-6.785548,0.954414,-7.201092,0.896325,-7.025765,1.22794,-7.57679,1.209044,-6.640968,1.152825,-6.827522,1.213911,-6.550507,1.483919,-7.709652,1.18325,-7.612651,1.407479,-6.53793,1.510971,-6.628789,2.115753,-6.96319,0.832559,-7.004723,0.799493,-7.466134,1.254708,-7.952783,1.02609,-6.855744,1.103025,-7.259936,2.140276,-7.616626,0.890686,-7.054841,1.637399,-7.511237,1.296311,-6.351626,1.152931,-7.485604,0.977017,-7.1141,1.192375,-7.056034,1.098317,-7.394854,1.049318
"19",2016-09-06,-6.02326,1.527536,-8.430235,1.562897,-7.077544,1.559749,-7.593767,1.163179,-7.117027,1.760752,-7.307854,0.991726,-6.974242,1.187189,-7.046904,1.019943,-6.623642,0.926282,-7.741675,0.973121,-7.742916,1.213827,-7.076291,1.073112,-6.09621,1.257142,-7.545802,0.93257,-7.699945,0.900739,-6.549926,1.46309,-6.637047,0.980608,-7.006989,1.257503,-6.09798,1.037238,-6.549027,0.851285,-6.796546,1.287942,-7.887987,1.587327,-6.890771,0.948357,-7.179479,1.808312,-6.896583,1.425376,-7.235356,1.730472,-6.759997,1.225824,-6.86801,0.914146,-7.290342,0.990555,-7.051847,0.942806,-6.64967,1.22212,-7.65279,1.005879
"20",2016-09-18,-7.003141,1.463576,-9.07196,1.613707,-7.345803,1.631319,-7.511433,1.222173,-7.354203,1.890767,-7.467896,1.073258,-7.643714,0.96869,-7.318973,0.735805,-6.503176,1.303883,-7.587714,1.035254,-7.264574,1.237773,-7.049646,0.87456,-7.452085,1.896864,-7.025422,0.685828,-7.934896,1.059522,-7.488662,1.407979,-7.501807,1.196677,-7.301138,1.487644,-6.408013,0.875787,-7.264159,0.685971,-7.042891,1.707612,-7.877353,1.676839,-6.890993,1.511312,-7.396936,2.226696,-7.424482,1.173776,-7.876205,2.092492,-6.986652,1.243326,-7.449993,1.162357,-7.407381,1.058943,-7.601302,1.477711,-6.833049,1.202964,-7.245078,1.524752
"21",2016-09-30,-5.700649,1.351176,-7.673763,1.804902,-7.610583,1.716144,-7.395636,1.085409,-7.380151,1.358275,-6.953906,1.306549,-6.55126,1.081942,-7.109151,0.965544,-7.250257,1.041418,-6.745822,1.479765,-6.113121,1.695657,-6.882945,1.025696,-7.479386,1.498396,-7.128807,1.296394,-7.666849,1.337211,-6.885836,1.267269,-6.85079,0.933949,-6.773083,1.573732,-7.015557,1.099404,-6.229616,1.008371,-6.927496,1.161303,-7.848844,1.764972,-7.07713,1.117026,-6.835432,2.464794,-7.235231,1.036753,-6.519576,1.958908,-7.327644,0.984002,-6.769604,1.542083,-7.084594,1.116756,-7.413831,1.29054,-7.078145,0.919065,-7.459,1.336529
"22",2016-10-12,-6.393742,1.080031,-8.10771,1.67602,-7.459182,1.332577,-7.658257,1.421581,-7.030359,1.612953,-6.335308,0.910014,-6.947917,0.968472,-6.349153,1.747851,-6.977698,0.88473,-6.379949,1.113039,-6.839869,1.485967,-7.424989,1.145837,-7.766315,1.372885,-7.380851,0.761964,-7.670022,1.084604,-6.833786,1.119918,-7.071077,1.102478,-7.370956,2.052208,-6.767667,0.926168,-7.071858,0.940142,-6.928848,1.182301,-7.645196,1.364296,-7.765396,1.227441,-6.748438,1.877116,-6.580837,1.116289,-6.04989,1.546547,-6.696258,0.932538,-7.088142,1.487127,-7.235755,0.927045,-7.267799,1.592959,-5.986916,1.093364,-7.350328,1.330111
"23",2016-10-24,-6.209397,1.365494,-7.851909,1.716411,-7.059668,1.407497,-8.090864,1.20873,-7.662403,1.969001,-6.522994,1.17701,-6.447137,1.058599,-7.191921,1.327023,-6.553243,1.011796,-6.733765,1.036011,-7.101036,1.436974,-7.417621,0.983098,-6.826206,1.536718,-6.349783,0.693727,-7.158352,1.312908,-8.104488,1.625257,-6.458854,1.008524,-6.447905,1.086696,-6.897115,0.971937,-7.231644,0.88465,-7.325304,1.032084,-6.878539,1.552386,-7.111243,1.100427,-6.475182,2.082083,-6.399866,1.256989,-6.301019,1.746564,-6.422481,1.189221,-6.310917,1.196807,-7.258765,0.854688,-7.602998,1.306337,-6.621402,1.043084,-6.911676,1.638921
"24",2016-11-05,-6.196327,0.983937,-7.293722,1.790471,-7.609729,1.264818,-7.250282,1.150091,-7.020744,1.916906,-6.723792,1.166525,-6.509923,1.198162,-7.141853,1.522253,-6.676017,0.912118,-6.410133,1.409706,-7.017502,1.469206,-6.354745,1.009894,-7.806678,1.424264,-6.514588,0.978975,-8.333479,1.092476,-7.793817,1.025355,-6.842132,1.397669,-6.861468,1.172806,-6.724537,1.127121,-6.570249,0.983248,-7.092638,1.397467,-7.317081,1.63768,-7.336556,1.048512,-6.834184,2.182153,-6.892411,0.752914,-5.969368,1.871401,-6.707847,1.229488,-6.269894,1.270306,-6.984604,1.022594,-7.097974,0.90856,-6.105589,1.012059,-7.544299,1.186459
"25",2016-11-17,-6.099148,1.148592,-7.289703,1.440855,-7.511763,1.298101,-7.32828,1.162113,-6.030588,1.875115,-6.03165,1.213979,-6.784655,0.998055,-6.327511,1.540049,-6.854264,0.912315,-6.034848,1.482995,-7.449869,1.296801,-7.165963,1.343972,-7.473338,1.142363,-6.594288,1.199306,-7.064574,1.124836,-7.486818,0.879581,-7.180846,1.803196,-7.616008,1.682393,-6.425998,0.834641,-6.92476,0.779731,-7.051332,0.961172,-7.166752,1.536837,-6.660572,1.048632,-6.279351,1.937749,-7.055079,0.809016,-5.851778,2.008226,-7.454868,1.173065,-6.15414,1.564128,-6.702006,1.204187,-6.576617,0.876123,-6.502685,1.148272,-7.354704,1.299873
"26",2016-11-29,-5.772132,1.003613,-7.894936,1.519544,-6.618721,1.420979,-7.176939,1.489715,-6.903328,1.443613,-7.1974,1.27098,-6.971018,1.055543,-6.947363,1.320135,-7.41775,0.808894,-6.41682,1.213007,-6.667886,1.141014,-6.477849,1.017237,-7.179995,1.012815,-6.093806,1.428888,-7.485932,1.185127,-7.38009,0.922094,-6.414582,1.778955,-7.226135,1.358945,-6.734112,0.887085,-7.258822,0.876103,-7.243695,1.049364,-7.807173,1.393699,-6.738244,0.82605,-6.597483,2.091629,-6.605292,0.952403,-6.79951,1.721105,-6.287148,1.424933,-7.145867,1.461865,-6.75959,0.905193,-6.854651,1.016372,-6.502655,1.154195,-7.794273,1.194987
"27",2016-12-11,-7.008881,1.000728,-8.020399,1.944661,-7.178833,1.091236,-7.529576,1.590241,-7.152997,1.795177,-6.89511,1.30228,-7.565658,0.962502,-7.673096,1.236993,-7.170792,0.897512,-6.820151,1.198722,-7.572775,0.969163,-7.162141,1.091533,-7.163239,0.976463,-7.251196,1.052701,-8.162207,1.564842,-7.668299,0.914241,-6.688573,1.386264,-7.724156,1.395366,-6.955619,1.326956,-7.648669,1.058177,-7.336469,1.195392,-7.38707,0.987359,-7.430497,0.978881,-6.905763,2.032504,-7.141123,1.112965,-6.995009,1.809415,-7.552985,1.298691,-7.546482,1.612639,-7.775094,1.071848,-7.401634,0.70062,-6.902457,0.931783,-7.633006,1.319431
"28",2016-12-23,-6.360899,1.632051,-7.723764,1.696794,-6.83696,1.474197,-7.406813,1.426835,-7.104742,2.307573,-7.360225,1.675406,-7.141011,0.831358,-7.235468,1.03949,-6.550054,1.018982,-6.86217,0.970182,-6.803613,0.83839,-5.805806,1.043334,-7.006235,1.653667,-6.182508,1.517132,-7.68489,1.456878,-7.384715,0.81162,-6.287787,1.319236,-6.354739,1.200997,-6.744713,0.783652,-6.481961,1.03795,-6.454971,1.558141,-6.413311,1.286319,-6.516871,0.958867,-6.154567,2.116809,-5.990713,1.033857,-5.954112,1.573495,-6.88983,1.233068,-6.237847,1.057914,-6.365015,0.763461,-6.326226,0.820044,-6.533379,0.783636,-7.777005,1.524977
"29",2017-01-04,-6.793086,1.21238,-8.65921,1.669213,-6.604639,1.348614,-7.027168,1.500222,-7.146332,1.526053,-7.759775,1.189366,-6.297558,0.882599,-7.807438,0.999448,-7.732806,1.036205,-7.376857,1.454814,-7.579683,1.39699,-6.803627,1.288233,-7.61352,1.385373,-6.664605,1.370654,-7.368223,1.161902,-7.520441,0.647805,-7.63944,1.285644,-6.725143,1.474128,-6.606227,1.025279,-7.179542,0.775517,-7.412874,1.417511,-7.492273,1.071787,-6.662587,0.996779,-6.648033,2.13467,-7.416516,1.170194,-6.617048,1.907118,-7.171988,1.212715,-5.903204,1.173905,-7.391419,0.897906,-7.075763,1.136572,-6.41468,1.108439,-8.299463,1.446764
"30",2017-01-16,-6.488066,1.379034,-8.413719,1.681383,-6.610816,1.301536,-7.835935,0.978804,-6.784301,1.720086,-7.426235,1.453656,-7.424276,0.796447,-7.7715,1.054416,-6.962023,1.286729,-6.84987,1.378293,-7.39999,1.324292,-6.426611,1.153964,-6.786824,1.140762,-6.921123,1.252049,-7.80668,1.126511,-6.732128,0.903129,-7.105099,1.436986,-6.801709,1.26676,-6.697063,1.209504,-6.888706,1.122276,-6.660975,1.153551,-7.965609,0.929697,-7.174334,0.701859,-6.031003,1.959074,-6.711556,0.965437,-6.827497,1.174368,-7.12949,1.259734,-6.58179,1.095481,-7.263323,0.828019,-7.231428,0.871389,-6.561636,0.77199,-7.590702,1.950262
"31",2017-01-28,-5.888435,1.147844,-8.432722,1.489799,-7.396217,1.348689,-7.378319,1.343363,-7.471651,2.245526,-7.603426,1.37131,-7.320057,1.161686,-7.237991,0.880703,-6.297256,1.020349,-6.23899,1.058095,-7.228547,1.090192,-6.552651,0.976729,-8.073303,1.45606,-7.8212,1.232621,-7.460232,1.32353,-7.199238,1.205982,-6.671994,1.000986,-6.949541,1.203599,-6.330525,1.476454,-7.047147,0.832048,-6.835214,1.386942,-6.91524,0.817464,-7.222632,0.762797,-6.815018,2.192246,-6.519945,0.869133,-7.113346,1.523436,-6.926221,1.050647,-6.880127,1.382953,-6.428563,0.721304,-6.77925,1.35911,-6.27374,0.858909,-7.678073,1.605967
"32",2017-02-09,-6.292024,1.197203,-8.273066,2.319331,-6.861679,1.131413,-7.123097,1.153592,-7.799513,2.001265,-6.993409,1.217987,-7.259749,0.842488,-6.012527,1.594069,-6.449875,1.11066,-6.738478,1.397963,-7.21048,1.515484,-6.220851,0.773017,-7.358841,1.2865,-6.645091,1.000926,-7.254558,1.118152,-7.321963,1.706323,-6.19599,1.190114,-6.554103,1.181605,-6.359585,0.965808,-6.575542,0.853654,-6.297768,1.608283,-6.829918,0.946564,-6.914213,0.741209,-5.904423,1.826671,-7.058503,1.001778,-5.979243,1.782962,-7.009797,1.384071,-6.393402,1.537377,-7.411098,0.739521,-6.834112,1.404259,-5.99242,1.079917,-7.729172,1.541309
"33",2017-02-21,-5.538202,1.702857,-7.662391,1.644613,-6.769991,1.338628,-7.772312,1.166269,-6.601862,1.459959,-6.51051,1.019269,-6.456652,0.831236,-6.416603,1.328222,-6.054559,0.8526,-6.888323,1.030282,-7.255518,1.199624,-6.264074,1.155558,-6.949485,1.536146,-6.725946,1.37444,-6.825605,0.952487,-6.898983,1.235191,-6.436209,1.138795,-6.064099,1.395657,-6.430678,1.069621,-6.818721,0.745777,-7.068902,1.451531,-7.692263,1.067701,-6.919898,0.816769,-6.723885,1.894572,-6.919067,0.94725,-6.335259,1.199649,-7.170284,1.662752,-6.768539,1.236339,-6.364098,0.792955,-6.825719,1.047243,-6.017137,0.773154,-6.785937,1.970759
"34",2017-03-05,-5.832115,0.98956,-7.333093,1.903598,-7.102476,1.420573,-7.011184,1.246712,-7.658766,1.511651,-7.570127,1.354335,-7.210943,0.717332,-7.899042,1.288716,-6.315966,1.256347,-6.644305,1.146287,-6.882759,1.103584,-7.527956,1.146323,-6.610899,0.95107,-7.518421,1.093846,-7.526385,1.232725,-8.081109,1.25854,-6.722831,1.268105,-6.927805,1.627296,-6.775939,1.004321,-6.920857,0.977083,-7.0783,1.182981,-7.512676,0.9788,-7.014589,1.054047,-6.587659,1.582267,-7.182693,0.817702,-7.446813,1.785006,-7.732581,1.282172,-6.733717,1.28202,-7.55049,1.254756,-7.328803,1.155705,-6.522291,1.176391,-7.975074,1.537232
