"","date","VHVV_ratio_hectareID_27","VHVV_ratio_sd_hectareID_27","VHVV_ratio_hectareID_26","VHVV_ratio_sd_hectareID_26","VHVV_ratio_hectareID_17","VHVV_ratio_sd_hectareID_17","VHVV_ratio_hectareID_24","VHVV_ratio_sd_hectareID_24","VHVV_ratio_hectareID_09","VHVV_ratio_sd_hectareID_09","VHVV_ratio_hectareID_11","VHVV_ratio_sd_hectareID_11","VHVV_ratio_hectareID_31","VHVV_ratio_sd_hectareID_31","VHVV_ratio_hectareID_07","VHVV_ratio_sd_hectareID_07","VHVV_ratio_hectareID_08","VHVV_ratio_sd_hectareID_08","VHVV_ratio_hectareID_12","VHVV_ratio_sd_hectareID_12","VHVV_ratio_hectareID_24","VHVV_ratio_sd_hectareID_24","VHVV_ratio_hectareID_25","VHVV_ratio_sd_hectareID_25","VHVV_ratio_hectareID_28","VHVV_ratio_sd_hectareID_28","VHVV_ratio_hectareID_18","VHVV_ratio_sd_hectareID_18","VHVV_ratio_hectareID_03","VHVV_ratio_sd_hectareID_03","VHVV_ratio_hectareID_30","VHVV_ratio_sd_hectareID_30","VHVV_ratio_hectareID_14","VHVV_ratio_sd_hectareID_14","VHVV_ratio_hectareID_04","VHVV_ratio_sd_hectareID_04","VHVV_ratio_hectareID_06","VHVV_ratio_sd_hectareID_06","VHVV_ratio_hectareID_20","VHVV_ratio_sd_hectareID_20","VHVV_ratio_hectareID_23","VHVV_ratio_sd_hectareID_23","VHVV_ratio_hectareID_05","VHVV_ratio_sd_hectareID_05","VHVV_ratio_hectareID_16","VHVV_ratio_sd_hectareID_16","VHVV_ratio_hectareID_01","VHVV_ratio_sd_hectareID_01","VHVV_ratio_hectareID_21","VHVV_ratio_sd_hectareID_21","VHVV_ratio_hectareID_02","VHVV_ratio_sd_hectareID_02","VHVV_ratio_hectareID_15","VHVV_ratio_sd_hectareID_15","VHVV_ratio_hectareID_13","VHVV_ratio_sd_hectareID_13","VHVV_ratio_hectareID_22","VHVV_ratio_sd_hectareID_22","VHVV_ratio_hectareID_19","VHVV_ratio_sd_hectareID_19","VHVV_ratio_hectareID_10","VHVV_ratio_sd_hectareID_10","VHVV_ratio_hectareID_29","VHVV_ratio_sd_hectareID_29"
"11",2016-05-21,0.225644,0.077357,0.365875,0.118144,0.265932,0.091627,0.252426,0.070014,0.31295,0.077434,0.264451,0.085714,0.345338,0.083157,0.272152,0.120333,0.318945,0.084473,0.272253,0.07032,0.303727,0.100407,0.23364,0.078196,0.206464,0.071458,0.223941,0.046369,0.266335,0.077443,0.236674,0.088282,0.294664,0.113596,0.212359,0.063537,0.319661,0.101911,0.243004,0.080578,0.299465,0.078071,0.295275,0.107865,0.27848,0.079083,0.32118,0.104421,0.279434,0.08777,0.267075,0.103803,0.305921,0.092264,0.272835,0.045717,0.274732,0.0674,0.184863,0.065105,0.253024,0.051968,0.288252,0.073781
"12",2016-06-02,0.207468,0.085185,0.262847,0.120052,0.229837,0.066565,0.240485,0.083898,0.22938,0.059276,0.240625,0.04636,0.219815,0.077329,0.219947,0.062727,0.204338,0.052961,0.26131,0.065664,0.284122,0.079604,0.199874,0.03743,0.233714,0.089585,0.212639,0.071103,0.26854,0.087186,0.248531,0.07756,0.275962,0.060749,0.243512,0.056245,0.248724,0.124318,0.264171,0.089321,0.227042,0.086303,0.231025,0.065872,0.299482,0.100685,0.30634,0.130729,0.239422,0.056723,0.267503,0.095731,0.212996,0.085691,0.243977,0.052576,0.237378,0.052847,0.149259,0.05053,0.22286,0.075238,0.198062,0.058766
"13",2016-06-14,0.251332,0.06841,0.232765,0.058162,0.245763,0.060723,0.252534,0.069555,0.247379,0.076075,0.250051,0.077978,0.264997,0.062728,0.261892,0.094872,0.203815,0.085794,0.243273,0.059403,0.293681,0.084472,0.250366,0.091119,0.272358,0.12732,0.246715,0.084599,0.283941,0.08506,0.252416,0.071827,0.243311,0.07629,0.179386,0.047604,0.276358,0.063065,0.273916,0.101573,0.24313,0.076324,0.285707,0.065116,0.278591,0.099485,0.305119,0.110284,0.190859,0.043017,0.3039,0.125676,0.22441,0.092189,0.256253,0.063954,0.189039,0.045368,0.27761,0.064533,0.27693,0.076491,0.237144,0.064245
"14",2016-07-08,0.212555,0.088188,0.213608,0.078815,0.183096,0.050243,0.190197,0.059366,0.270528,0.064819,0.209044,0.057684,0.278367,0.069608,0.244958,0.114906,0.25123,0.106139,0.215434,0.069371,0.281378,0.116681,0.192175,0.057328,0.239354,0.090515,0.253304,0.061408,0.252927,0.072252,0.255271,0.092597,0.249412,0.08067,0.188901,0.048104,0.256367,0.064334,0.262652,0.079955,0.265535,0.085181,0.29579,0.079515,0.263627,0.106459,0.28795,0.104765,0.268591,0.071654,0.259263,0.096279,0.255036,0.073788,0.192806,0.088956,0.281617,0.050764,0.25072,0.070134,0.202518,0.050478,0.237566,0.080934
"15",2016-07-20,0.249242,0.077108,0.287254,0.100345,0.260192,0.078888,0.314858,0.1086,0.243475,0.059133,0.229757,0.069205,0.239896,0.045512,0.25046,0.083356,0.276054,0.089783,0.227632,0.059079,0.28281,0.123647,0.229829,0.070238,0.248062,0.09511,0.249887,0.061469,0.251384,0.09096,0.22358,0.066334,0.27688,0.065547,0.202798,0.044587,0.26653,0.085956,0.26487,0.075142,0.235777,0.073379,0.301154,0.068011,0.256932,0.063172,0.263534,0.151798,0.217901,0.063679,0.17374,0.08358,0.248717,0.061777,0.229199,0.083819,0.245417,0.049227,0.221654,0.062699,0.215347,0.049213,0.224138,0.086624
"16",2016-08-01,0.252566,0.091464,0.258857,0.124036,0.19371,0.057375,0.25095,0.061945,0.236464,0.074287,0.226213,0.052739,0.250829,0.058746,0.267048,0.087354,0.179043,0.045903,0.282884,0.060156,0.298315,0.082825,0.241783,0.066112,0.237151,0.078345,0.236854,0.064662,0.31175,0.102365,0.253385,0.100552,0.302281,0.085364,0.192895,0.06196,0.245709,0.088497,0.207743,0.065293,0.274619,0.116607,0.284627,0.197837,0.255238,0.080347,0.315218,0.098222,0.247176,0.10193,0.28355,0.086599,0.226368,0.049057,0.205641,0.084469,0.212049,0.054651,0.206443,0.080237,0.241069,0.049248,0.275845,0.080335
"17",2016-08-13,0.22126,0.068268,0.298092,0.106879,0.24931,0.061352,0.315469,0.114593,0.221406,0.075969,0.22892,0.051915,0.270089,0.093897,0.268169,0.079086,0.209922,0.091754,0.247148,0.076066,0.199814,0.066673,0.228204,0.099897,0.180742,0.051391,0.227696,0.057015,0.266584,0.136653,0.242664,0.067721,0.213872,0.056116,0.222251,0.054241,0.21878,0.070232,0.240736,0.061806,0.227917,0.065762,0.229687,0.063936,0.245099,0.059371,0.256247,0.073536,0.279842,0.080153,0.276316,0.119031,0.210676,0.060052,0.274799,0.117122,0.250695,0.074686,0.268828,0.076259,0.221489,0.054069,0.283084,0.078065
"18",2016-08-25,0.200957,0.10025,0.260838,0.099066,0.209333,0.077391,0.251039,0.08152,0.243347,0.136046,0.198453,0.059308,0.265794,0.076096,0.234032,0.06095,0.2295,0.052031,0.207933,0.043302,0.262535,0.0745,0.204736,0.050581,0.27066,0.082248,0.209333,0.054171,0.269646,0.092157,0.240454,0.076233,0.234855,0.076767,0.19809,0.092119,0.227501,0.092905,0.240351,0.038862,0.283538,0.075771,0.302362,0.100137,0.249992,0.067514,0.24822,0.108235,0.225759,0.060588,0.303372,0.088066,0.245725,0.066951,0.168418,0.047888,0.212149,0.053181,0.198371,0.064564,0.252962,0.073486,0.260287,0.085373
"19",2016-09-06,0.249527,0.125897,0.29714,0.135371,0.231591,0.067911,0.263875,0.086553,0.198008,0.099991,0.213708,0.033343,0.248691,0.088064,0.220582,0.092453,0.241117,0.104347,0.26081,0.087179,0.26253,0.09624,0.232723,0.058557,0.239216,0.067315,0.263436,0.101996,0.256072,0.075383,0.253242,0.077035,0.243719,0.109112,0.267199,0.072146,0.247706,0.094781,0.210313,0.054791,0.241549,0.065925,0.3181,0.101839,0.269931,0.063576,0.29904,0.088611,0.214533,0.078235,0.303031,0.116572,0.200192,0.073387,0.240723,0.051263,0.230778,0.055349,0.221652,0.051455,0.216901,0.076603,0.289695,0.071058
"20",2016-09-18,0.311354,0.119099,0.328911,0.130549,0.232979,0.070977,0.257282,0.094279,0.253022,0.061056,0.228938,0.047866,0.302398,0.066588,0.273104,0.090357,0.244041,0.070376,0.245142,0.053649,0.213675,0.080513,0.256025,0.067272,0.24582,0.102711,0.282253,0.06632,0.311283,0.09748,0.242894,0.069076,0.264992,0.098222,0.2759,0.075956,0.239563,0.087117,0.291965,0.080694,0.256185,0.113083,0.297772,0.099728,0.257098,0.111756,0.315219,0.135053,0.278472,0.097079,0.322258,0.128382,0.191965,0.058577,0.278485,0.074655,0.216237,0.054755,0.231804,0.089014,0.217264,0.056039,0.249792,0.068763
"21",2016-09-30,0.260558,0.107006,0.285628,0.111369,0.232955,0.090552,0.300926,0.084009,0.229143,0.074644,0.227668,0.058586,0.264553,0.06805,0.299803,0.087649,0.260943,0.072688,0.217896,0.071247,0.2038,0.054272,0.245129,0.084275,0.258807,0.0711,0.257438,0.084613,0.250817,0.094434,0.226212,0.051919,0.262224,0.097013,0.294838,0.0986,0.263269,0.093227,0.22811,0.092392,0.239379,0.067177,0.322581,0.122975,0.214038,0.061813,0.256456,0.086379,0.276107,0.071098,0.306523,0.106727,0.254452,0.054448,0.238922,0.077822,0.227067,0.049881,0.24779,0.092483,0.291721,0.160187,0.270767,0.066676
"22",2016-10-12,0.271103,0.12553,0.27809,0.072586,0.259464,0.083521,0.251319,0.118982,0.230963,0.060172,0.199233,0.05705,0.26168,0.062997,0.245998,0.090399,0.251226,0.06261,0.217352,0.042054,0.249165,0.078038,0.286211,0.084603,0.295803,0.093826,0.3303,0.08623,0.283083,0.089945,0.254633,0.060345,0.250979,0.061447,0.278604,0.10116,0.268935,0.093566,0.270088,0.109608,0.210178,0.057792,0.314099,0.140606,0.321686,0.077109,0.267248,0.100344,0.209209,0.054287,0.243,0.078867,0.240903,0.056641,0.255274,0.073264,0.215779,0.068399,0.244522,0.091262,0.175634,0.050395,0.218263,0.060585
"23",2016-10-24,0.26787,0.099736,0.263325,0.10366,0.241248,0.08554,0.283212,0.096768,0.275377,0.103863,0.231757,0.068104,0.300097,0.074152,0.315389,0.105078,0.246491,0.077172,0.221357,0.07164,0.23289,0.093574,0.291635,0.066199,0.246996,0.074019,0.222253,0.048946,0.233319,0.074156,0.30338,0.097808,0.231542,0.056028,0.242658,0.067325,0.263265,0.090384,0.293792,0.070578,0.24542,0.063925,0.243401,0.071766,0.250894,0.073239,0.308614,0.105513,0.215598,0.054495,0.26823,0.08402,0.193684,0.047989,0.21238,0.057693,0.262752,0.08265,0.286045,0.079792,0.221682,0.061683,0.204262,0.063413
"24",2016-11-05,0.262144,0.089811,0.23889,0.097612,0.24047,0.084373,0.276896,0.067142,0.24947,0.079359,0.202855,0.071263,0.223041,0.057567,0.241066,0.082313,0.240665,0.067124,0.233009,0.074472,0.204014,0.08641,0.18988,0.085335,0.303628,0.101545,0.215479,0.043767,0.334274,0.082793,0.248068,0.062675,0.248076,0.060349,0.26723,0.118829,0.273185,0.126777,0.25887,0.068893,0.221716,0.067908,0.271349,0.124097,0.264727,0.086938,0.315132,0.095246,0.266219,0.103368,0.192479,0.059868,0.197664,0.048828,0.233223,0.066316,0.246688,0.057743,0.235314,0.042988,0.231291,0.05969,0.272031,0.077013
"25",2016-11-17,0.287815,0.096674,0.233079,0.084284,0.274495,0.069036,0.27795,0.077962,0.242679,0.071062,0.208634,0.08856,0.287438,0.07525,0.258499,0.082991,0.271164,0.080807,0.225366,0.10794,0.335346,0.108361,0.325444,0.095969,0.278112,0.062855,0.25051,0.063485,0.252982,0.056768,0.282475,0.073141,0.318857,0.11164,0.27356,0.074567,0.270516,0.108022,0.287565,0.073924,0.285325,0.06919,0.247688,0.09181,0.281405,0.069268,0.280785,0.08182,0.278128,0.064166,0.291752,0.122848,0.282416,0.079355,0.254403,0.0827,0.241717,0.050091,0.245168,0.060663,0.258091,0.095299,0.225818,0.058152
"26",2016-11-29,0.235562,0.063736,0.232323,0.098071,0.197189,0.064104,0.219331,0.065651,0.252792,0.07553,0.282647,0.078319,0.254254,0.062362,0.240733,0.083275,0.280078,0.07638,0.230954,0.072367,0.247336,0.070227,0.238037,0.064973,0.282585,0.064951,0.192213,0.057273,0.282068,0.11632,0.295571,0.091706,0.28674,0.092586,0.287485,0.093817,0.293923,0.084728,0.281586,0.076899,0.258518,0.058756,0.365008,0.089567,0.218468,0.066175,0.294517,0.099033,0.198383,0.062655,0.258996,0.101335,0.210196,0.075142,0.237698,0.104874,0.23618,0.055348,0.249448,0.073664,0.256726,0.072656,0.287248,0.095743
"27",2016-12-11,0.260505,0.073802,0.258718,0.087698,0.213666,0.048803,0.235246,0.067821,0.228876,0.049873,0.228479,0.048849,0.27827,0.067411,0.277849,0.082344,0.271191,0.067046,0.23674,0.082246,0.250328,0.074963,0.27444,0.098025,0.2238,0.067158,0.22948,0.084961,0.284062,0.105743,0.266325,0.074653,0.26852,0.08857,0.292288,0.082069,0.275399,0.082853,0.30537,0.070676,0.293561,0.098698,0.260833,0.053077,0.250576,0.064743,0.338713,0.175797,0.264955,0.09342,0.229362,0.062265,0.262811,0.064969,0.280465,0.091096,0.29266,0.080958,0.249627,0.065995,0.221369,0.073967,0.247552,0.063971
"28",2016-12-23,0.218108,0.068355,0.218128,0.085605,0.239507,0.054955,0.240674,0.087835,0.259781,0.121009,0.251481,0.063939,0.247058,0.06317,0.257179,0.082687,0.269849,0.053747,0.235764,0.079981,0.271191,0.089995,0.192297,0.07573,0.256668,0.098626,0.258783,0.077977,0.255147,0.091221,0.280885,0.063708,0.268135,0.077432,0.256426,0.058839,0.300042,0.079371,0.272193,0.073054,0.243281,0.074085,0.206235,0.082068,0.266633,0.068107,0.267455,0.091763,0.203018,0.054341,0.236106,0.079864,0.240934,0.075004,0.209146,0.047554,0.223609,0.103592,0.282805,0.074391,0.298093,0.056424,0.258492,0.06492
"29",2017-01-04,0.247497,0.054483,0.26415,0.112204,0.177457,0.045339,0.226629,0.080832,0.219226,0.0441,0.280453,0.079216,0.20718,0.043257,0.260694,0.084658,0.309303,0.076261,0.256641,0.081232,0.226038,0.054441,0.219743,0.089044,0.256747,0.080345,0.192754,0.137657,0.251031,0.067434,0.255032,0.062918,0.324681,0.077076,0.213295,0.04668,0.260761,0.05692,0.256561,0.07353,0.283637,0.063636,0.291822,0.063796,0.199808,0.087822,0.296478,0.107855,0.248799,0.078354,0.23945,0.059511,0.252688,0.072782,0.193782,0.036287,0.27268,0.078357,0.21263,0.088038,0.227883,0.066985,0.321893,0.104265
"30",2017-01-16,0.222121,0.086937,0.237181,0.096995,0.227503,0.059051,0.256323,0.083412,0.23345,0.09772,0.256935,0.07151,0.267347,0.06378,0.300145,0.058855,0.259311,0.086673,0.222025,0.078665,0.216936,0.074129,0.213788,0.047881,0.223169,0.052894,0.252973,0.072031,0.28783,0.098468,0.202516,0.052873,0.291643,0.074721,0.210517,0.055417,0.271735,0.117147,0.229555,0.085718,0.252484,0.076868,0.286262,0.079132,0.231113,0.086685,0.274039,0.087328,0.221532,0.061753,0.262477,0.087195,0.219324,0.064897,0.247058,0.078839,0.217524,0.076202,0.253237,0.062118,0.255111,0.056498,0.264315,0.074287
"31",2017-01-28,0.23178,0.092296,0.28449,0.121029,0.258867,0.07219,0.268835,0.073987,0.288342,0.093712,0.235941,0.052516,0.255267,0.07043,0.24748,0.044203,0.260645,0.068491,0.180563,0.05478,0.221438,0.062025,0.26727,0.052721,0.358622,0.098906,0.283946,0.123777,0.22447,0.077632,0.237187,0.072616,0.226053,0.04562,0.243049,0.074476,0.260905,0.083059,0.251018,0.063323,0.260318,0.066612,0.225533,0.07159,0.25362,0.048448,0.276715,0.10276,0.241633,0.074177,0.315905,0.083635,0.253835,0.061003,0.217026,0.111287,0.260056,0.073189,0.255268,0.089696,0.206269,0.058575,0.270699,0.057648
"32",2017-02-09,0.257189,0.074957,0.271616,0.106911,0.297164,0.070604,0.240464,0.09048,0.27546,0.067502,0.282238,0.08573,0.253109,0.064353,0.225599,0.052571,0.24117,0.081508,0.232608,0.088516,0.307401,0.103901,0.242862,0.04415,0.342527,0.123795,0.253802,0.048186,0.205089,0.081271,0.296807,0.110062,0.248732,0.095245,0.272064,0.068172,0.272959,0.099929,0.25293,0.089249,0.257505,0.085665,0.245128,0.058444,0.255067,0.06272,0.276671,0.09644,0.270216,0.079935,0.219962,0.06949,0.256332,0.078547,0.213617,0.06414,0.305947,0.111385,0.231687,0.078181,0.257216,0.06675,0.30042,0.09183
"33",2017-02-21,0.257472,0.111313,0.193777,0.094486,0.27277,0.090771,0.314805,0.115524,0.315825,0.093788,0.232703,0.071394,0.244903,0.085475,0.227445,0.055788,0.257333,0.052554,0.27462,0.067253,0.278518,0.074086,0.26154,0.075732,0.361123,0.143225,0.251253,0.08119,0.216127,0.071782,0.251305,0.091895,0.262821,0.07678,0.196039,0.053058,0.261196,0.086728,0.259121,0.069743,0.311254,0.068513,0.290266,0.071827,0.265815,0.08001,0.297742,0.144972,0.234772,0.108706,0.295968,0.075612,0.289488,0.12156,0.247204,0.05101,0.213063,0.066753,0.25784,0.064928,0.303836,0.076994,0.225561,0.071703
"34",2017-03-05,0.2329,0.05396,0.204353,0.059249,0.240098,0.089303,0.217526,0.052854,0.263999,0.101277,0.227043,0.067814,0.256994,0.061595,0.309763,0.09937,0.286332,0.085218,0.202423,0.085867,0.217634,0.058422,0.290244,0.107921,0.21588,0.074266,0.256658,0.069464,0.237357,0.072566,0.2446,0.134054,0.260749,0.090153,0.250807,0.075877,0.248423,0.062031,0.201924,0.068073,0.262952,0.049969,0.2488,0.058378,0.252789,0.062198,0.260564,0.091539,0.236752,0.063822,0.252633,0.087727,0.266285,0.105899,0.239319,0.063688,0.257132,0.08799,0.256802,0.081913,0.216248,0.053852,0.27439,0.103389
"35",2017-03-17,0.243573,0.072165,0.252439,0.079243,0.267177,0.06428,0.263237,0.11501,0.287056,0.106322,0.248595,0.09131,0.286007,0.075718,0.336287,0.124564,0.266249,0.057831,0.280031,0.105565,0.270637,0.082703,0.232494,0.066254,0.235183,0.071243,0.267172,0.092446,0.254773,0.092685,0.219796,0.089837,0.256621,0.086819,0.248983,0.054523,0.247587,0.081407,0.197854,0.065389,0.286351,0.084631,0.246226,0.085403,0.258793,0.085526,0.260926,0.123602,0.250895,0.085479,0.22559,0.061426,0.275177,0.102644,0.277857,0.069124,0.327391,0.095177,0.264409,0.078816,0.262746,0.07072,0.292259,0.094531
